artist_a,artist_b
9346,38188
125,77427
17,15937
1587,42495
1587,30247
123,10689
9386,11047
813,1240195
48536,52175
23231,122499
3722,529335
311,400608
36337,1901708
14869,30763
98,868556
1460,11062
1918,48872
9213,360490
1607,1325116
15667,187332
15667,41651
15667,670515
976,124275
56981,111869
1587,14585
1587,21652
1587,21358
73294,96694
320014,1506556
36312,612087
76693,142192
76693,2006528
1587,54316
1587,9762
20291,21817
33926,422310
33926,117885
77990,287494
14911,49867
14911,30518
24110,858500
956,11697
956,60490
956,243527
123,728327
1607,52672
1165,2909
73294,403001
17,464800
17,129378
17,138718
487,3074
1460,1745
1460,142197
1460,989421
910,12651
910,42221
910,56063
9386,1736068
98,620937
311,3528
311,2726
73294,463911
73294,520697
123,51541
123,318050
123,118096
123,113710
123,11078
73294,2211940
33347,51209
39197,530274
79499,128346
24587,35398
24587,41242
24587,42226
24587,48504
24587,45874
24587,31049
15667,16162
1587,30515
1587,2726
38260,1246506
39987,44285
1165,125737
46317,121251
104616,136839
15667,1265349
37975,1913430
37975,1560052
37975,1913427
37975,1913431
3722,67710
813,938
12679,35398
1587,12679
1587,35398
1587,1818
9385,31442
24110,104711
991,104808
991,49611
991,33930
15667,256958
1587,15934
15667,31805
16159,23945
23552,216618
991,42221
991,46192
991,2266070
73294,265346
69500,151884
1587,14411
1607,15689
18,233
18,4541
233,4541
956,729771
976,1674257
1460,104475
10032,2054065
22141,381756
17,813
976,42450
39085,49408
73294,1060038
20291,366487
123,489922
34112,221638
34112,178596
34112,49611
991,12686
39987,96694
35679,77988
8619,89741
813,34087
34596,377171
991,11540
991,2173
991,14259
1710,6595
23552,205912
813,6453
813,12651
47864,62899
15074,622444
1460,3739
3557,124661
98,1549892
98,1400920
98,1549891
98,1447708
34112,66192
34112,413229
34112,184318
1587,87264
30515,219919
123,1432673
123,2096928
123,1560864
12697,877902
9213,34594
813,129376
317,46990
15667,47168
976,38662
73294,114997
976,1486920
976,1066893
23231,97504
23231,43800
23231,52178
8619,48536
8619,39360
8619,76524
48536,76524
21356,46447
813,21356
813,46447
813,1912
1918,582856
34112,75449
20291,112777
47864,1688457
34596,49871
58632,109905
33955,632878
33955,277970
33955,860300
33955,284526
34112,179160
2784,688575
2784,14538
34596,115509
34596,404811
49871,115509
49871,404811
15667,860628
15945,31429
1587,2230
1587,99563
1587,117921
253,675750
253,1605
24110,2710893
24110,2710895
1587,43364
1587,12651
3081,61711
9213,24350
56981,59979
56981,59978
56981,140132
56981,87566
56981,87565
56981,220465
1460,562525
24110,33938
73294,214207
1710,43800
1710,30322
39987,1265340
39987,511527
17,846188
17,846187
1587,178459
976,1257759
956,59241
1587,32942
1587,9262
9262,32942
73294,132100
73294,115004
1587,120478
1710,11177
1710,16288
1710,2277170
20291,859029
2784,47636
34112,558434
34112,2278329
73294,326683
34596,69494
74761,87491
74761,367671
1165,6081
1460,816294
1587,3702
18,31429
9746,537706
34596,506737
34596,188257
98,228397
32888,32992
32888,246001
32888,148133
73294,102963
73294,98895
73294,187559
1607,909347
910,991
15667,46922
15667,816271
15667,917022
15667,105086
15667,364228
15667,98881
15667,59694
1607,35917
976,14410
1607,1195370
23231,30568
33955,46563
14869,16161
14869,49408
12285,38460
12285,101037
10032,1802541
17,387
1587,2030784
1587,425050
1587,334435
1587,5010
1165,63599
387,363236
815,173661
3143,38092
11072,388917
101,261245
101,4230
16180,172583
14284,372484
14284,372482
52488,2193538
3648,1487461
387,372708
101,49283
387,5737
815,89738
101,107140
101,151796
387,35680
31442,918878
1997,450684
66983,103659
66983,1973040
66983,143281
101,187750
121468,1229742
101,39619
938,45764
938,3302
1119,43393
101,557747
9152,34005
9152,115004
33453,91015
387,33453
387,91015
387,3533
50053,1446208
3648,1487462
3695,9991
2116,9213
2116,360490
1086,2116
1086,9213
1086,360490
101,43169
31442,42450
101,386680
11386,621290
33453,122043
101,14410
101,39360
33453,2458256
101,734185
12783,137578
43396,52672
387,1745
387,172597
33453,172597
74964,818699
101,4623
101,97239
101,2461
1539,94739
2121,9386
33453,166884
33453,194895
33453,1962183
33453,86884
52488,73304
9764,80407
2116,11078
815,807998
101,782023
1528,7494
101,266880
42591,48228
101,170111
101,99557
52488,1630740
16179,239292
104644,663235
101,68367
1997,338608
2628,259144
101,404051
4594,489922
101,323466
101,244199
101,42255
236,311
236,3528
236,2726
101,404001
2798,436618
387,181484
2121,1272402
33453,89032
2173,2434286
101,1090333
31076,680525
3139,40571
101,38659
101,249019
299,39374
9315,59972
236,825
3648,46415
31076,303719
236,98175
101,33946
938,6439
938,12395
938,60536
938,239611
101,90486
30569,104288
2172,46194
101,262600
387,363226
938,16332
101,23252
236,189398
1539,1803
1539,137349
46,388
387,15689
11062,409581
101,379696
101,276825
9764,1123947
126883,1856814
101,2230831
70,950297
70,39678
3143,275168
1193,42221
1193,11540
1193,48489
42565,558164
101,1953946
33964,35917
33964,1438855
33964,1717466
33964,910112
101,792990
3648,33972
3648,80797
66983,1962370
299,69444
5039,137343
5039,451738
4761,165061
387,37557
33453,37557
9315,156547
101,4508
2173,11540
2173,14259
101,1771
2798,360131
4761,38661
4761,33945
4761,146046
3002,210445
31442,31448
101,471325
101,962275
299,4502
236,815
236,457415
815,457415
101,220984
16489,30763
1121,23678
14916,49167
387,47367
41073,87576
101,15247
2121,860845
101,50301
388,36521
388,824
101,1968975
1997,910946
1997,256052
1997,209089
52488,2371754
34720,210445
37904,1120070
5032,57834
5032,189290
5032,474210
5032,169074
299,44946
299,1300165
299,754206
299,2292
299,181809
299,858473
16179,62899
101,68740
137673,1249987
210826,2535046
210826,2535048
210826,2535047
101,340
70,1559906
70,71452
70,104807
3418,1637583
101,2236369
101,145096
39150,420299
36884,50159
101,1971937
2172,16172
1121,94020
31076,104390
37904,2370940
236,91506
31076,68367
24340,84959
4761,3064540
11386,34598
323769,1292944
323769,334229
101,2130222
101,38660
101,45799
101,1051531
387,1803
101,1692854
101,265041
101,33953
33453,52679
101,759434
31076,70335
35977,298677
46,111852
16158,32942
938,31429
11062,206020
37904,396958
48274,82099
2172,99721
101,206426
39150,73294
39150,43394
39150,42744
39150,52672
356668,954622
33453,877996
33453,910278
31076,33453
31076,877996
31076,910278
121468,1612132
121468,316780
101,1599471
2383,35371
388,41129
34545,245239
34545,1075896
34545,52016
34545,150220
34545,419112
5510,69501
5510,82361
33453,2458257
31076,2576460
3695,5931
33959,45733
39150,154420
5032,107705
165034,3082022
165034,3163819
1119,2626
11062,38327
11062,166499
24340,49408
387,34317
33453,1074288
21264,49209
33964,918388
77989,166884
33453,85503
33453,121070
42565,52178
101,770735
323769,1476567
1218,338777
11062,370194
11062,371185
11062,738320
101,142749
37904,202255
37904,1064858
37904,362337
37904,512987
33938,95042
66983,1713102
66983,2063679
87543,114994
101,43176
267740,3045867
1929103,2091704
5032,117406
5032,36015
5032,107935
5032,233341
5032,1081909
5032,399136
5032,1218619
4761,16179
2864,1825329
101,3356
33453,2134625
101,58161
101,16411
101,4033
101,2234010
11062,11523
31100,84203
41073,2381564
3418,12285
3418,38460
3418,101037
72678,72680
101,42450
33938,1940218
