artist_a,artist_b
10032,16172
17,47632
813,1240195
956,9302
10032,46549
385,97637
813,1090208
956,15290
813,95320
10032,190183
9346,38188
1607,34598
156,1616
23935,159642
2773,1160007
3418,3533
3418,6454
3648,1487461
70,2810
323769,438926
323769,1116444
236,46194
1436,1587
3418,8578
1119,1607
1086,114959
938,32564
5032,64732
2798,46896
30116,48210
38186,53285
63884,222148
141,1460
12299,354182
12299,36504
12299,358091
12299,303190
42495,122653
12299,34491
12299,238352
12299,518231
12299,1123245
42495,420271
42495,349237
12299,22462
12299,290217
42495,142472
42495,949057
12299,48152
12299,45037
12299,313079
42495,256215
42495,117757
42495,49245
42495,327278
12299,46315
12299,276635
12299,242172
42495,251289
42495,166494
42495,64981
42495,238352
12299,250214
42495,254473
42495,561899
12299,521891
12299,801800
12299,36509
12299,391062
12299,32736
12299,163969
12299,58176
42495,277063
42495,418369
12299,46947
35570,1190058
12299,1101201
12299,2005148
12299,2005147
12299,15747
12299,114474
12299,23395
12299,73021
12299,48141
42495,46947
42495,694805
12299,30461
12299,1169532
12299,677635
188,306796
12299,1034892
12299,442305
12299,254605
12299,262096
29,34923
249403,347536
249403,539219
249403,831380
249403,282925
5198,117972
5198,86882
532,24185
983,279354
2709,9213
983,32989
983,1447407
2126,36125
39082,80906
76524,122431
808,2925
6083,73292
6083,42744
