artist_a,artist_b
123,10689
14911,49867
14911,30518
3722,529335
56981,111869
33955,632878
34596,506737
34596,188257
1607,909347
101,43169
16179,239292
3648,1487461
3648,33972
3648,80797
1539,94739
5510,69501
5510,82361
33938,1940218
30518,49867
12299,122653
12299,238197
184328,3016518
30518,121625
12299,34560
12299,307469
12299,431358
12299,540535
12299,586638
3467,219285
1344,11617
1344,4688
4688,11617
12299,429242
12299,33725
12299,125970
12299,444629
77291,496687
12299,242276
42495,412437
34005,187824
73485,365148
120663,1930828
39082,52672
343,23231
69501,82361
2489,476449
