name,wiki_article,wiki_match_method,wiki_views_2015,wiki_views_2016,wiki_views_2017,wiki_views_2018,wiki_views_2019,wiki_views_2020,wiki_views_2021,wiki_views_2022,wiki_views_2023,wiki_views_2024,wiki_views_first_top10_year,wiki_views_first_charting_year,wiki_has_page
charley pride,Charley Pride,name_search,137654.0,352323.0,489049.0,404021.0,573498.0,1454445.0,527537.0,335773.0,348215.0,351807.0,,,True
"charli ""chuck"" baltimore",,not_found,,,,,,,,,,,,,False
charli xcx,House (Charli XCX song),name_search,,,,,,,,,,,,,True
charlie,,not_found,,,,,,,,,,,,,False
charlie blackwell,,not_found,,,,,,,,,,,,,False
charlie byrd,,not_found,,,,,,,,,,,,,False
charlie daniels,Charlie Daniels,name_search,119731.0,286262.0,311626.0,322779.0,344557.0,1479703.0,389824.0,309121.0,336558.0,293899.0,,,True
charlie daniels band,,not_found,,,,,,,,,,,,,False
charlie dore,,not_found,,,,,,,,,,,,,False
charlie drake,Charlie Drake,name_search,41857.0,95326.0,91943.0,87198.0,102239.0,113640.0,87968.0,84562.0,95585.0,91334.0,,,True
charlie foxx,,not_found,,,,,,,,,,,,,False
charlie haden,,not_found,,,,,,,,,,,,,False
charlie hall band,Charlie Hall (musician),name_search,5811.0,10576.0,8008.0,8445.0,8781.0,10440.0,8792.0,9418.0,7418.0,7572.0,,,True
charlie kulis,,not_found,,,,,,,,,,,,,False
charlie mccoy,,not_found,,,,,,,,,,,,,False
charlie musselwhite,Charlie Musselwhite,name_search,23858.0,50683.0,55168.0,76497.0,62858.0,72380.0,87636.0,127487.0,182397.0,130488.0,,,True
charlie puth,,not_found,,,,,,,,,,,,,False
charlie rich,,not_found,,,,,,,,,,,,,False
charlie ross,Charlie Heaton,name_search,2194.0,1025837.0,2144304.0,942532.0,2252327.0,1017087.0,1004342.0,3707870.0,946444.0,823678.0,,,True
charlie russo,"Charlie Hall (actor, born 1997)",name_search,,,,,,,,,318207.0,497382.0,,,True
charlie ryan and the timberline riders,,not_found,,,,,,,,,,,,,False
charlie sexton,,not_found,,,,,,,,,,,,,False
charlie wilson,Charlie Wilson (singer),name_search,136110.0,175413.0,268799.0,256863.0,240737.0,309731.0,239843.0,222700.0,401559.0,455530.0,,,True
charlie worsham,,not_found,,,,,,,,,,,,,False
charlie zaa,,not_found,,,,,,,,,,,,,False
charlotte church,,not_found,,,,,,,,,,,,,False
charlotte gainsbourg,,not_found,,,,,,,,,,,,,False
charlotte sometimes,,not_found,,,,,,,,,,,,,False
charm,,not_found,,,,,,,,,,,,,False
charm farm,,not_found,,,,,,,,,,,,,False
charo,,not_found,,,,,,,,,,,,,False
chase,,not_found,,,,,,,,,,,,,False
chase bryant,,not_found,,,,,,,,,,,,,False
chase matthew,,not_found,,,,,,,,,,,,,False
chase rice,,not_found,,,,,,,,,,,,,False
chayanne,,not_found,,,,,,,,,,,,,False
chayce beckham,,not_found,,,,,,,,,,,,,False
chaz jankel,,not_found,,,,,,,,,,,,,False
cheap trick,,not_found,,,,,,,,,,,,,False
cheat codes,Cheat Codes (DJs),name_search,,11239.0,278782.0,166529.0,90544.0,77852.0,70927.0,63044.0,51708.0,41272.0,,278782.0,True
cheb mami,,not_found,,,,,,,,,,,,,False
chedda da connect,,not_found,,,,,,,,,,,,,False
chee-chee,,not_found,,,,,,,,,,,,,False
cheech & chong,,not_found,,,,,,,,,,,,,False
chef raekwon,,not_found,,,,,,,,,,,,,False
chelsea cutler,,not_found,,,,,,,,,,,,,False
chelsea grin,,not_found,,,,,,,,,,,,,False
chelsea wolfe,,not_found,,,,,,,,,,,,,False
chely wright,Chely Wright,name_search,78875.0,142955.0,147438.0,138749.0,174666.0,143319.0,120813.0,109530.0,140271.0,120195.0,,,True
chencho corleone,,not_found,,,,,,,,,,,,,False
chequered past,,not_found,,,,,,,,,,,,,False
cher,,not_found,,,,,,,,,,,,,False
cher lloyd,,not_found,,,,,,,,,,,,,False
cherelle,,rejected_low_similarity,,,,,,,,,,,,,False
cheri,Cheri,name_search,3542.0,6131.0,5113.0,5333.0,5251.0,4599.0,4209.0,5505.0,4792.0,5381.0,,,True
cheri dennis,,not_found,,,,,,,,,,,,,False
cherie,,not_found,,,,,,,,,,,,,False
cherie & marie currie,,not_found,,,,,,,,,,,,,False
cherine anderson,,not_found,,,,,,,,,,,,,False
cherish,,not_found,,,,,,,,,,,,,False
cherrelle,,not_found,,,,,,,,,,,,,False
cherry poppin' daddies,,not_found,,,,,,,,,,,,,False
cherub,,not_found,,,,,,,,,,,,,False
cheryl barnes/hair soundtrack,,not_found,,,,,,,,,,,,,False
cheryl ladd,,not_found,,,,,,,,,,,,,False
cheryl lynn,,not_found,,,,,,,,,,,,,False
cheryl pepsii riley,,not_found,,,,,,,,,,,,,False
chesney hawkes,,not_found,,,,,,,,,,,,,False
chester bennington,,not_found,,,,,,,,,,,,,False
chester french,Chester French,name_search,11115.0,22266.0,25624.0,25897.0,23965.0,23141.0,19764.0,22950.0,26706.0,20489.0,,,True
chet atkins,,not_found,,,,,,,,,,,,,False
chet faker,,not_found,,,,,,,,,,,,,False
chevelle,,not_found,,,,,,,,,,,,,False
chevelle franklyn,,not_found,,,,,,,,,,,,,False
cheyenne kimball,,not_found,,,,,,,,,,,,,False
chi coltrane,,not_found,,,,,,,,,,,,,False
chi-ali,,not_found,,,,,,,,,,,,,False
chic,,not_found,,,,,,,,,,,,,False
chicago,List of Chicago blues musicians,name_search,13236.0,30692.0,23266.0,23662.0,32920.0,27842.0,26737.0,24208.0,22992.0,20260.0,,,True
chick corea,,not_found,,,,,,,,,,,,,False
chickenfoot,,not_found,,,,,,,,,,,,,False
chico,,not_found,,,,,,,,,,,,,False
chico debarge,,not_found,,,,,,,,,,,,,False
chico holiday,,not_found,,,,,,,,,,,,,False
chicory,,not_found,,,,,,,,,,,,,False
chiddy bang,,not_found,,,,,,,,,,,,,False
chief keef,,not_found,,,,,,,,,,,,,False
chief wuk,,not_found,,,,,,,,,,,,,False
chietains,,not_found,,,,,,,,,,,,,False
childish gambino,,not_found,,,,,,,,,,,,,False
children of bodom,,not_found,,,,,,,,,,,,,False
chill,,rejected_low_similarity,,,,,,,,,,,,,False
chilldrin of da ghetto,,not_found,,,,,,,,,,,,,False
chilliwack,,not_found,,,,,,,,,,,,,False
chimaira,,not_found,,,,,,,,,,,,,False
china anne mcclain,,not_found,,,,,,,,,,,,,False
china crisis,,not_found,,,,,,,,,,,,,False
chingo bling,,not_found,,,,,,,,,,,,,False
chingy,,not_found,,,,,,,,,,,,,False
chino & nacho,,not_found,,,,,,,,,,,,,False
chino pacas,,not_found,,,,,,,,,,,,,False
chinx,,not_found,,,,,,,,,,,,,False
chiodos,,not_found,,,,,,,,,,,,,False
chiquis rivera,,not_found,,,,,,,,,,,,,False
chiyo,,not_found,,,,,,,,,,,,,False
chloe,,not_found,,,,,,,,,,,,,False
chloe kohanski,,not_found,,,,,,,,,,,,,False
chloe x halle,,not_found,,,,,,,,,,,,,False
chocolate milk,Chocolate_Milk_(band),musicbrainz_link,4876.0,8849.0,8721.0,8337.0,7830.0,9377.0,9077.0,8790.0,8000.0,9204.0,,,True
choirboys,,not_found,,,,,,,,,,,,,False
chon,Chon (band),name_search,62336.0,116838.0,161122.0,107738.0,125968.0,101683.0,82726.0,84368.0,78408.0,70765.0,,,True
choppa,,not_found,,,,,,,,,,,,,False
chopper city boyz,,not_found,,,,,,,,,,,,,False
chorale,,not_found,,,,,,,,,,,,,False
chorus,,not_found,,,,,,,,,,,,,False
chris andrews,,not_found,,,,,,,,,,,,,False
chris august,,not_found,,,,,,,,,,,,,False
chris barber's jazz band,,not_found,,,,,,,,,,,,,False
chris bartley,Chris_Bartley_(singer),musicbrainz_link,1430.0,2901.0,3201.0,2096.0,1987.0,1868.0,2030.0,2094.0,1919.0,2239.0,,,True
chris blue,,not_found,,,,,,,,,,,,,False
chris botti,,not_found,,,,,,,,,,,,,False
chris brown,Chris Brown,name_search,2078033.0,2989642.0,3149047.0,3260650.0,3130848.0,2268516.0,2026102.0,2434255.0,3099519.0,2722495.0,,,True
chris brown feat. ludacris,,not_found,,,,,,,,,,,,,False
"chris brown, skeme & lyquin",,not_found,,,,,,,,,,,,,False
chris cagle,,not_found,,,,,,,,,,,,,False
chris christian,,not_found,,,,,,,,,,,,,False
chris christian (with amy holland),,not_found,,,,,,,,,,,,,False
chris classic,,not_found,,,,,,,,,,,,,False
chris columbo quintet,,not_found,,,,,,,,,,,,,False
chris cornell,,not_found,,,,,,,,,,,,,False
chris crosby,,not_found,,,,,,,,,,,,,False
chris cuevas,,not_found,,,,,,,,,,,,,False
chris daughtry,Chris_Daughtry,musicbrainz_link,160785.0,495159.0,290106.0,315538.0,954059.0,825243.0,703592.0,402285.0,479062.0,414269.0,,,True
chris de burgh,Chris_de_Burgh,musicbrainz_link,124763.0,245937.0,253574.0,257826.0,260249.0,295364.0,301688.0,319285.0,328190.0,344553.0,,,True
chris forde,,not_found,,,,,,,,,,,,,False
chris hillman,,not_found,,,,,,,,,,,,,False
chris hodge,Douglas Hodge,name_search,50656.0,196132.0,207159.0,322649.0,583504.0,416846.0,321759.0,273034.0,244300.0,260554.0,,,True
chris isaak,,not_found,,,,,,,,,,,,,False
chris j,,not_found,,,,,,,,,,,,,False
chris jamison,,not_found,,,,,,,,,,,,,False
chris janson,,not_found,,,,,,,,,,,,,False
chris jasper,,not_found,,,,,,,,,,,,,False
chris kenner,,not_found,,,,,,,,,,,,,False
chris knight,,not_found,,,,,,,,,,,,,False
chris lane,,not_found,,,,,,,,,,,,,False
chris ledoux,Chris LeDoux,name_search,102681.0,236418.0,289822.0,277740.0,317694.0,234386.0,241684.0,214330.0,217132.0,236218.0,,,True
chris mann,,not_found,,,,,,,,,,,,,False
chris martin,,not_found,,,,,,,,,,,,,False
chris medina,,not_found,,,,,,,,,,,,,False
chris montez,,not_found,,,,,,,,,,,,,False
chris norman,,not_found,,,,,,,,,,,,,False
chris rea,,not_found,,,,,,,,,,,,,False
chris rene,Chris Rene,name_search,49914.0,75037.0,55945.0,40529.0,33477.0,27798.0,20855.0,18180.0,17496.0,17241.0,,,True
chris rice,,not_found,,,,,,,,,,,,,False
chris richardson,,not_found,,,,,,,,,,,,,False
chris robinson,Chris Robinson (singer),name_search,237572.0,549407.0,593698.0,587944.0,597607.0,521930.0,525351.0,594873.0,527971.0,614567.0,,,True
chris robinson & the new earth mud,,not_found,,,,,,,,,,,,,False
chris robinson brotherhood,,not_found,,,,,,,,,,,,,False
chris rock,Chris Wood (rock musician),name_search,20946.0,44943.0,48296.0,45953.0,50247.0,59906.0,61046.0,56839.0,64905.0,64744.0,,,True
chris sligh,Chris Sligh,name_search,9988.0,18217.0,13546.0,16547.0,11513.0,11634.0,10141.0,11028.0,14158.0,11269.0,,,True
chris squire,Chris Squire,name_search,221378.0,225211.0,263611.0,219169.0,242255.0,243987.0,247848.0,291618.0,227625.0,217778.0,,,True
chris stapleton,,not_found,,,,,,,,,,,,,False
chris thile,,not_found,,,,,,,,,,,,,False
chris thompson,,not_found,,,,,,,,,,,,,False
chris tomlin,,not_found,,,,,,,,,,,,,False
chris walker,Chris Walker (musician),name_search,4950.0,14220.0,8659.0,9395.0,12303.0,13366.0,12804.0,13077.0,16504.0,15193.0,,,True
chris webby,,not_found,,,,,,,,,,,,,False
chris willis,Chris Willis,name_search,12855.0,26835.0,23460.0,20752.0,19503.0,19841.0,16745.0,17727.0,18546.0,19638.0,,,True
chris young,,not_found,,,,,,,,,,,,,False
chris young + kane brown,,not_found,,,,,,,,,,,,,False
chris young duet,,rejected_low_similarity,,,,,,,,,,,,,False
chriseanrock,,rejected_low_similarity,,,,,,,,,,,,,False
chrisette michele,,not_found,,,,,,,,,,,,,False
chrissie,Chrissie Hynde,name_search,422249.0,617322.0,743842.0,636394.0,703237.0,793879.0,847755.0,1507019.0,1455663.0,1025383.0,,,True
chrissie hynde,,not_found,,,,,,,,,,,,,False
christian kane,Christian_Kane,musicbrainz_link,196634.0,416713.0,296743.0,265727.0,289261.0,361164.0,415653.0,342708.0,491580.0,391405.0,,,True
christian mcbride & antonio sanchez,,not_found,,,,,,,,,,,,,False
christian nodal,Christian Nodal,name_search,,,41985.0,108264.0,153524.0,251928.0,204257.0,240556.0,252990.0,576393.0,,,True
christian pagan,,rejected_low_similarity,,,,,,,,,,,,,False
christie,William Christie (musician),name_search,6779.0,14038.0,12098.0,11142.0,12191.0,14139.0,13552.0,14090.0,14707.0,15468.0,,,True
christina aguilera,Christina Aguilera (album),name_search,61922.0,121199.0,108252.0,123637.0,108715.0,123714.0,116735.0,115547.0,116075.0,129477.0,,,True
christina grimmie,,not_found,,,,,,,,,,,,,False
christina milian,,not_found,,,,,,,,,,,,,False
christina perri,Nick Perri,name_search,26184.0,42067.0,34642.0,44579.0,43507.0,44120.0,40440.0,48321.0,40426.0,53840.0,,,True
christine mcvie,,not_found,,,,,,,,,,,,,False
christine quaite,,not_found,,,,,,,,,,,,,False
christion,,rejected_low_similarity,,,,,,,,,,,,,False
christmas,Christmas,name_search,2425917.0,2883761.0,2747881.0,2692827.0,2260128.0,2170689.0,2187726.0,2656603.0,3928150.0,2291858.0,,,True
christon gray,,not_found,,,,,,,,,,,,,False
christopher atkins,,not_found,,,,,,,,,,,,,False
christopher cross,,not_found,,,,,,,,,,,,,False
christopher max,,not_found,,,,,,,,,,,,,False
christopher owens,,not_found,,,,,,,,,,,,,False
christopher paul and shawn,,not_found,,,,,,,,,,,,,False
christopher scott,Scott Kannberg,name_search,9961.0,19421.0,28092.0,21781.0,27458.0,22077.0,23375.0,45326.0,34355.0,30031.0,,,True
christopher wilde,,not_found,,,,,,,,,,,,,False
christopher williams,,not_found,,,,,,,,,,,,,False
christy nockels,,not_found,,,,,,,,,,,,,False
chromeo,,not_found,,,,,,,,,,,,,False
chronixx,,not_found,,,,,,,,,,,,,False
chrystal,,not_found,,,,,,,,,,,,,False
chubb rock,Chubb Rock,name_search,25479.0,51608.0,53233.0,62998.0,43521.0,46845.0,51118.0,45731.0,55676.0,53624.0,,,True
chubby checker,,not_found,,,,,,,,,,,,,False
chubby checker (with dee dee sharp),,not_found,,,,,,,,,,,,,False
chuck berry,Chuck Berry,name_search,622112.0,1279883.0,3237075.0,979843.0,1104759.0,1289793.0,1267473.0,1289711.0,1286969.0,1108654.0,,,True
chuck brown,,not_found,,,,,,,,,,,,,False
chuck brown & the soul searchers,,not_found,,,,,,,,,,,,,False
chuck d,,not_found,,,,,,,,,,,,,False
chuck jackson,,not_found,,,,,,,,,,,,,False
chuck mangione,Chuck Mangione,name_search,118708.0,184159.0,206994.0,219297.0,222992.0,240963.0,234913.0,240401.0,270087.0,334437.0,,,True
chuck murphy,,not_found,,,,,,,,,,,,,False
chuck ragan,,not_found,,,,,,,,,,,,,False
chuck wicks,Chuck_Wicks,musicbrainz_link,54934.0,119523.0,96614.0,62224.0,99191.0,87471.0,51143.0,39053.0,43145.0,39159.0,,,True
chuck willis,,not_found,,,,,,,,,,,,,False
chuckii booker,,not_found,,,,,,,,,,,,,False
chucklebutt,,not_found,,,,,,,,,,,,,False
chuckyy,,not_found,,,,,,,,,,,,,False
chumbawamba,,not_found,,,,,,,,,,,,,False
"chunk! no, captain chunk!",,not_found,,,,,,,,,,,,,False
chunky a,,not_found,,,,,,,,,,,,,False
chuwi,,not_found,,,,,,,,,,,,,False
chvrches,,not_found,,,,,,,,,,,,,False
ciara,,not_found,,,,,,,,,,,,,False
ciara & fat man scoop,,not_found,,,,,,,,,,,,,False
cibo matto,,not_found,,,,,,,,,,,,,False
cico p,,not_found,,,,,,,,,,,,,False
cigarettes after sex,,not_found,,,,,,,,,,,,,False
cilla black,,not_found,,,,,,,,,,,,,False
cimorelli,,not_found,,,,,,,,,,,,,False
cinderella,,not_found,,,,,,,,,,,,,False
cindy bullens,,not_found,,,,,,,,,,,,,False
cindy cruse ratcliff,,not_found,,,,,,,,,,,,,False
cinematic sunrise,,not_found,,,,,,,,,,,,,False
cipha sounds/mr. choc,,not_found,,,,,,,,,,,,,False
circa survive,,not_found,,,,,,,,,,,,,False
circus,,not_found,,,,,,,,,,,,,False
circus of power,,not_found,,,,,,,,,,,,,False
cisco,,not_found,,,,,,,,,,,,,False
cisco adler,,not_found,,,,,,,,,,,,,False
cissy houston,,not_found,,,,,,,,,,,,,False
citizen,,not_found,,,,,,,,,,,,,False
citizen cope,,not_found,,,,,,,,,,,,,False
citizen king,,not_found,,,,,,,,,,,,,False
city and colour,,not_found,,,,,,,,,,,,,False
city boy,,not_found,,,,,,,,,,,,,False
city girls,,not_found,,,,,,,,,,,,,False
city girls & hot girl meg,,not_found,,,,,,,,,,,,,False
city high,,not_found,,,,,,,,,,,,,False
city morgue,,not_found,,,,,,,,,,,,,False
city spud,,not_found,,,,,,,,,,,,,False
civil twilight,,not_found,,,,,,,,,,,,,False
cj,,not_found,,,,,,,,,,,,,False
ckay,,not_found,,,,,,,,,,,,,False
cky,,not_found,,,,,,,,,,,,,False
cl,CL (rapper),name_search,,,,,,269407.0,548928.0,411356.0,457348.0,423917.0,,,True
clairo,,not_found,,,,,,,,,,,,,False
clairy browne & the bangin' rackettes,,not_found,,,,,,,,,,,,,False
clams casino,Clams Casino (musician),name_search,80846.0,174377.0,118096.0,120781.0,87179.0,92335.0,88131.0,77208.0,81982.0,112800.0,,,True
clannad,,not_found,,,,,,,,,,,,,False
clap your hands say yeah,,not_found,,,,,,,,,,,,,False
clare bowen,,not_found,,,,,,,,,,,,,False
clarence ashe,,not_found,,,,,,,,,,,,,False
clarence carter,,not_found,,,,,,,,,,,,,False
clarence clemons,,not_found,,,,,,,,,,,,,False
clarence henry,,not_found,,,,,,,,,,,,,False
clarence reid,,not_found,,,,,,,,,,,,,False
classic example,,not_found,,,,,,,,,,,,,False
classics iv,,not_found,,,,,,,,,,,,,False
claude bolling,,not_found,,,,,,,,,,,,,False
claude gray,,not_found,,,,,,,,,,,,,False
claude king,,not_found,,,,,,,,,,,,,False
claudette ortiz,,not_found,,,,,,,,,,,,,False
claudine clark,,not_found,,,,,,,,,,,,,False
claudine longet,,not_found,,,,,,,,,,,,,False
claudja barry,,not_found,,,,,,,,,,,,,False
clave especial,,not_found,,,,,,,,,,,,,False
clay aiken,,not_found,,,,,,,,,,,,,False
clay crosse,,not_found,,,,,,,,,,,,,False
clay davidson,,not_found,,,,,,,,,,,,,False
clay walker,,not_found,,,,,,,,,,,,,False
claypool lennon delirium,,not_found,,,,,,,,,,,,,False
clean bandit,,not_found,,,,,,,,,,,,,False
clean living,,not_found,,,,,,,,,,,,,False
clear light,,not_found,,,,,,,,,,,,,False
cledus maggard,,not_found,,,,,,,,,,,,,False
cledus t. judd,,not_found,,,,,,,,,,,,,False
clefs of lavender hill,,not_found,,,,,,,,,,,,,False
cleo laine,,not_found,,,,,,,,,,,,,False
cleopatra,,not_found,,,,,,,,,,,,,False
cleveland crochet,,not_found,,,,,,,,,,,,,False
clever,Clever (musician),name_search,,,,,,,,,,4193.0,,,True
cliff deyoung,,not_found,,,,,,,,,,,,,False
cliff nobles & co.,,not_found,,,,,,,,,,,,,False
cliff richard,,not_found,,,,,,,,,,,,,False
clifford curry,,not_found,,,,,,,,,,,,,False
climax,,not_found,,,,,,,,,,,,,False
climax blues band,,not_found,,,,,,,,,,,,,False
climie fisher,,not_found,,,,,,,,,,,,,False
clint black,,not_found,,,,,,,,,,,,,False
clint brown,,not_found,,,,,,,,,,,,,False
clint eastwood,,not_found,,,,,,,,,,,,,False
clint holmes,,not_found,,,,,,,,,,,,,False
clinton kane,,not_found,,,,,,,,,,,,,False
clipse,,not_found,,,,,,,,,,,,,False
clipse presents: re-up gang,,not_found,,,,,,,,,,,,,False
clive griffin,,not_found,,,,,,,,,,,,,False
clivilles & cole,,not_found,,,,,,,,,,,,,False
clocks,,not_found,,,,,,,,,,,,,False
close your eyes,,not_found,,,,,,,,,,,,,False
cloud cult,Cloud_Cult,musicbrainz_link,16526.0,39738.0,61875.0,44045.0,80221.0,126789.0,138940.0,163952.0,148655.0,145593.0,,,True
cloud nothings,,not_found,,,,,,,,,,,,,False
clout,,not_found,,,,,,,,,,,,,False
club 69,Peter_Rauhofer,musicbrainz_link,7212.0,13719.0,11334.0,13672.0,13022.0,14041.0,12596.0,14985.0,15412.0,11775.0,,,True
club house,,not_found,,,,,,,,,,,,,False
club nouveau,,not_found,,,,,,,,,,,,,False
clubland,,not_found,,,,,,,,,,,,,False
clutch,,not_found,,,,,,,,,,,,,False
clyde bawden,,not_found,,,,,,,,,,,,,False
clyde mcphatter,,not_found,,,,,,,,,,,,,False
clyde mcphatter and bill pinkney,,not_found,,,,,,,,,,,,,False
clyde stacy,,not_found,,,,,,,,,,,,,False
cmw,,not_found,,,,,,,,,,,,,False
cnco,,not_found,,,,,,,,,,,,,False
cnote,,not_found,,,,,,,,,,,,,False
co.,,not_found,,,,,,,,,,,,,False
coal chamber,,not_found,,,,,,,,,,,,,False
cobra starship,,not_found,,,,,,,,,,,,,False
cochise,,not_found,,,,,,,,,,,,,False
cock robin,,not_found,,,,,,,,,,,,,False
coco jones,,not_found,,,,,,,,,,,,,False
cocoa brovaz,,not_found,,,,,,,,,,,,,False
cocomelon,,not_found,,,,,,,,,,,,,False
cocteau twins,,not_found,,,,,,,,,,,,,False
code orange,,not_found,,,,,,,,,,,,,False
cody canada and the departed,,not_found,,,,,,,,,,,,,False
cody chesnutt,,not_found,,,,,,,,,,,,,False
cody jameson,,not_found,,,,,,,,,,,,,False
cody jinks,,not_found,,,,,,,,,,,,,False
cody johnson,,not_found,,,,,,,,,,,,,False
cody simpson,,not_found,,,,,,,,,,,,,False
coffey anderson,,not_found,,,,,,,,,,,,,False
coheed and cambria,,not_found,,,,,,,,,,,,,False
coi leray,,not_found,,,,,,,,,,,,,False
coin,,not_found,,,,,,,,,,,,,False
coke escovedo,,not_found,,,,,,,,,,,,,False
coko,,not_found,,,,,,,,,,,,,False
colbie caillat,,not_found,,,,,,,,,,,,,False
colby o'donis,,not_found,,,,,,,,,,,,,False
cold,,not_found,,,,,,,,,,,,,False
cold 187um,,not_found,,,,,,,,,,,,,False
cold blood,,not_found,,,,,,,,,,,,,False
cold chisel,,not_found,,,,,,,,,,,,,False
cold war kids,,not_found,,,,,,,,,,,,,False
coldplay,,not_found,,,,,,,,,,,,,False
coldplay x bts,,not_found,,,,,,,,,,,,,False
cole swindell,,not_found,,,,,,,,,,,,,False
cole swindell / lainey wilson,,not_found,,,,,,,,,,,,,False
colin james hay,,not_found,,,,,,,,,,,,,False
collage,,not_found,,,,,,,,,,,,,False
collage's adam marano,,not_found,,,,,,,,,,,,,False
collage],,not_found,,,,,,,,,,,,,False
collay,,not_found,,,,,,,,,,,,,False
collective soul,,not_found,,,,,,,,,,,,,False
collie buddz,,not_found,,,,,,,,,,,,,False
collin raye,,not_found,,,,,,,,,,,,,False
colonel abrams,Colonel Abrams,name_search,17262.0,122704.0,45222.0,48268.0,42085.0,44327.0,41893.0,37374.0,38948.0,40956.0,,,True
colonel claypool's bucket of bernie brains,,not_found,,,,,,,,,,,,,False
colony house,,not_found,,,,,,,,,,,,,False
color me badd,Color Me Badd,name_search,86665.0,168127.0,155830.0,224520.0,183421.0,155144.0,180346.0,151058.0,174046.0,162316.0,,,True
colosseum,Colosseum (band),name_search,27048.0,56161.0,55762.0,58882.0,51550.0,69121.0,71816.0,78954.0,73817.0,71000.0,,,True
colourhaus,,not_found,,,,,,,,,,,,,False
colt ford,,not_found,,,,,,,,,,,,,False
colter wall,Colter Wall,name_search,,,68092.0,175148.0,230912.0,295060.0,260179.0,245649.0,523421.0,375515.0,,,True
colton dixon,,not_found,,,,,,,,,,,,,False
colvin & earle,,not_found,,,,,,,,,,,,,False
comeback kid,Comeback Kid (band),name_search,,40957.0,59717.0,47677.0,42379.0,40140.0,46218.0,59526.0,56537.0,58516.0,,,True
comethazine,,not_found,,,,,,,,,,,,,False
commander cody,,not_found,,,,,,,,,,,,,False
commander cody & his lost planet airmen,Commander Cody and His Lost Planet Airmen,name_search,37887.0,73523.0,74457.0,86582.0,78037.0,90096.0,143145.0,86470.0,83573.0,87563.0,,,True
commissioned,,not_found,,,,,,,,,,,,,False
committed,Committed_(vocal_group),musicbrainz_link,,1171.0,5954.0,5098.0,4275.0,5407.0,4132.0,4082.0,4434.0,4164.0,,,True
commodores,,not_found,,,,,,,,,,,,,False
common,,not_found,,,,,,,,,,,,,False
common sense,Common (rapper),name_search,697722.0,1514357.0,1392529.0,1497094.0,1390400.0,1677280.0,1345301.0,936474.0,1517043.0,1587240.0,,,True
company,,not_found,,,,,,,,,,,,,False
company b,,not_found,,,,,,,,,,,,,False
company of thieves,Nothing but Thieves,name_search,2411.0,105697.0,244905.0,6759.0,5287.0,56393.0,160461.0,132704.0,333213.0,272252.0,,,True
company of wolves,The Company of Wolves,name_search,44014.0,89049.0,79762.0,82595.0,87733.0,100109.0,92005.0,101344.0,119371.0,130634.0,,,True
compton's most wanted,,not_found,,,,,,,,,,,,,False
conan gray,,not_found,,,,,,,,,,,,,False
concentration camp ii,Neuengamme concentration camp,name_search,30267.0,68565.0,68043.0,62938.0,67424.0,79201.0,83020.0,82604.0,84246.0,78060.0,,,True
concrete blonde,,rejected_low_similarity,,,,,,,,,,,,,False
concrete boys,,not_found,,,,,,,,,,,,,False
conductor,,rejected_low_similarity,,,,,,,,,,,,,False
coney hatch,Coney Hatch,name_search,7621.0,14839.0,14615.0,18432.0,16379.0,17781.0,21808.0,24630.0,22977.0,21047.0,,,True
confederate railroad,Confederate Railroad (album),name_search,2419.0,4974.0,5096.0,5030.0,7339.0,5446.0,5031.0,5198.0,5055.0,4825.0,,,True
confunkshun,,not_found,,,,,,,,,,,,,False
conjunto atardecer,,not_found,,,,,,,,,,,,,False
conjunto primavera,Conjunto Primavera,name_search,13531.0,25460.0,26579.0,32635.0,24440.0,19001.0,23243.0,21837.0,23697.0,30595.0,,,True
conner smith,,not_found,,,,,,,,,,,,,False
connie francis,,not_found,,,,,,,,,,,,,False
connie stevens,Connie Stevens,name_search,235112.0,1244662.0,799797.0,468550.0,553807.0,641167.0,725033.0,609215.0,758442.0,527324.0,,,True
connor christian,,not_found,,,,,,,,,,,,,False
conor maynard,,not_found,,,,,,,,,,,,,False
conor oberst,Conor Oberst,name_search,104256.0,222565.0,270841.0,186667.0,279517.0,307979.0,234012.0,247590.0,201772.0,265936.0,,,True
conor oberst and the mystic valley band,,not_found,,,,,,,,,,,,,False
conrad,,not_found,,,,,,,,,,,,,False
consequence,,rejected_low_similarity,,,,,,,,,,,,,False
constantine,,not_found,,,,,,,,,,,,,False
consumer rapport,,not_found,,,,,,,,,,,,,False
continental miniatures,,rejected_low_similarity,,,,,,,,,,,,,False
contraband,,not_found,,,,,,,,,,,,,False
control,,not_found,,,,,,,,,,,,,False
converge,Converge (band),name_search,78252.0,157336.0,221520.0,160643.0,132559.0,144446.0,175308.0,155150.0,165549.0,152233.0,,,True
conway the machine,,not_found,,,,,,,,,,,,,False
conway twitty,,not_found,,,,,,,,,,,,,False
coo coo cal,Coo Coo Cal,name_search,7614.0,13474.0,12705.0,10799.0,11455.0,24330.0,12405.0,11621.0,12482.0,13106.0,,,True
cooker,,not_found,,,,,,,,,,,,,False
cookie and his cupcakes,,not_found,,,,,,,,,,,,,False
cookie brown,Cookie Lyon,name_search,215214.0,248622.0,155313.0,104239.0,84785.0,71779.0,58816.0,49462.0,59744.0,70048.0,,,True
cool breeze,,not_found,,,,,,,,,,,,,False
cool heat,,not_found,,,,,,,,,,,,,False
coolio,,not_found,,,,,,,,,,,,,False
cooper brothers,,not_found,,,,,,,,,,,,,False
cooper brothers band,,not_found,,,,,,,,,,,,,False
