musicbrainz_artist_id,musicbrainz_artist_mbid,artist_name,youtube_url,youtube_id,url_type
315753,122d63fc-8671-43e4-9752-34e846d62a9c,Katy Perry,https://www.youtube.com/channel/UC-8Q-hLdECwQmaWNwXitYDw,UC-8Q-hLdECwQmaWNwXitYDw,channel_id
427247,eb6de5f6-98f8-4b5a-bfdc-f87fa4936baa,Kavinsky,https://www.youtube.com/channel/UCuHvsUG1esCAQw9aTHbH42w,UCuHvsUG1esCAQw9aTHbH42w,channel_id
2243395,0c6b2d2b-4086-45db-b135-0ebbcd1dfc49,Kay Flock,https://www.youtube.com/channel/UC2HMnUWiitQph86vY2VZO5Q,UC2HMnUWiitQph86vY2VZO5Q,channel_id
108969,85e20f38-8d17-4526-9511-80e04b5c1ee7,Keak da Sneak,https://www.youtube.com/channel/UCUQqC1qJ4MvyaD5frzao33Q,UCUQqC1qJ4MvyaD5frzao33Q,channel_id
120947,c7020c6d-cae9-4db3-92a7-e5c561cbad50,Keane,https://www.youtube.com/channel/UCu1raXDJ4jkIiyy_NOUF2QQ,UCu1raXDJ4jkIiyy_NOUF2QQ,channel_id
192470,22fb55ab-41ca-4fed-bffd-9e85c772486b,The Chariot,https://www.youtube.com/channel/UChU1UE_TBmnno0BS2lRJdEg,UChU1UE_TBmnno0BS2lRJdEg,channel_id
112465,e1350b4d-286e-40f1-894f-8c88a03351fe,Keith Emerson,https://www.youtube.com/channel/UCDWcQ6cYm60CfN8CVlfNqig,UCDWcQ6cYm60CfN8CVlfNqig,channel_id
3250,061c4920-3ea6-4835-98f6-02f3b82f5e3a,Keith Jarrett,https://www.youtube.com/channel/UCm3Mj3cmimqk3qMPK_UJHvw,UCm3Mj3cmimqk3qMPK_UJHvw,channel_id
24274,f0ed72a3-ae8f-4cf7-b51d-2696a2330230,Keith Richards,https://music.youtube.com/channel/UCSl-w3SPvNScrfK_GrOPwrA,UCSl-w3SPvNScrfK_GrOPwrA,channel_id
32857,f45da029-7b00-4bf3-962c-0eeb20309cc4,Keith Urban,https://www.youtube.com/channel/UCHYqkMN0UwbyN0krs1pahXQ,UCHYqkMN0UwbyN0krs1pahXQ,channel_id
39907,32c38fdf-bb6c-4773-b80e-3703d48cdff1,Keke Wyatt,https://www.youtube.com/channel/UCQ6P6l650OKyifrkr_YeTYg,UCQ6P6l650OKyifrkr_YeTYg,channel_id
