title,performer,peak_pos,wks_on_chart,first_charting_year,original_performer,performer_normalized,original_performer_normalized,label,first_year_top_10_songs,first_top_10_hit,precedes_first_top_10_hit,tags,genre_tags_musicbrainz,top_10_1hit_wonder_song,top_10_hitmaker_song
Someday,Sugar Ray,7,32,1999,,sugar ray,,Atlantic,1999,True,False,,,False,True
U Know What's Up,Donell Jones,7,24,1999,,donell jones,,LaFace Records,1999,True,False,,,True,False
808,Blaque,8,20,1999,,blaque,,Columbia,1999,True,False,,,False,True
Waiting For Tonight,Jennifer Lopez,8,20,1999,,jennifer lopez,,"Catch & Release, Columbia, Epic",1999,True,False,,,False,True
We Can't Be Friends,R.L.,8,20,1999,Deborah Cox With R.L.,r.l.,,,1999,True,False,,,True,False
C'est La Vie,B*Witched,9,15,1999,,b*witched,,Sony Music CG,1999,True,False,,,True,False
Steal My Sunshine,Len,9,25,1999,,len,,"Columbia, Epic, Four Ways to Rock",1999,True,False,,,True,False
24/7,Kevon Edmonds,10,20,1999,,kevon edmonds,,RCA,1999,True,False,pop,pop,True,False
Chante's Got A Man,Chante Moore,10,18,1999,,chante moore,,,1999,True,False,,,True,False
Girl On TV,LFO,10,17,1999,,lfo,,"Arista, BMG Eurodisc, Logic Records",1999,True,False,,,False,True
Give It To You,Jordan Knight,10,20,1999,,jordan knight,,Interscope Records,1999,True,False,,,True,False
Stay The Same,Joey McIntyre,10,14,1999,,joey mcintyre,,"C2Records, Columbia",1999,True,False,,,True,False
You,Jesse Powell,10,20,1999,,jesse powell,,MCA Records,1999,True,False,,,True,False
Angel,Rayvon,1,28,2000,Shaggy Featuring Rayvon,rayvon,,"Big Yard Music Group, Big Yard Music Group Ltd., MCA Records",2000,True,False,,,True,False
Bent,matchbox twenty,1,39,2000,,matchbox twenty,,"Atlantic, Lava",2000,True,False,"rock, alternative rock, mellow, alternative, pop rock, cool, upbeat, happy, catchy, reflective","rock, alternative rock, pop rock",False,True
Everything You Want,Vertical Horizon,1,41,2000,,vertical horizon,,"BMG, Columbia House, RCA",2000,True,False,,,True,False
It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",1,25,2000,,"shaggy feat. ricardo ""rikrok"" ducent",,,2000,True,False,,,True,False
Maria Maria,The Product G&B,1,26,2000,Santana Featuring The Product G&B,the product g&b,,Arista,2000,True,False,,,True,False
Ms. Jackson,OutKast,1,23,2000,,outkast,,"Arista, LaFace Records, Legacy",2000,True,False,,,False,True
He Loves U Not,Dream,2,28,2000,,dream,,"Bad Boy Entertainment, Puff Daddy Records",2000,True,False,"pop, teen pop, electronic, synth-pop, dance-pop","pop, teen pop, electronic, synth-pop, dance-pop",True,False
Kryptonite,3 Doors Down,3,53,2000,,3 doors down,,"Republic Records, Universal Records, Universal Republic Records",2000,True,False,,,False,True
Gotta Tell You,Samantha Mumba,4,22,2000,,samantha mumba,,"A&M Records, Interscope Records, Polydor",2000,True,False,,,True,False
Most Girls,P!nk,4,27,2000,,p!nk,,"Arista, BMG, LaFace Records",2000,True,False,,,False,True
The Real Slim Shady,Eminem,4,19,2000,,eminem,,"Aftermath Entertainment, Goliath Artists, Interscope Records",2000,True,False,,,False,True
I Try,Macy Gray,5,27,2000,,macy gray,,Epic,2000,True,False,,,True,False
If You're Gone,matchbox twenty,5,42,2000,,matchbox twenty,,"Atlantic, Lava",2000,True,False,rock,rock,False,True
No More,Ruff Endz,5,26,2000,,ruff endz,,Epic,2000,True,False,,,True,False
Absolutely (Story Of A Girl),Nine Days,6,27,2000,,nine days,,Epic,2000,True,False,,,True,False
Bag Lady,Erykah Badu,6,20,2000,,erykah badu,,Motown,2000,True,False,"neo soul, soul, jazz, neo-soul, r&b, funk soul, contemporary r&b, conscious","neo soul, soul, jazz, r&b, contemporary r&b",False,True
(Hot S**t) Country Grammar,Nelly,7,34,2000,,nelly,,,2000,True,False,,,False,True
There You Go,P!nk,7,32,2000,,p!nk,,LaFace Records,2000,True,False,"pop, dance-pop, teen pop","pop, dance-pop, teen pop",False,True
Dance With Me,Debelah Morgan,8,29,2000,,debelah morgan,,"Atlantic, DAS Label, Priarity Records",2000,True,False,,,True,False
It Feels So Good,Sonique,8,24,2000,,sonique,,"Altra Moda Music, Cr2 Records, Jimmy and Doug’s Farmclub.com",2000,True,False,,,True,False
Put It On Me,Ja Rule,8,27,2000,Ja Rule Featuring Lil' Mo & Vita,ja rule,,Def Jam Recordings,2000,True,False,,,False,True
Put It On Me,Lil' Mo & Vita,8,27,2000,Ja Rule Featuring Lil' Mo & Vita,lil' mo & vita,,,2000,True,False,,,True,False
Promise,Jagged Edge,9,21,2000,,jagged edge,,,2000,True,False,,,False,True
Liquid Dreams,O-Town,10,12,2000,,o-town,,,2000,True,False,,,False,True
Always On Time,Ashanti,1,27,2001,Ja Rule Featuring Ashanti,ashanti,,Def Jam Recordings,2001,True,False,,,False,True
Butterfly,Crazy Town,1,23,2001,,crazy town,,"Columbia, Just-Us",2001,True,False,,,True,False
Fallin',Alicia Keys,1,34,2001,,alicia keys,,J Records,2001,True,False,,,False,True
How You Remind Me,Nickelback,1,49,2001,,nickelback,,"Roadrunner Records, Sum Records",2001,True,False,"rock, pop rock, post grunge, alternative rock, post-grunge, country rock, alt rock, classic rock, alternative metal, metal","rock, pop rock, alternative rock, post-grunge, country rock, classic rock, alternative metal, metal",False,True
Lady Marmalade,Lil' Kim,1,20,2001,"Christina Aguilera, Lil' Kim, Mya & P!nk",lil' kim,,,2001,True,False,,,False,True
Stutter,Mystikal,1,26,2001,Joe Featuring Mystikal,mystikal,,Jive,2001,True,False,,,True,False
Hanging By A Moment,Lifehouse,2,54,2001,,lifehouse,,"DreamWorks Records, Geffen Records",2001,True,False,,,False,True
Hit 'Em Up Style (Oops!),Blu Cantrell,2,34,2001,,blu cantrell,,Arista,2001,True,False,,,True,False
In The End,Linkin Park,2,39,2001,,linkin park,,"Warner Bros. Records, Warner Records, [no label]",2001,True,False,,,False,True
Let Me Blow Ya Mind,Gwen Stefani,2,33,2001,Eve Featuring Gwen Stefani,gwen stefani,,"Interscope Records, Ruff Ryders",2001,True,False,,,False,True
My Baby,Lil' Romeo,3,14,2001,,lil' romeo,,,2001,True,False,,,True,False
Ride Wit Me,City Spud,3,29,2001,Nelly Featuring City Spud,city spud,,"Fo’ Reel Entertainment, Universal Records",2001,True,False,,,True,False
Thank You,Dido,3,39,2001,,dido,,"Arista, Cheeky Records, Ministry of Sound",2001,True,False,,,True,False
Blurry,Puddle Of Mudd,5,38,2001,,puddle of mudd,,Geffen Records,2001,True,False,"alternative rock, grunge, rock, pop, post-grunge, alternative pop/rock, buttrock, hard rock, nu-metal, post grunge","alternative rock, grunge, rock, pop, post-grunge, hard rock",True,False
Drops Of Jupiter (Tell Me),Train,5,53,2001,,train,,Columbia,2001,True,False,,,False,True
Follow Me,Uncle Kracker,5,33,2001,,uncle kracker,,"Atlantic, Lava, Top Dog Records",2001,True,False,,,False,True
Hey Baby,No Doubt,5,20,2001,No Doubt Featuring Bounty Killer,no doubt,,"Interscope Records, Polydor",2001,True,False,,,False,True
Hey Baby,Bounty Killer,5,20,2001,No Doubt Featuring Bounty Killer,bounty killer,,,2001,True,False,,,True,False
It's Been Awhile,Staind,5,46,2001,,staind,,Flip Records,2001,True,False,,,True,False
Turn Off The Light,Nelly Furtado,5,25,2001,,nelly furtado,,DreamWorks Records,2001,True,False,,,False,True
Wherever You Will Go,The Calling,5,45,2001,,the calling,,"BMG, RCA",2001,True,False,,,True,False
"Whenever, Wherever",Shakira,6,24,2001,,shakira,,Epic,2001,True,False,,,False,True
A Woman's Worth,Alicia Keys,7,20,2001,,alicia keys,,"BMG, BMG Australia, J Records",2001,True,False,,,False,True
Get Over Yourself,Eden's Crush,8,14,2001,,eden's crush,,,2001,True,False,,,True,False
What Would You Do?,City High,8,28,2001,,city high,,"Booga Basement Records, Interscope Records, Polydor",2001,True,False,"pop, rap, hip-hop, hip hop, pop rock","pop, hip hop, pop rock",True,False
Drive,Incubus,9,39,2001,,incubus,,"Epic, Immortal Records",2001,True,False,,,True,False
I'm Like A Bird,Nelly Furtado,9,24,2001,,nelly furtado,,DreamWorks Records,2001,True,False,,,False,True
7 Days,Craig David,10,20,2001,,craig david,,"Addiction Records, Wildstar Records",2001,True,False,,,True,False
Never Had A Dream Come True,S Club 7,10,20,2001,,s club 7,,,2001,True,False,,,True,False
Only Time,Enya,10,32,2001,,enya,,"Reprise Records, wea",2001,True,False,,,False,True
Stranger In My House,Tamia,10,21,2001,,tamia,,Elektra,2001,True,False,,,True,False
A Moment Like This,Kelly Clarkson,1,20,2002,,kelly clarkson,,RCA,2002,True,False,,,False,True
"Bump, Bump, Bump",B2K,1,22,2002,B2K & P. Diddy,b2k,,Epic,2002,True,False,,,True,False
Dilemma,Kelly Rowland,1,29,2002,Nelly Featuring Kelly Rowland,kelly rowland,,"Fo’ Reel Entertainment, Island Records Group, Universal Records",2002,True,False,,,True,False
Complicated,Avril Lavigne,2,31,2002,,avril lavigne,,"Arista, BMG Mexico, Sony Music Labels Inc.",2002,True,False,,,False,True
I Need A Girl (Part One),Usher & Loon,2,23,2002,P. Diddy Featuring Usher & Loon,usher,usher & loon,,2002,True,False,,,True,False
I Need A Girl (Part One),Usher & Loon,2,23,2002,P. Diddy Featuring Usher & Loon,loon,usher & loon,,2002,True,False,,,True,False
What's Luv?,Fat Joe,2,28,2002,Fat Joe Featuring Ashanti,fat joe,,"Atlantic, Razor & Tie",2002,True,False,,,False,True
Air Force Ones,"Kyjuan, Ali & Murphy Lee",3,20,2002,"Nelly Featuring Kyjuan, Ali & Murphy Lee","kyjuan, ali & murphy lee",,,2002,True,False,,,True,False
Cry Me A River,Justin Timberlake,3,20,2002,,justin timberlake,,"Jive, Jive Epic",2002,True,False,,,False,True
Hero,Chad Kroeger,3,22,2002,Chad Kroeger Featuring Josey Scott,chad kroeger,,"Columbia, Roadrunner Records, Sony Music Soundtrax",2002,True,False,,,True,False
Hero,Josey Scott,3,22,2002,Chad Kroeger Featuring Josey Scott,josey scott,,"Columbia, Roadrunner Records, Sony Music Soundtrax",2002,True,False,,,True,False
Hey Ma,Cam'Ron,3,21,2002,"Cam'Ron Featuring Juelz Santana, Freekey Zekey & Toya",cam'ron,,,2002,True,False,,,False,True
Hey Ma,"Juelz Santana, Freekey Zekey & Toya",3,21,2002,"Cam'Ron Featuring Juelz Santana, Freekey Zekey & Toya","juelz santana, freekey zekey & toya",,,2002,True,False,,,True,False
Jenny From The Block,Styles & Jadakiss,3,20,2002,Jennifer Lopez Featuring Styles & Jadakiss,styles,styles & jadakiss,,2002,True,False,,,True,False
Jenny From The Block,Styles & Jadakiss,3,20,2002,Jennifer Lopez Featuring Styles & Jadakiss,jadakiss,styles & jadakiss,,2002,True,False,,,True,False
Underneath It All,Lady Saw,3,30,2002,No Doubt Featuring Lady Saw,lady saw,,Interscope Records,2002,True,False,,,True,False
'03 Bonnie & Clyde,Beyonce Knowles,4,23,2002,Jay-Z Featuring Beyonce Knowles,beyonce knowles,,,2002,True,False,,,True,False
I Need A Girl (Part Two),"Loon, Mario Winans & Tammy Ruggeri",4,26,2002,"P. Diddy & Ginuwine Featuring Loon, Mario Winans & Tammy Ruggeri","loon, mario winans & tammy ruggeri",,,2002,True,False,,,True,False
I'm With You,Avril Lavigne,4,27,2002,,avril lavigne,,"Arista, BMG Music Spain, S.A.",2002,True,False,,,False,True
Just A Friend 2002,Mario,4,21,2002,,mario,,J Records,2002,True,False,,,False,True
Oh Boy,Cam'Ron,4,21,2002,Cam'Ron Featuring Juelz Santana,cam'ron,,,2002,True,False,,,False,True
Oh Boy,Juelz Santana,4,21,2002,Cam'Ron Featuring Juelz Santana,juelz santana,,,2002,True,False,,,False,True
Picture,Kid Rock,4,34,2002,Kid Rock Featuring Sheryl Crow Or Allison Moorer,kid rock,,"Atlantic, Lava, Universal South",2002,True,False,"rock, metal, hip hop, country, country rock, rock and roll","rock, metal, hip hop, country, country rock, rock and roll",True,False
Picture,Sheryl Crow Or Allison Moorer,4,34,2002,Kid Rock Featuring Sheryl Crow Or Allison Moorer,sheryl crow or allison moorer,,,2002,True,False,,,True,False
A Thousand Miles,Vanessa Carlton,5,41,2002,,vanessa carlton,,A&M Records,2002,True,False,,,True,False
The Game Of Love,Michelle Branch,5,37,2002,Santana Featuring Michelle Branch,michelle branch,,Arista,2002,True,False,,,False,True
The Middle,Jimmy Eat World,5,33,2002,,jimmy eat world,,DreamWorks Records,2002,True,False,,,True,False
All You Wanted,Michelle Branch,6,28,2002,,michelle branch,,Maverick,2002,True,False,,,False,True
Down 4 U,Irv Gotti Presents The Inc.,6,20,2002,"Irv Gotti Presents The Inc. Featuring Ja Rule, Ashanti, Charli Baltimore & Vita",irv gotti presents the inc.,,,2002,True,False,,,True,False
Down 4 U,"Ja Rule, Ashanti, Charli Baltimore & Vita",6,20,2002,"Irv Gotti Presents The Inc. Featuring Ja Rule, Ashanti, Charli Baltimore & Vita","ja rule, ashanti, charli baltimore & vita",,,2002,True,False,,,True,False
Gimme The Light,Sean Paul,7,39,2002,,sean paul,,"Atlantic, VP Records",2002,True,False,,,False,True
Landslide,Dixie Chicks,7,29,2002,,dixie chicks,,,2002,True,False,,,False,True
Long Time Gone,Dixie Chicks,7,20,2002,,dixie chicks,,,2002,True,False,,,False,True
Don't Mess With My Man,Nivea,8,36,2002,Nivea Featuring Brian & Brandon Casey,nivea,,Jive,2002,True,False,,,True,False
Don't Mess With My Man,Brian & Brandon Casey,8,36,2002,Nivea Featuring Brian & Brandon Casey,brian & brandon casey,,,2002,True,False,,,True,False
Gossip Folks,Ludacris,8,20,2002,"Missy ""Misdemeanor"" Elliott Featuring Ludacris",ludacris,,"Elektra, Sounds Good, The Goldmind, Inc.",2002,True,False,,,False,True
Heaven,DJ Sammy & Yanou,8,27,2002,DJ Sammy & Yanou Featuring Do,dj sammy & yanou,,,2002,True,False,,,True,False
Heaven,Do,8,27,2002,DJ Sammy & Yanou Featuring Do,do,,"15 Passenger, 20:21, A&M Records",2002,True,False,trance,trance,True,False
Addictive,Truth Hurts,9,20,2002,Truth Hurts Featuring Rakim,truth hurts,,"Aftermath Entertainment, Interscope Records",2002,True,False,"r&b, soul, hip hop, urban crossover, contemporary r&b, dance, urban soul, r b, urban","r&b, soul, hip hop, contemporary r&b, dance",True,False
Addictive,Rakim,9,20,2002,Truth Hurts Featuring Rakim,rakim,,"Aftermath Entertainment, Interscope Records",2002,True,False,"r&b, soul, hip hop, urban crossover, contemporary r&b, dance, urban soul, r b, urban","r&b, soul, hip hop, contemporary r&b, dance",True,False
Love Of My Life (An Ode To Hip Hop),Common,9,27,2002,Erykah Badu Featuring Common,common,,,2002,True,False,,,True,False
Gotta Get Thru This,Daniel Bedingfield,10,21,2002,,daniel bedingfield,,"BMG Direct Marketing, Inc., Bonnier Music, Island",2002,True,False,,,True,False
I'm Gonna Be Alright,Nas,10,23,2002,Jennifer Lopez Featuring Nas,nas,,,2002,True,False,,,False,True
Move B***h,Ludacris,10,23,2002,Ludacris Featuring Mystikal & Infamous 2.0,ludacris,,"Def Jam South, Disturbing tha Peace",2002,True,False,hip hop,hip hop,False,True
Move B***h,Mystikal & Infamous 2.0,10,23,2002,Ludacris Featuring Mystikal & Infamous 2.0,mystikal & infamous 2.0,,,2002,True,False,,,True,False
Nothin',N.O.R.E.,10,24,2002,,n.o.r.e.,,,2002,True,False,,,True,False
Sk8er Boi,Avril Lavigne,10,20,2002,,avril lavigne,,"Arista, Tiger Electronics",2002,True,False,,,False,True
21 Questions,50 Cent,1,23,2003,50 Cent Featuring Nate Dogg,50 cent,,"Aftermath Entertainment, G Unit, Interscope Records",2003,True,False,,,False,True
Baby Boy,Beyonce,1,29,2003,Beyonce Featuring Sean Paul,beyonce,,,2003,True,False,,,False,True
Crazy In Love,Beyonce,1,27,2003,Beyonce Featuring Jay Z,beyonce,,,2003,True,False,,,False,True
Crazy In Love,Jay Z,1,27,2003,Beyonce Featuring Jay Z,jay z,,,2003,True,False,,,False,True
In Da Club,50 Cent,1,30,2003,,50 cent,,"Aftermath Entertainment, G Unit, Interscope Records",2003,True,False,,,False,True
Shake Ya Tailfeather,Murphy Lee,1,30,2003,"Nelly, P. Diddy & Murphy Lee",murphy lee,,Bad Boy Records,2003,True,False,,,True,False
Slow Jamz,Twista,1,22,2003,Twista Featuring Kanye West & Jamie Foxx,twista,,Atlantic,2003,True,False,"hip hop, rap, gangsta rap, hardcore rap, hip hop rap, r&b, hardcore rap midwest rap, urban soul, midwestern hip hop, soul","hip hop, gangsta rap, r&b, soul",False,True
Slow Jamz,Kanye West & Jamie Foxx,1,22,2003,Twista Featuring Kanye West & Jamie Foxx,kanye west,kanye west & jamie foxx,,2003,True,False,,,False,True
Slow Jamz,Kanye West & Jamie Foxx,1,22,2003,Twista Featuring Kanye West & Jamie Foxx,jamie foxx,kanye west & jamie foxx,,2003,True,False,,,False,True
Stand Up,Shawnna,1,28,2003,Ludacris Featuring Shawnna,shawnna,,,2003,True,False,,,True,False
The Way You Move,Sleepy Brown,1,39,2003,OutKast Featuring Sleepy Brown,sleepy brown,,Arista,2003,True,False,,,True,False
This Is The Night,Clay Aiken,1,16,2003,,clay aiken,,RCA,2003,True,False,"pop, ballad, pop rock","pop, ballad, pop rock",False,True
Flying Without Wings,Ruben Studdard,2,10,2003,,ruben studdard,,J Records,2003,True,False,"soul, american idol, pop, r&b, urban soul, vocal, contemporary r&b","soul, pop, r&b, contemporary r&b",False,True
Get Low,Lil Jon & The East Side Boyz,2,45,2003,Lil Jon & The East Side Boyz Featuring Ying Yang Twins,lil jon & the east side boyz,,TVT Records,2003,True,False,,,False,True
Get Low,Ying Yang Twins,2,45,2003,Lil Jon & The East Side Boyz Featuring Ying Yang Twins,ying yang twins,,TVT Records,2003,True,False,,,False,True
Magic Stick,50 Cent,2,24,2003,Lil' Kim Featuring 50 Cent,50 cent,,,2003,True,False,,,False,True
Right Thurr,Chingy,2,33,2003,,chingy,,"Capitol Records, Disturbing tha Peace, Priority Records",2003,True,False,,,False,True
Holidae In,Chingy,3,21,2003,Chingy Featuring Ludacris & Snoop Dogg,chingy,,"Capitol Records, EMI",2003,True,False,,,False,True
I Know What You Want,The Flipmode Squad,3,24,2003,Busta Rhymes & Mariah Carey Featuring The Flipmode Squad,the flipmode squad,,,2003,True,False,,,True,False
Milkshake,Kelis,3,22,2003,,kelis,,"Arista, BMG, K&S Records",2003,True,False,,,True,False
"Never Leave You - Uh Ooh, Uh Oooh!",Lumidee,3,20,2003,,lumidee,,,2003,True,False,,,True,False
P.I.M.P.,50 Cent,3,25,2003,,50 cent,,"Aftermath Entertainment, G Unit, Interscope Records",2003,True,False,hip-hop,,False,True
Can't Let You Go,Fabolous,4,23,2003,Fabolous Featuring Mike Shorey & Lil' Mo,fabolous,,"Desert Storm Recordings, Inc., Elektra",2003,True,False,,,False,True
Can't Let You Go,Mike Shorey & Lil' Mo,4,23,2003,Fabolous Featuring Mike Shorey & Lil' Mo,mike shorey,mike shorey & lil' mo,,2003,True,False,,,True,False
Can't Let You Go,Mike Shorey & Lil' Mo,4,23,2003,Fabolous Featuring Mike Shorey & Lil' Mo,lil' mo,mike shorey & lil' mo,,2003,True,False,,,True,False
Damn!,YoungBloodZ,4,32,2003,YoungBloodZ Featuring Lil Jon,youngbloodz,,Arista,2003,True,False,"hip hop, rap, southern rap, alternative rap, southern hip hop, dirty south, hardcore rap, folk rock, atlanta, hip-hop","hip hop, southern hip hop, dirty south, folk rock",True,False
Damn!,Lil Jon,4,32,2003,YoungBloodZ Featuring Lil Jon,lil jon,,,2003,True,False,"hip hop, rap, southern rap, alternative rap, southern hip hop, dirty south, hardcore rap, folk rock, atlanta, hip-hop","hip hop, southern hip hop, dirty south, folk rock",False,True
God Bless The U.S.A.,American Idol Finalists,4,8,2003,,american idol finalists,,,2003,True,False,,,True,False
Hotel,Cassidy,4,24,2003,Cassidy Featuring R. Kelly,cassidy,,"Full Surface Records, J Records, RCA",2003,True,False,,,True,False
Into You,Fabolous,4,26,2003,Fabolous Featuring Tamia Or Ashanti,fabolous,,"Desert Storm Records, Elektra",2003,True,False,,,False,True
Into You,Tamia Or Ashanti,4,26,2003,Fabolous Featuring Tamia Or Ashanti,tamia or ashanti,,,2003,True,False,,,True,False
"Me, Myself And I",Beyonce,4,24,2003,,beyonce,,,2003,True,False,,,False,True
Bring Me To Life,Evanescence,5,32,2003,Evanescence Featuring Paul McCoy,evanescence,,"Columbia, Columbia Local, Craft Recordings",2003,True,False,,,False,True
Bring Me To Life,Paul McCoy,5,32,2003,Evanescence Featuring Paul McCoy,paul mccoy,,,2003,True,False,,,True,False
Beautiful,Pharrell & Uncle Charlie Wilson,6,20,2003,Snoop Dogg Featuring Pharrell & Uncle Charlie Wilson,pharrell & uncle charlie wilson,,,2003,True,False,,,True,False
How You Gonna Act Like That,Tyrese,7,25,2003,,tyrese,,J Records,2003,True,False,soul,soul,False,True
Suga Suga,Baby Bash,7,33,2003,Baby Bash Featuring Frankie J,baby bash,,"Universal Music, Universal Records",2003,True,False,,,False,True
Suga Suga,Frankie J,7,33,2003,Baby Bash Featuring Frankie J,frankie j,,Universal Music,2003,True,False,"r b, r&b, soul, house, hip-hop, mellow, hip hop, sexy, rock, pop rock","r&b, soul, house, hip hop, rock, pop rock",False,True
Where Is The Love?,The Black Eyed Peas,8,25,2003,,the black eyed peas,,,2003,True,False,,,False,True
Why Don't You & I,Alex Band Or Chad Kroeger,8,35,2003,Santana Featuring Alex Band Or Chad Kroeger,alex band or chad kroeger,,,2003,True,False,,,True,False
Salt Shaker,Ying Yang Twins,9,26,2003,Ying Yang Twins Featuring Lil Jon & The East Side Boyz,ying yang twins,,TVT Records,2003,True,False,,,False,True
Salt Shaker,Lil Jon & The East Side Boyz,9,26,2003,Ying Yang Twins Featuring Lil Jon & The East Side Boyz,lil jon & the east side boyz,,,2003,True,False,,,False,True
Goodies,Ciara,1,38,2004,Ciara Featuring Petey Pablo,ciara,,"BMG Brasil Ltda., BMG Japan, LaFace Records",2004,True,False,"rock, pop, rap, dance, house, hip hop, sexy, rnb, pop rock, chill","rock, pop, dance, house, hip hop, pop rock",False,True
Goodies,Petey Pablo,1,38,2004,Ciara Featuring Petey Pablo,petey pablo,,,2004,True,False,,,False,True
I Believe,Fantasia,1,10,2004,,fantasia,,J Records,2004,True,False,,,True,False
Lean Back,Terror Squad,1,31,2004,,terror squad,,"Universal, Universal Records",2004,True,False,,,True,False
Slow Motion,Juvenile,1,28,2004,Juvenile Featuring Soulja Slim,juvenile,,Universal Records,2004,True,False,,,True,False
Slow Motion,Soulja Slim,1,28,2004,Juvenile Featuring Soulja Slim,soulja slim,,Universal Records,2004,True,False,,,True,False
"1, 2 Step",Ciara,2,39,2004,Ciara Featuring Missy Elliott,ciara,,Zomba Label Group,2004,True,False,,,False,True
Boulevard Of Broken Dreams,Green Day,2,36,2004,,green day,,Reprise Records,2004,True,False,,,False,True
I Don't Wanna Know,Mario Winans,2,30,2004,Mario Winans Featuring Enya & P. Diddy,mario winans,,,2004,True,False,,,True,False
One Call Away,J. Weav,2,20,2004,Chingy Featuring J. Weav,j. weav,,,2004,True,False,,,True,False
Sunshine,Lil' Flip,2,23,2004,Lil' Flip Featuring Lea,lil' flip,,,2004,True,False,,,True,False
Sunshine,Lea,2,23,2004,Lil' Flip Featuring Lea,lea,,"Antler-Subway, Bang On!, Big Star Records",2004,True,False,,,True,False
The Reason,Hoobastank,2,38,2004,,hoobastank,,"Dim Mak Records, Island, Island Mercury",2004,True,False,,,True,False
Tipsy,J-Kwon,2,30,2004,,j-kwon,,,2004,True,False,,,True,False
How We Do,The Game,4,28,2004,The Game Featuring 50 Cent,the game,,"Aftermath Entertainment, G Unit, Interscope Records",2004,True,False,,,False,True
Move Ya Body,Nina Sky,4,26,2004,Nina Sky Featuring Jabba,nina sky,,Universal Records,2004,True,False,,,True,False
Move Ya Body,Jabba,4,26,2004,Nina Sky Featuring Jabba,jabba,,,2004,True,False,,,True,False
My Place,Jaheim,4,20,2004,Nelly Featuring Jaheim,jaheim,,Universal Records,2004,True,False,,,True,False
Turn Me On,Kevin Lyttle,4,25,2004,Kevin Lyttle Featuring Spragga Benz,kevin lyttle,,"Atlantic, Cortés Entertainment, Play On",2004,True,False,,,True,False
Turn Me On,Spragga Benz,4,25,2004,Kevin Lyttle Featuring Spragga Benz,spragga benz,,,2004,True,False,,,True,False
Dip It Low,Christina Milian,5,30,2004,,christina milian,,"Def Jam Recordings, Island, Top Dawg Productions",2004,True,False,,,True,False
Pieces Of Me,Ashlee Simpson,5,21,2004,,ashlee simpson,,Geffen Records,2004,True,False,,,True,False
She Will Be Loved,Maroon 5,5,41,2004,,maroon 5,,"J Records, Octone Records",2004,True,False,,,False,True
This Love,Maroon 5,5,43,2004,,maroon 5,,"J Records, Octone Records",2004,True,False,,,False,True
My Band,D12,6,18,2004,,d12,,"Interscope Records, Shady Records",2004,True,False,,,True,False
All Falls Down,Syleena Johnson,7,20,2004,Kanye West Featuring Syleena Johnson,syleena johnson,,Roc‐A‐Fella Records,2004,True,False,,,True,False
Freek-A-Leek,Petey Pablo,7,39,2004,,petey pablo,,Jive,2004,True,False,,,False,True
Let's Go,Trick Daddy,7,22,2004,Trick Daddy Featuring Lil Jon & Twista,trick daddy,,,2004,True,False,,,True,False
Diary,Tony! Toni! Tone!,8,28,2004,Alicia Keys Featuring Tony! Toni! Tone!,tony! toni! tone!,,,2004,True,False,,,True,False
Locked Up,Akon,8,27,2004,Akon Featuring Styles P.,akon,,"Konvict Kulture, Street Records Corporation, Universal",2004,True,False,,,False,True
Locked Up,Styles P.,8,27,2004,Akon Featuring Styles P.,styles p.,,,2004,True,False,,,True,False
On Fire,Lloyd Banks,8,20,2004,,lloyd banks,,"G Unit, Interscope Records",2004,True,False,,,True,False
I Don't Want To Be,Gavin DeGraw,10,28,2004,,gavin degraw,,J Records,2004,True,False,,,True,False
Candy Shop,Olivia,1,23,2005,50 Cent Featuring Olivia,olivia,,CRANKDAT MUSIC,2005,True,False,,,True,False
Check On It,Slim Thug,1,28,2005,Beyonce Featuring Slim Thug,slim thug,,"Columbia, Music World Entertainment, Sony BMG Music Entertainment",2005,True,False,,,True,False
Gold Digger,Jamie Foxx,1,39,2005,Kanye West Featuring Jamie Foxx,jamie foxx,,Roc‐A‐Fella Records,2005,True,False,,,False,True
Grillz,"Paul Wall, Ali & Gipp",1,28,2005,"Nelly Featuring Paul Wall, Ali & Gipp","paul wall, ali & gipp",,,2005,True,False,,,True,False
Inside Your Heaven,Carrie Underwood,1,12,2005,,carrie underwood,,"19 Recordings, Arista, Arista Nashville",2005,True,False,,,False,True
Laffy Taffy,D4L,1,26,2005,,d4l,,"Asylum Records, Atlantic, Dee Money Entertainment",2005,True,False,"hip hop, rap, southern hip hop","hip hop, southern hip hop",True,False
Run It!,Chris Brown,1,38,2005,,chris brown,,"Jive, Legacy, Sony BMG Music Entertainment",2005,True,False,,,False,True
So Sick,Ne-Yo,1,25,2005,,ne-yo,,,2005,True,False,,,False,True
You're Beautiful,James Blunt,1,38,2005,,james blunt,,"Atlantic, Custard",2005,True,False,,,True,False
Don't Cha,The Pussycat Dolls,2,40,2005,The Pussycat Dolls Featuring Busta Rhymes,the pussycat dolls,,"A&M Records, Graveyard Child Escape, Polydor Associated Labels",2005,True,False,,,False,True
Inside Your Heaven,Bo Bice,2,7,2005,,bo bice,,RCA,2005,True,False,,,True,False
Pon de Replay,Rihanna,2,27,2005,,rihanna,,"Def Jam Recordings, SRP Records, [no label]",2005,True,False,,,False,True
