label,big_3_affiliation,year,#_of_connected_artists,#_of_connected_artists_rolling5,total_power_of_connected_artists,total_power_of_connected_artists_rolling5
London Records,Warner,1984,1,2,92,147
London Records,Warner,1986,1,3,25,172
London Records,Warner,1987,1,4,100,272
London Records,Warner,1989,1,2,100,225
London Records,Warner,1990,1,3,95,320
London Records,Warner,1998,1,1,97,97
London Records (Because Ltd),Other,1986,1,1,25,25
Long Island Music Company Ltd.,Other,1962,1,1,87,87
Loose Music,Other,2014,1,1,42,42
Lost Highway,Other,2001,2,2,115,115
Lost Highway,Other,2002,1,2,73,188
Lost Highway,Other,2003,2,2,151,339
Lost Highway,Other,2005,1,2,35,374
Lost Highway,Other,2006,2,3,32,291
Lost Highway,Other,2007,2,3,181,399
Lost Highway,Other,2008,2,3,183,431
Lost Kids,Other,2021,1,1,30,30
Loud Records,Sony,1996,1,1,27,27
Loud Records,Sony,1998,1,1,43,70
Loud Records,Sony,2000,1,1,89,159
Loud Records,Sony,2002,1,1,98,230
Loud Records,Sony,2009,1,1,96,96
Loud Robot,Other,2007,1,1,94,94
Love Da Records,Other,2011,2,2,197,197
Loves Way,Other,2006,1,1,13,13
Low Country Sound,Warner,2019,1,1,91,91
Luaka Bop,Other,1989,1,1,30,30
Luaka Bop,Other,1992,1,1,-24,6
Luaka Bop,Other,1994,1,1,-38,-62
Luaka Bop,Other,1997,1,1,-54,-92
Luaka Bop,Other,2001,1,1,-19,-73
Lute Records,Other,1960,1,1,100,100
Luv Luv Luv Records,Other,2011,1,1,95,95
Lyric Street Records,Other,2000,1,1,63,63
Lyric Street Records,Other,2002,1,1,96,159
Lyric Street Records,Other,2004,1,1,80,239
Lyric Street Records,Other,2006,1,1,95,271
Lyric Street Records,Other,2007,1,2,97,272
Lácteo Cósmico,Other,2014,1,1,95,95
L‐M Records,Other,2022,1,1,100,100
M&R Records,Other,2013,1,1,95,95
M.A.O. Records,Other,1983,1,1,43,43
M.T.I.,Other,1972,1,1,98,98
MAM,Other,1970,1,1,97,97
MBK Entertainment,Other,2017,1,1,78,78
MBK Entertainment,Other,2019,1,1,15,93
MBK Entertainment,Other,2021,1,1,95,188
MCA Nashville,Universal,1963,1,1,93,93
MCA Nashville,Universal,1984,1,1,-38,-38
MCA Nashville,Universal,1986,1,1,-25,-63
MCA Nashville,Universal,1987,2,2,-54,-117
MCA Nashville,Universal,1989,1,2,9,-70
MCA Nashville,Universal,1990,2,3,96,26
MCA Nashville,Universal,1991,2,4,126,177
MCA Nashville,Universal,1992,1,4,55,286
MCA Nashville,Universal,1993,1,4,61,347
MCA Nashville,Universal,1994,1,4,-4,334
MCA Nashville,Universal,1996,1,1,49,161
MCA Nashville,Universal,1997,2,2,196,302
MCA Nashville,Universal,1998,2,4,-97,144
MCA Nashville,Universal,1999,1,4,17,165
MCA Nashville,Universal,2001,1,4,62,178
MCA Nashville,Universal,2003,2,2,156,235
MCA Nashville,Universal,2005,1,2,98,316
MCA Nashville,Universal,2006,1,2,99,353
MCA Nashville,Universal,2009,1,3,100,297
MCA Nashville,Universal,2010,1,3,93,292
MCA Nashville,Universal,2012,1,3,95,288
MCA Nashville,Universal,2014,1,3,98,286
MCA Nashville,Universal,2015,1,2,81,274
MCA Nashville,Universal,2017,1,1,95,274
MCA Nashville,Universal,2019,1,2,3,179
MCA Records,Universal,1962,1,1,12,12
MCA Records,Universal,1966,2,3,188,200
MCA Records,Universal,1967,5,6,423,611
MCA Records,Universal,1968,1,7,97,708
MCA Records,Universal,1970,1,8,93,801
MCA Records,Universal,1971,1,8,73,686
MCA Records,Universal,1972,2,5,85,348
MCA Records,Universal,1974,5,9,352,603
MCA Records,Universal,1975,2,9,37,547
MCA Records,Universal,1976,1,9,100,574
MCA Records,Universal,1977,2,8,96,585
MCA Records,Universal,1978,2,9,163,748
MCA Records,Universal,1979,1,5,-11,385
MCA Records,Universal,1981,2,5,66,314
MCA Records,Universal,1982,5,8,147,365
MCA Records,Universal,1983,2,6,179,381
MCA Records,Universal,1984,5,10,349,741
MCA Records,Universal,1985,8,15,549,1290
MCA Records,Universal,1986,4,16,217,1441
MCA Records,Universal,1987,6,19,484,1778
MCA Records,Universal,1988,3,20,292,1891
MCA Records,Universal,1989,4,20,299,1841
MCA Records,Universal,1990,5,19,395,1687
MCA Records,Universal,1991,2,18,147,1617
MCA Records,Universal,1992,7,17,555,1688
MCA Records,Universal,1993,5,16,265,1661
MCA Records,Universal,1994,3,14,294,1656
MCA Records,Universal,1995,5,14,416,1677
MCA Records,Universal,1996,4,15,212,1742
MCA Records,Universal,1997,3,13,219,1406
MCA Records,Universal,1998,1,11,-85,1056
MCA Records,Universal,1999,4,12,342,1104
MCA Records,Universal,2000,3,13,241,929
MCA Records,Universal,2001,1,11,-93,624
MCA Records,Universal,2002,3,9,232,637
MCA Records Canada,Other,1967,1,1,96,96
MCA Special Products,Other,1961,1,1,92,92
MCA Special Products,Other,1966,1,1,97,97
MCA Special Products,Other,1977,1,1,98,98
MCA Special Products,Other,1980,1,2,100,198
MCA Special Products,Other,1984,1,2,-38,62
MCI,Sony,1996,1,1,96,96
MDP Records,Other,2011,1,1,89,89
METAL FRONTIER,Other,2008,1,1,28,28
METAL FRONTIER,Other,2010,1,1,61,89
MGM Records,Universal,1958,2,2,199,199
MGM Records,Universal,1959,1,3,100,299
MGM Records,Universal,1962,1,4,91,390
MGM Records,Universal,1965,1,2,97,188
MGM Records,Universal,1967,1,2,-91,6
MGM Records,Universal,1968,1,3,41,47
MGM Records,Universal,1971,3,5,298,248
MGM Records,Universal,1972,2,5,0,339
MGM Records,Universal,1973,1,5,96,394
MGM Records,Universal,1974,2,7,186,580
MGM Records,Universal,1975,2,9,191,771
MJJ Music,Sony,1994,1,1,93,93
MJJ Music,Sony,1998,1,2,95,188
MJJ Productions,Other,1994,1,1,93,93
MNRK Heavy,Other,2014,1,1,92,92
MPL Communications Ltd.,Other,1972,1,1,91,91
MPO,Other,1985,1,1,-12,-12
MSM Music Group,Other,1993,1,1,69,69
MTV Unplugged,Other,2000,1,1,-23,-23
Machete Music,Universal,2005,3,3,182,182
Machete Music,Universal,2006,1,3,94,276
Machete Music,Universal,2007,2,3,-166,110
Machine Entertainment Group,Other,2017,1,1,80,80
Machine Entertainment Group,Other,2019,1,1,60,140
Machine Entertainment Group,Other,2020,1,1,94,234
Macklemore LLC,Other,2012,1,1,99,99
Macklife,Other,1997,1,1,99,99
Mac’s Record Label,Other,2019,1,1,91,91
Mad Decent,Other,2013,2,2,145,145
Mad Decent,Other,2015,1,2,18,163
Mad Decent,Other,2016,1,2,99,262
Mad Love Records,Universal,2016,1,1,97,97
Madacy Records,Other,1966,1,1,100,100
Madeira Music,Other,1975,1,1,-12,-12
Magic Records,Universal,1966,1,1,97,97
Magic Records,Universal,1967,1,2,96,193
Magic Records,Universal,1970,1,3,99,292
Magma,Other,1967,1,1,-76,-76
Magnasound,Other,1988,1,1,100,100
Magnet,Other,1975,1,1,91,91
Magnum Music Group,Other,1968,1,1,93,93
Magyar Hanglemezgyártó Vállalat,Other,1972,1,1,32,32
Mailboat Records,Other,1983,1,1,85,85
Mailboat Records,Other,1987,1,2,-93,-8
Mailboat Records,Other,1989,1,1,94,1
Mailboat Records,Other,2015,1,1,23,23
MainMan,Other,1974,1,1,93,93
MainMan,Other,1975,1,1,91,184
Mainstream Records,Other,1972,1,1,93,93
Major Hits Records,Other,2001,1,1,-51,-51
Malaco Records,Other,1976,1,1,98,98
Manhattan,Other,1986,1,1,94,94
Manhattan,Other,1987,1,2,98,192
Manhattan,Other,2005,1,1,48,48
Manhattan,Other,2006,1,1,66,114
Manhattan,Other,2007,1,1,97,211
Manifesto,Other,1968,1,1,96,96
MapleMusic Recordings,Other,2007,2,2,88,88
MapleMusic Recordings,Other,2008,1,3,92,180
MapleMusic Recordings,Other,2009,1,3,94,274
Marble Arch,Other,1965,1,1,48,48
Marginal Records,Other,1961,1,1,94,94
Marginal Records,Other,1963,1,2,98,192
Marginal Records,Other,1964,1,3,95,287
Martha’s Music,Other,2003,1,1,98,98
Mascot Records,Other,2012,1,1,45,45
Mass Appeal,Other,2014,1,1,51,51
Mass Appeal,Other,2016,1,2,63,114
Master Classics Records,Other,1961,1,1,94,94
Masterpiece,Other,1982,1,1,94,94
Mastertech,Other,1960,1,1,100,100
Masterworks,Sony,2014,1,1,95,95
Matador,Other,2000,1,1,-19,-19
Matador,Other,2002,1,2,-57,-76
Matador,Other,2003,1,3,-4,-80
Matador,Other,2004,1,3,86,6
Matador,Other,2005,1,3,57,82
Matador,Other,2006,1,3,67,149
Matador,Other,2007,2,3,188,394
Matador,Other,2008,1,3,89,487
Matador,Other,2012,1,1,91,180
Maverick,Other,1993,1,1,94,94
Maverick,Other,1995,1,2,100,194
Maverick,Other,1996,1,2,97,291
Maverick,Other,1997,1,3,72,363
Maverick,Other,2000,1,2,98,267
Maverick,Other,2001,1,2,89,259
Maverick,Other,2002,1,2,95,282
Maverick,Other,2003,1,2,99,381
Mavin Records,Other,2010,1,1,90,90
Mavin Records,Other,2022,1,1,98,98
Maybach Music Group,Other,2006,1,1,100,100
Maybach Music Group,Other,2010,1,1,71,171
Maybach Music Group,Other,2011,1,2,99,170
Maybach Music Group LLC,Other,2018,1,1,59,59
Maybellene,Other,1958,1,1,81,81
Mecca Don Records,Other,1995,1,1,99,99
Mega,Other,1972,1,1,95,95
Mega Collider Records,Other,2009,1,1,98,98
Mega Records,Other,1971,1,1,93,93
Mega Records,Other,1972,1,2,95,188
Megaforce Records,Sony,1987,1,1,48,48
Megaforce Records,Sony,1988,1,1,71,119
Megaforce Worldwide,Other,1987,1,1,48,48
Megaforce Worldwide,Other,1991,1,1,74,122
Megaphonic Records,Other,2005,1,1,-44,-44
Megaphonic Records,Other,2009,1,1,96,52
Melisma,Other,2005,1,1,100,100
Memory Lane,Other,1978,1,1,39,39
Mena Music,Other,1979,1,1,69,69
Mercer Street Records,Other,2009,1,1,89,89
Mercer Street Records,Other,2010,1,1,92,181
Mercury Japan,Other,2011,1,1,59,59
Mercury Music Group,Other,2007,1,1,88,88
Mercury Music Group,Other,2008,1,1,99,187
Mercury Music Group,Other,2013,1,1,100,100
Mercury Nashville,Universal,1995,1,1,96,96
Mercury Nashville,Universal,1996,1,2,-21,75
Mercury Nashville,Universal,2003,1,1,-6,-6
Mercury Nashville,Universal,2005,1,2,85,79
Mercury Nashville,Universal,2006,2,3,137,216
Mercury Nashville,Universal,2008,4,5,331,553
Mercury Nashville,Universal,2010,1,5,97,565
Mercury Nashville,Universal,2011,2,6,196,624
Mercury Nashville,Universal,2013,1,4,99,392
Mercury Nashville,Universal,2014,1,5,96,488
Mercury Nashville,Universal,2015,1,5,100,491
Mercury Records,Universal,1958,3,3,283,283
Mercury Records,Universal,1959,5,7,440,723
Mercury Records,Universal,1960,1,7,70,793
Mercury Records,Universal,1961,2,8,155,948
Mercury Records,Universal,1962,3,10,270,1218
Mercury Records,Universal,1963,1,9,100,1035
Mercury Records,Universal,1964,2,7,183,778
Mercury Records,Universal,1965,1,8,80,788
Mercury Records,Universal,1966,2,9,190,823
Mercury Records,Universal,1967,1,7,-2,551
Mercury Records,Universal,1968,1,7,-75,376
Mercury Records,Universal,1969,2,7,-82,111
Mercury Records,Universal,1970,2,6,140,171
Mercury Records,Universal,1971,4,6,37,18
Mercury Records,Universal,1972,3,7,-201,-181
Mercury Records,Universal,1973,2,6,12,-94
Mercury Records,Universal,1974,4,9,331,319
Mercury Records,Universal,1975,3,11,185,364
Mercury Records,Universal,1976,2,10,133,460
Mercury Records,Universal,1977,1,8,15,676
Mercury Records,Universal,1978,4,12,117,781
Mercury Records,Universal,1979,2,10,146,596
Mercury Records,Universal,1980,4,10,207,618
Mercury Records,Universal,1981,3,11,256,741
Mercury Records,Universal,1982,3,11,171,897
Mercury Records,Universal,1983,7,13,461,1241
Mercury Records,Universal,1984,3,13,187,1282
Mercury Records,Universal,1985,6,13,464,1539
Mercury Records,Universal,1986,4,12,282,1565
Mercury Records,Universal,1987,3,13,188,1582
Mercury Records,Universal,1988,4,12,217,1338
Mercury Records,Universal,1989,2,11,104,1255
Mercury Records,Universal,1990,1,8,60,851
Mercury Records,Universal,1991,2,7,190,759
Mercury Records,Universal,1992,3,9,232,803
Mercury Records,Universal,1993,4,10,227,813
Mercury Records,Universal,1994,1,9,39,748
Mercury Records,Universal,1995,2,9,176,864
Mercury Records,Universal,1996,2,9,117,791
Mercury Records,Universal,1997,4,8,258,817
Mercury Records,Universal,1998,3,8,172,762
Mercury Records,Universal,2001,1,7,76,506
Mercury Records,Universal,2004,1,2,91,167
Mercury Records,Universal,2005,2,4,177,344
Mercury Records,Universal,2006,1,3,97,365
Mercury Records,Universal,2007,1,4,94,459
Mercury Records,Universal,2008,4,8,382,841
Mercury Records,Universal,2009,1,8,84,834
Mercury Records,Universal,2010,6,12,561,1218
Mercury Records,Universal,2012,4,13,318,1345
Mercury Records,Universal,2013,1,10,99,1062
Mercury Records,Universal,2014,2,10,191,1169
Mercury Records,Universal,2022,1,1,99,99
Mercury Records,Universal,2023,2,2,114,213
Mercury Studios,Universal,1972,1,1,88,88
Merge Records,Warner,2005,2,2,35,35
Merge Records,Warner,2007,1,2,99,134
Merge Records,Warner,2008,1,3,30,164
Merge Records,Warner,2010,1,2,95,224
Mermaid Records,Sony,2017,1,1,78,78
Metal Blade Records,Other,2005,1,1,66,66
Metal Blade Records,Other,2006,1,1,-28,38
Metal Blade Records,Other,2007,1,1,93,131
Metal Blade Records,Other,2008,1,2,-17,114
Metal Blade Records,Other,2010,1,2,58,106
Metal Blade Records,Other,2012,1,1,54,95
Metal Blade Records,Other,2014,1,1,91,203
Metal Blade Records Japan,Other,2007,1,1,93,93
Metal Blade Records Japan,Other,2008,1,2,-17,76
Metal Blade Records Japan,Other,2010,1,2,58,134
Metal Blade Records Japan,Other,2012,1,1,54,95
Method Records,Other,2014,1,1,99,99
Metro Recordings,Other,2016,1,1,55,55
Metromedia Records,Other,1969,2,2,192,192
Metromedia Records,Other,1970,1,2,91,283
Metronome,Other,1966,1,1,95,95
Metronome,Other,1985,1,1,23,23
Metronome,Other,1987,1,2,89,112
Midi,Other,1969,1,1,-8,-8
Midland International,Other,1975,1,1,100,100
Mika Records,Other,1989,1,1,96,96
Milton Bradley,Other,2005,1,1,10,10
Ministry of Sound,Sony,1988,1,1,92,92
Ministry of Sound,Sony,2001,1,1,98,98
Ministry of Sound (Australia),Other,2013,1,1,95,95
Ministry of Sound (Germany),Other,2009,1,1,98,98
Minit,Other,1968,1,1,49,49
Miracle,Other,1970,1,1,66,66
Mistletone,Other,2012,1,1,94,94
MoJazz,Other,1972,1,1,39,39
MoJazz,Other,1975,1,1,91,130
Mobile Disco Records,Other,1988,1,1,94,94
Mobile Fidelity Sound Lab,Other,1967,4,4,384,384
Mobile Fidelity Sound Lab,Other,1969,1,5,93,477
Mobile Fidelity Sound Lab,Other,1970,4,9,329,806
Mobile Fidelity Sound Lab,Other,1971,6,13,320,1126
Mobile Fidelity Sound Lab,Other,1972,3,12,269,1011
Mobile Fidelity Sound Lab,Other,1973,4,13,244,1255
Mobile Fidelity Sound Lab,Other,1974,3,14,284,1446
Mobile Fidelity Sound Lab,Other,1975,2,14,180,1297
Mobile Fidelity Sound Lab,Other,1976,1,10,-86,891
Mobile Fidelity Sound Lab,Other,1977,2,10,181,803
Mobile Fidelity Sound Lab,Other,1978,2,8,120,679
Mobile Fidelity Sound Lab,Other,1979,5,11,477,872
Mobile Fidelity Sound Lab,Other,1980,1,10,100,792
Mobile Fidelity Sound Lab,Other,1981,3,11,295,1173
Mobile Fidelity Sound Lab,Other,1982,1,11,95,1087
Mobile Fidelity Sound Lab,Other,1984,1,6,88,578
Mobile Fidelity Sound Lab,Other,1985,1,6,100,578
Mobile Fidelity Sound Lab,Other,1987,1,3,95,283
Mobile Fidelity Sound Lab,Other,1991,2,3,182,277
Mobile Fidelity Sound Lab,Other,1995,2,4,188,370
Mobo Records,Other,1999,1,1,33,33
Modern Records,Other,1981,1,1,95,95
Modest!,Other,2012,1,1,100,100
Modular Recordings,Other,2003,1,1,46,46
Modular Recordings,Other,2006,1,2,6,52
Modular Recordings,Other,2012,1,1,67,67
Mogul Vision,Other,2020,1,1,93,93
Mom+Pop,Other,2012,2,2,187,187
Mom+Pop,Other,2016,1,3,93,280
Money,Other,1964,1,1,94,94
Monkey Puzzle Records,Other,2008,1,1,75,75
Monkey Puzzle Records,Other,2010,1,1,64,139
Monkey Puzzle Records,Other,2014,1,1,100,164
Monkeywrench Records,Other,2011,1,1,97,97
Mono Vs Stereo,Other,2004,1,1,86,86
Monogram,Other,1968,1,1,2,2
Monstercat,Other,2016,1,1,73,73
Monument,Other,1958,1,1,97,97
Monument,Other,1960,1,2,92,189
Monument,Other,1961,1,3,94,283
Monument,Other,1971,1,1,80,80
Monument,Other,1972,1,1,70,150
Monument,Other,1974,2,2,21,171
Monument,Other,1987,1,1,-52,-52
Monument,Other,2017,1,1,64,64
Monument,Other,2021,1,1,98,162
More is More,Other,2010,1,1,91,91
Morello Records,Other,1977,1,1,85,85
Morello Records,Other,1978,1,1,38,123
Mosaic Music Distribution,Other,1975,1,1,83,83
Moshi Moshi Records,Other,2010,1,1,80,80
Mosley Music,Other,2007,1,1,87,87
Mosley Music,Other,2013,1,1,97,97
Mosley Music Group,Universal,2006,1,1,100,100
Mosley Music Group,Universal,2007,2,3,197,297
Mosley Music Group,Universal,2009,3,4,268,565
Mosley Music Group,Universal,2013,1,3,97,365
Mother Records,Other,1978,1,1,96,96
Motor,Other,1999,1,1,-78,-78
Motor,Other,2001,1,1,24,-54
Motor Jam Records,Other,1993,1,1,96,96
Motor Music,Other,1998,1,1,56,56
Motor Music,Other,1999,1,1,-78,-22
Motor Music,Other,2001,1,1,24,2
Motown,Universal,1959,1,1,8,8
Motown,Universal,1961,2,3,156,164
Motown,Universal,1962,2,4,105,269
Motown,Universal,1963,1,4,78,347
Motown,Universal,1964,2,4,190,529
Motown,Universal,1965,2,5,193,722
Motown,Universal,1967,4,6,320,781
Motown,Universal,1968,3,7,196,899
Motown,Universal,1969,2,7,135,844
Motown,Universal,1970,3,7,-17,634
Motown,Universal,1971,4,10,291,925
Motown,Universal,1972,5,10,396,1001
Motown,Universal,1973,4,10,-7,798
Motown,Universal,1974,2,11,164,827
Motown,Universal,1975,2,9,187,1031
Motown,Universal,1976,3,8,126,866
Motown,Universal,1977,3,7,123,593
Motown,Universal,1978,1,7,88,688
Motown,Universal,1979,1,7,97,621
Motown,Universal,1980,3,7,177,611
Motown,Universal,1981,3,7,276,761
Motown,Universal,1982,2,6,194,832
Motown,Universal,1983,1,7,84,828
Motown,Universal,1984,1,7,99,830
Motown,Universal,1985,2,7,192,845
Motown,Universal,1987,1,4,96,471
Motown,Universal,1990,1,2,98,194
Motown,Universal,1991,3,5,289,483
Motown,Universal,1994,1,5,81,468
Motown,Universal,1995,1,5,79,449
Motown,Universal,1996,1,3,69,229
Motown,Universal,1997,3,4,278,507
Motown,Universal,1998,2,5,111,618
Motown,Universal,1999,2,4,124,661
Motown,Universal,2000,2,5,195,777
Motown,Universal,2001,1,6,91,799
Motown,Universal,2002,1,6,91,612
Motown,Universal,2003,1,6,11,512
Motown,Universal,2005,2,4,193,386
Motown,Universal,2007,1,3,94,298
Motown,Universal,2010,2,3,192,286
Motown,Universal,2012,2,4,191,383
Motown,Universal,2017,4,4,312,312
Motown,Universal,2018,3,6,295,607
Motown,Universal,2022,1,4,94,389
Motown,Universal,2025,1,2,95,189
Motown Music,Other,1974,1,1,79,79
Motown Music,Other,1975,1,1,75,154
Mountain Fighting Records,Other,1994,1,1,81,81
Movieplay Gold,Other,1969,1,1,93,93
Mr. 305,Other,2009,1,1,93,93
Mr. Kanani,Other,2013,1,1,94,94
Mumble Etc.,Other,2021,1,1,100,100
Murder Inc Records,Other,1999,1,1,66,66
Murder Inc Records,Other,2004,1,1,90,90
Murmur,Other,1995,1,1,92,92
Mushroom Records,Other,1976,1,1,92,92
Mushroom Records,Other,1998,1,1,92,92
Music Catalogue Cracker Barrel Old Country Store,Other,2016,1,1,97,97
Music Club Deluxe,Other,1959,1,1,89,89
Music Club Deluxe,Other,1971,1,1,98,98
Music Club Deluxe,Other,1983,1,1,56,56
Music Club Deluxe,Other,1986,1,2,99,155
Music Club Deluxe,Other,1988,1,2,100,199
Music Line Group,Other,2007,1,1,96,96
Music Mill Entertainment,Other,1994,1,1,14,14
Music Options,Other,1975,2,2,200,200
Music Tape,Other,1974,1,1,-4,-4
Music World Entertainment,Other,2005,1,1,100,100
Music World Music,Other,2003,1,1,52,52
Music World Music,Other,2007,1,2,95,147
Music for Nations,Other,1993,1,1,82,82
Music for Pleasure,Other,1964,1,1,100,100
Music for Pleasure,Other,1970,1,1,92,92
Music for Pleasure Limited,Other,1968,1,1,100,100
Music of the World,Other,1963,1,1,11,11
Music on CD,Other,1970,1,1,97,97
Music on CD,Other,1971,2,3,106,203
Music on CD,Other,1972,1,4,92,295
Music on CD,Other,1984,2,2,189,189
Music on CD,Other,2004,1,1,100,100
Music on Vinyl,Other,1966,1,1,5,5
Music on Vinyl,Other,1972,1,1,80,80
Music on Vinyl,Other,1992,1,1,96,96
Music on Vinyl,Other,1995,1,2,92,188
Music on Vinyl,Other,1998,1,2,92,184
Music on Vinyl,Other,2000,1,2,-19,73
Music on Vinyl,Other,2001,1,3,93,166
Music on Vinyl,Other,2002,1,4,55,221
Music on Vinyl,Other,2005,1,3,96,244
Music on Vinyl,Other,2006,1,3,70,221
Music on Vinyl,Other,2010,1,2,94,164
Musical Freedom,Other,2012,1,1,100,100
Musicbank,Other,1967,1,1,96,96
Musicor Records,Other,1961,1,1,88,88
Musicor Records,Other,1962,1,1,99,187
Musketeer Records,Other,2005,1,1,93,93
Mustang Records,Other,1966,1,1,92,92
Mute,Other,1984,1,1,30,30
Mute,Other,1985,1,1,88,118
Mute,Other,1987,1,1,51,169
Mute,Other,1989,1,1,73,212
Mute,Other,1990,1,1,93,217
My Block Records,Other,2005,1,1,93,93
My Block Records,Other,2014,1,1,95,95
MySpace Records,Other,2008,1,1,74,74
MySpace Records,Other,2009,1,1,91,165
Myrrh,Other,1986,1,1,35,35
Myrrh,Other,1988,1,1,30,65
Mystic Entertainment Group,Other,1998,1,1,94,94
Mystic Entertainment Group,Other,1999,1,2,79,173
NBC,Other,1982,1,1,98,98
NBC,Other,2007,1,1,98,98
NMC United,Other,2012,1,1,98,98
NME Networks,Other,2002,1,1,88,88
NN’B,Other,1996,1,1,96,96
NPG Records,Other,1978,1,1,-37,-37
NPG Records,Other,1981,1,1,80,43
NPG Records,Other,1991,1,1,98,98
NPG Records,Other,2014,1,1,93,93
Nappy Boy Entertainment,Sony,2021,1,1,4,4
Nautilus Recordings,Other,1972,1,1,95,95
Navarre,Other,1977,1,1,98,98
Needlejuice Records,Other,1966,1,1,98,98
Neon,Other,1961,1,1,99,99
Nettwerk,Warner,1986,1,1,95,95
Nettwerk,Warner,1994,1,1,28,28
Nettwerk,Warner,1995,1,1,23,51
Nettwerk,Warner,1998,1,1,98,149
Nettwerk,Warner,2013,1,1,96,96
Nettwerk UK,Other,1998,1,1,97,97
Neutron Records,Other,1983,1,1,76,76
Neutron Records,Other,1984,1,1,12,88
Neutron Records,Other,1985,1,1,92,180
Never Broke Again,Other,2017,1,1,77,77
Never Broke Again,Other,2018,1,1,94,171
New CMG Records P&D,Other,2021,1,1,93,93
New State Music,Other,2002,1,1,94,94
New York City,Other,1999,1,1,99,99
Newtown Music,Other,2001,1,1,98,98
Next Plateau Records,Other,1987,1,1,78,78
Next Plateau Records Inc.,Other,1992,1,1,91,91
NextSelection,Other,2006,1,1,98,98
Nice Life,Other,2019,1,1,100,100
Nickelodeon,Other,2010,1,1,93,93
Night Street Records,Other,2021,1,1,1,1
Night Street Records,Other,2022,1,1,19,20
Night Street Records,Other,2024,1,1,99,119
Ninja Tune,Other,2014,1,1,59,59
Ninja Tune,Other,2017,1,1,98,157
Nitro Records,Other,2000,1,1,-73,-73
No Limit Forever,Other,1996,1,1,75,75
No Limit Records,Other,1996,3,3,49,49
No Limit Records,Other,1997,4,6,371,420
No Limit Records,Other,1998,3,6,288,708
No Limit Records,Other,2000,1,7,99,807
No Name Recordings,Other,2001,1,1,-21,-21
