artist_a,artist_b
10661,20092
237821,237825
497,295040
3219,130500
1710,6595
1710,6439
9346,30291
156,1165
813,1240195
9341,24191
9341,40327
9341,9346
9346,24191
9346,40327
1607,52672
42,176
42,11650
42,2501
1460,3739
1460,863351
15667,21791
24110,46412
24110,42221
39320,177781
2510,211496
2510,222362
9213,2098852
493,128885
493,497
493,22656
497,128885
497,22656
2510,60951
24018,40344
486,2858
486,35565
486,9908
486,9181
486,42997
486,496395
486,51368
486,9920
486,9923
486,107834
486,10208
486,1997448
486,35566
9378,183281
493,957
493,92744
493,106917
493,186321
813,1242144
17,1528
2798,46896
38025,226459
38025,159282
38025,1217175
38025,57777
12705,34514
815,681458
815,122653
815,37546
815,45037
815,2122
815,260991
815,831634
815,117885
777,405168
23980,156885
23980,1253841
101,43169
236,3248
46,111852
20770,593411
938,5032
938,107935
5032,107935
323769,1458604
323769,947906
323769,705215
323769,756362
323769,597164
11062,14315
373,10661
1539,1446279
22155,290091
2852,1789512
143,14863
143,254278
1119,2046
12299,32512
12299,258077
12299,32797
12299,404523
964,74236
12299,16210
12299,242276
42495,73021
12299,42495
12299,73021
42495,354261
42495,238197
42495,902362
12299,122653
12299,130808
12299,64981
12299,258318
12299,32736
12299,477274
12299,81420
12299,20157
12299,303190
3253,85233
3253,23678
42495,400212
42495,420275
42495,254473
42495,236205
42495,186223
12299,358966
12299,405367
42495,358966
42495,405367
12299,82749
12299,657676
12299,238569
12299,650200
2122,681458
2122,122653
2122,37546
2122,45037
2122,260991
2122,831634
2122,117885
172,32265
172,31206
1745,1334786
42495,158225
42495,254596
42495,352446
42495,124934
42495,483551
42495,367467
12299,12439
12299,391607
12299,618374
12299,274770
12299,441083
12299,2095677
12299,254473
12299,352446
12299,1164890
12299,358091
12299,242340
519,63498
2633,56227
12299,33725
12299,616095
12299,114087
12299,259641
42495,412437
12299,52995
12299,238340
12299,1105931
12299,254327
12299,56312
12299,389988
12299,79304
12299,500051
12299,125680
12299,271581
12598,180499
12299,238197
42495,227618
42495,49273
42495,508744
12299,37740
12299,24241
12299,124937
12299,33422
171,35883
12299,246126
42495,68717
42495,348056
42495,461160
12299,171234
12299,439201
12299,512719
12299,254605
12299,120067
12299,402867
12299,402866
42495,171234
42495,389034
42495,694087
12299,20877
12299,271576
12299,994123
964,16160
42495,163969
42495,56312
42495,271581
2388,35576
964,837600
519,15127
10095,41543
3467,190179
12299,307469
22656,128885
172,128885
172,493
172,497
172,22656
42495,45916
42495,349133
12299,23954
12299,1080188
42495,307637
42495,404261
12299,315194
12299,93299
12299,354182
42495,210784
42495,488052
12389,43566
824,14538
42495,122653
42495,436291
42495,567085
12299,403423
12299,510701
42495,475839
42495,588538
190,73815
12299,238351
12299,421260
190,964
12299,525532
12299,333923
12299,619568
2210,176694
249403,315309
249403,347536
249403,1167980
249403,800379
24191,31747
808,1605
1616,1818
1699,35741
213,50870
983,1616
177,175352
24191,40327
179,64872
534,16280
4234,46412
4234,24110
4234,5196
4234,42221
213,831839
1135,9971
10025,39382
12640,86380
2210,9213
2210,2098852
179,35570
177,20480
214,9491
12640,2112032
249403,577304
34005,187824
924,41073
924,33040
924,38925
926,429715
10938,511471
10938,195243
6083,257985
979,11993
