artist_a,artist_b
522,1629
40003,184800
522,1086
145197,205806
522,1638
522,1641
32522,49058
304175,1235671
32522,38025
32522,41705
32522,64953
9131,160588
32522,89559
522,839
84678,127618
35569,110041
232042,793377
1086,43063
2388,39119
535,346436
23678,508446
9131,12683
29,10661
1773,4759
304175,1013861
522,1818
172,673259
358,35884
522,31008
513,31699
40003,60517
5040,48872
522,323110
144216,779813
11680,51725
1460,11999
525,51983
5040,193545
2930,218188
11680,1194659
84678,100575
71102,633412
9776,162576
9776,167512
9776,159282
11733,30469
5232,286685
9776,365492
525,32197
535,175345
71102,831633
84678,1254894
84678,1254895
3417,5431
9776,50752
34824,75716
961717,961718
84678,2567934
9776,57742
71102,795426
4510,251289
9776,146642
522,24274
2863,1720757
39782,46609
522,22492
522,10946
9842,33634
522,15215
522,12473
991,41221
522,11999
522,15290
138292,2551191
1637,67190
493,32825
34824,87222
4752,11370
385,12231
535,6932
534,138292
36611,1384280
99,49601
79495,2348805
132193,197186
535,1625
2312,7218
3106,2992285
2863,1543771
79831,329174
36611,369541
2863,1543768
84678,86879
36611,369538
522,24185
2550,251289
32589,64770
304175,1118206
3217,11979
2550,32736
2550,21361
493,320724
2550,69963
35160,40780
513,30038
32726,87222
304175,1061232
1777,67289
522,175098
522,100381
1639,82820
522,96015
522,42333
522,39893
32726,44559
522,45388
9842,30292
32522,399171
166,1263116
522,9889
522,9760
522,9685
522,5417
522,2171
9842,54136
522,2173
522,11047
32589,344487
32763,148122
188,1638
32763,386102
11774,246750
946,320724
32197,244357
188,1086
32197,194591
1830,53903
41375,935438
36125,142185
32265,87222
310991,712316
535,578628
32265,81541
535,579871
2489,250323
172,1664250
2882,11660
469,20620
5436,286685
32204,58531
32265,43646
147714,181421
228283,1185648
172,2019000
172,2019002
32265,32928
41375,919450
228283,1185646
2502,42369
11774,86371
187,103314
188,522
188,839
70454,112482
4752,34765
145589,1504078
188,10946
35902,40818
84684,759243
32197,582169
41611,49058
11774,201608
188,1629
68855,130349
36611,371031
32197,422058
1830,2325
9027,167094
188,1641
11774,132193
41519,136918
493,307171
36610,46213
32197,1135483
188,2173
513,32825
188,2171
36610,56357
23,1372
330,3248
20,47066
20,9488
377,51983
122356,496734
36309,68072
9027,908085
522,400063
4514,192066
9776,1065093
522,695143
9776,732300
5232,20966
513,12659
5232,22028
5232,33634
5232,46272
522,877049
5232,47642
5232,23412
522,367540
922,2453
84678,463086
4514,307859
2475,91905
84678,1026541
32760,399171
84678,287637
2930,180541
9158,21878
9776,38025
29,134685
504,1484
11680,119954
9158,31046
5040,260660
167,373
32763,239722
9153,198059
5232,110008
32265,58497
32265,49812
84684,238543
39383,48384
32760,62148
32760,49058
9776,518908
9776,518909
35016,856509
525,9699
9776,518910
5232,8815
23678,1350235
35001,42495
35001,102743
5232,5436
35001,404259
35001,504680
11733,67190
23678,1121728
9776,518911
11733,283881
5232,48242
9776,1065094
9153,469952
522,475672
522,475671
522,584605
522,428056
513,22656
2292,2329
35189,87697
535,9027
35884,110946
917,9606
2410,24274
167,673259
35482,1660600
75950,1026611
166,11773
35569,1044992
35884,55141
76701,99671
35884,56636
35884,59419
35884,63359
76701,502453
35884,73780
35569,638907
76694,1206121
35884,100317
461717,919137
461717,673095
1049,9341
4759,111674
534,469952
35884,201512
9468,133289
31699,50968
9488,137514
9488,232732
35884,86371
171,485410
35767,1194336
35767,1111237
36928,178468
36958,89972
34558,128652
534,98578
34558,45172
255919,329209
255919,326785
9527,35767
11611,117694
11611,162265
134832,1445623
35858,116256
377,2551189
134454,201608
171,863440
2417,153332
461717,1136827
2417,41044
4759,273099
946,1043117
946,1004074
35767,1260785
468,11660
3002,796280
35767,295254
3002,1132001
134832,1175015
3002,1132002
35575,237825
9488,248826
9488,558671
9488,591434
35629,121931
36027,39280
132274,535325
35115,1090533
375247,610956
534,330660
534,330658
36030,37200
132274,202123
2398,132933
132274,197566
534,330662
2398,912689
77793,434398
260965,551735
3416,43189
9502,51037
35992,3067775
2398,912690
98,2423492
132193,828433
260965,368453
132193,740245
2398,50745
197,38937
132193,1055541
3248,238352
534,330657
188,9889
534,2042861
534,330661
136918,1795188
2398,712324
31598,34409
31598,1055541
9488,14374
9488,9527
31598,448395
9491,11062
31728,205810
1001,11660
171,375
171,248826
31598,132193
31878,50989
340195,1679709
375247,583675
3253,12299
35767,50962
9486,31923
171,232732
167,912132
3002,579799
3002,702487
9486,227766
31598,89559
35766,86318
35766,86322
1127,59145
167,1136830
35766,214624
2461,22415
2778,5010
501,14315
255919,311145
80432,81541
11611,236930
34990,53638
36389,964271
259144,375239
9502,497950
36389,451164
34764,379579
3130,87222
93,129880
2794,24274
255919,2493945
4769,352937
255919,2165913
4769,390114
255919,1543918
2794,72940
534,175345
917,164937
255919,2165911
2794,24185
36611,95112
4769,58732
32266,132379
11547,54799
11547,146265
172,1900
4769,105088
3248,111375
917,126111
132193,410127
4752,154072
36808,126446
36389,99063
377,1020941
2261,9298
36722,58407
36722,443540
75950,504353
36722,1297048
2261,21568
75950,499847
1515,98723
79831,1456686
36808,71504
36687,204681
34824,41667
36687,66894
36687,210445
36687,138385
2261,38761
132193,274920
93,32564
377,9027
377,12659
535,946
36491,237821
36491,237825
36389,2202425
377,908085
132193,448395
917,91773
3130,67386
36389,1408962
3130,31237
167,304175
34764,149810
535,11979
34596,169738
9527,11374
36886,50143
136918,504032
493,373043
11590,21209
136918,1084388
9527,11979
136918,1372173
34558,924464
534,99046
34558,386582
79926,86325
375247,615471
4752,6487
36808,236889
34764,86325
34764,79926
2259,3571
9509,44175
131161,250401
4752,6602
2390,145216
458179,1321622
79831,3013937
136666,1562895
255919,448465
136542,1240195
79926,379579
469,106680
36964,58890
75950,302743
36964,361654
3734,4705
34409,315738
389,4128
36964,98004
535,16049
273671,933715
3106,20092
36961,229623
1001,11774
36961,745525
34409,1025903
34409,1020818
1637,32787
9527,87222
137578,328188
4769,554142
32266,339142
1637,1644
11619,201304
2388,448395
2388,636366
9527,1260785
534,64953
2388,1022757
34409,207899
534,63884
535,20480
2388,673259
36964,256539
917,1127
35755,69523
12473,274418
84684,346436
3217,11374
39229,39319
946,455749
1818,2187
513,535
39229,45286
273194,1089415
39229,49307
32814,233096
84597,1109684
172,98004
9760,11047
9760,11999
84597,1190816
2930,75742
