name,musicbrainz_artist_id,degree_centrality_top10_yearly,degree_centrality_firstsong_yearly,degree_centrality_top10_rolling5,degree_centrality_firstsong_rolling5,closeness_centrality_top10_yearly,closeness_centrality_firstsong_yearly,closeness_centrality_top10_rolling5,closeness_centrality_firstsong_rolling5,harmonic_closeness_centrality_top10_yearly,harmonic_closeness_centrality_firstsong_yearly,harmonic_closeness_centrality_top10_rolling5,harmonic_closeness_centrality_firstsong_rolling5,betweenness_centrality_top10_yearly,betweenness_centrality_firstsong_yearly,betweenness_centrality_top10_rolling5,betweenness_centrality_firstsong_rolling5,eigenvector_centrality_top10_yearly,eigenvector_centrality_firstsong_yearly,eigenvector_centrality_top10_rolling5,eigenvector_centrality_firstsong_rolling5,power_of_connected_artists_top10_yearly,power_of_connected_artists_firstsong_yearly,power_of_connected_artists_top10_rolling5,power_of_connected_artists_firstsong_rolling5
2cellos,809852.0,,0.0009928843289756743,,0.00030980533897867506,,0.07675928215701988,,0.1784870953198494,,495.1270632145516,,3626.3163780658188,,0.0037874955235766288,,0.0006393536483674015,,2.397923161889716e-10,,0.0003722580275454775,,295.0,,295.0
2cellos/london symphony orchestra,,,,,,,,,,,,,,,,,,,,,,,,,
2gether,,,,,,,,,,,,,,,,,,,,,,,,,
2nd ii none,50744.0,,,,,,,,,,,,,,,,,,,,,,,,
2ne1,632863.0,,,,,,,,,,,,,,,,,,,,,,,,
2nu,10805.0,,,,,,,,,,,,,,,,,,,,,,,,
2pac,163.0,0.005763688760806916,0.008408796895213455,0.006356268870173209,0.004437869822485207,0.06341578884845793,0.008944742191831454,0.14081080829474987,0.11368123208749441,166.29829892329826,16.833333333333336,1023.1554473304533,597.9890054390071,0.0033523501542102353,0.00011139887045386988,0.01690422866838476,0.006893893617943605,0.0004882945071925037,2.336902896096754e-10,0.0021657330322215405,1.9965560046892802e-05,196.5,199.5,590.5,199.5
2pac & johnny p,,,,,,,,,,,,,,,,,,,,,,,,,
2pac + outlawz,,,,,,,,,,,,,,,,,,,,,,,,,
2pac duet,,,,,,,,,,,,,,,,,,,,,,,,,
2rare,2169909.0,,0.0008034709946970914,,0.00034330343732566623,,0.09916399000091178,,0.19250320445206784,,682.4270992895918,,4809.56392496329,,0.00021010240363771317,,4.185514389602053e-05,,1.685754386709647e-05,,0.014347819431953297,,194.5,,290.0
3,388657.0,,,,,,,,,,,,,,,,,,,,,,,,
3 doors down,1763.0,,,,,,,,,,,,,,,,,,,,,,,,
3 inches of blood,135364.0,,,,,,,,,,,,,,,,,,,,,,,,
3 man island,1454739.0,,,,,,,,,,,,,,,,,,,,,,,,
3 winans brothers,1165486.0,,,,,,,,,,,,,,,,,,,,,,,,
30 secnds to mars,,,,,,,,,,,,,,,,,,,,,,,,,
30 seconds to mars,,,,,,,,,,,,,,,,,,,,,,,,,
310babii,2609595.0,,0.0008034709946970914,,0.0002145646483285414,,0.09876559410782404,,0.186603699368575,,681.7093697968626,,4634.218326117602,,0.0007651460654093487,,7.111703028068722e-06,,1.0122400942854506e-05,,0.00841554535488455,,288.0,,288.0
311,360.0,,,,0.00023112480739599384,,,,0.1494394263164406,,,,2088.9215728716895,,,,0.0,,,,5.284283917229035e-05,,,,
33miles,450332.0,,,,,,,,,,,,,,,,,,,,,,,,
347aidan,2077613.0,,0.00015569048731122528,,0.00012770304784607525,,0.07927341665791234,,0.16579434837624743,,546.0624528249542,,4110.086327560679,,0.0,,3.8111693953789935e-05,,1.3732746279556524e-07,,0.0006952874742116174,,,,
36 crazyfists,50645.0,,,,,,,,,,,,,,,,,,,,,,,,
38 special,49819.0,,,,,,,,,,,,,,,,,,,,,,,,
3ballmty,873358.0,,,,,,,,,,,,,,,,,,,,,,,,
3lw,31353.0,,0.0003022061045633122,,9.83477576711251e-05,,0.07459114426358805,,0.15805050157356412,,283.54481572348965,,1738.127669552753,,0.0,,0.0,,9.692618874047082e-05,,0.0003460016086653114,,100.0,,100.0
3oh!3,489045.0,,,,,,,,,,,,,,,,,,,,,,,,
3rd bass,38750.0,,0.0032414910858995136,,0.0013646288209606986,,0.012019267180660114,,0.0903424208006195,,20.178571428571423,,357.8436535686553,,0.00016233744894914435,,0.0009503002406932538,,1.0971155777114604e-06,,0.0001572464976288613,,,,
3rd party,783264.0,,,,,,,,,,,,,,,,,,,,,,,,
3rd storee,87626.0,,,,,,,,,,,,,,,,,,,,,,,,
3rd strike,47719.0,,,,,,,,,,,,,,,,,,,,,,,,
3rdeyegirl,1060808.0,,,,,,,,,,,,,,,,,,,,,,,,
3t,15127.0,,0.002881844380403458,,0.0009534403305259812,,0.06275744965498223,,0.13935938427625025,,153.23596126096103,,949.9836940836897,,0.002307691242433601,,0.0019589889330004612,,0.0004016737352776047,,0.0018995655494755596,,197.0,,197.0
3x krazy,168029.0,,,,,,,,,,,,,,,,,,,,,,,,
4 by four,1218456.0,,,,,,,,,,,,,,,,,,,,,,,,
4 non blondes,2280.0,,,,,,,,,,,,,,,,,,,,,,,,
4 runner,53254.0,,,,,,,,,,,,,,,,,,,,,,,,
4 the cause,10657.0,,,,,,,,,,,,,,,,,,,,,,,,
4*town (from disney,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,223738.0,,,,,,,,,,,,,,,,,,,,,,,,
40 cal.,265600.0,,,,,,,,,,,,,,,,,,,,,,,,
40 thevz,257290.0,,0.0008206811653672548,,0.00038895371450797355,,0.0008206811653672548,,0.14178912361028928,,2.0,,1195.522016872035,,0.0,,0.00020593955992819147,,3.367679639906824e-13,,0.0022710756188634618,,,,98.0
41,2306584.0,,,,,,,,,,,,,,,,,,,,,,,,
42 dugg,1879374.0,0.0037536493813429724,0.0037536493813429724,0.0019137478303440296,0.0019137478303440296,0.1451829449972144,0.1451829449972144,0.20617241464346842,0.20617241464346842,1188.3652958153184,1188.3652958153184,5105.470274169839,5105.470274169839,0.005056458892421048,0.005056458892421048,0.0007202736427412823,0.0007202736427412823,1.0542354190741625e-05,1.0542354190741625e-05,0.035514105502313285,0.035514105502313285,297.0,297.0,785.5,785.5
49-ers,,,,,,,,,,,,,,,,,,,,,,,,,
4batz,2678383.0,0.0009668063164679343,0.0009668063164679343,0.00026148348295999303,0.00026148348295999303,0.11351117684954594,0.11351117684954594,0.19576413948328308,0.19576413948328308,800.0505834035257,800.0505834035257,4801.844877344281,4801.844877344281,0.0010933446841586269,0.0010933446841586269,9.660810442095696e-05,9.660810442095696e-05,0.02448381742333696,0.02448381742333696,0.01235385648293764,0.01235385648293764,495.0,495.0,495.0,495.0
4him,9221.0,,,,,,,,,,,,,,,,,,,,,,,,
4pm,,,,,,,,,,,,,,,,,,,,,,,,,
4troops,714483.0,,,,,,,,,,,,,,,,,,,,,,,,
5 satins,,,,,,,,,,,,,,,,,,,,,,,,,
5 seconds of summer,981199.0,0.00015698587127158556,0.00016342539630658605,0.00013692377909630305,4.841208365608056e-05,0.09823314380646406,0.00016342539630658605,0.16536673169698704,4.841208365608056e-05,676.7242206323095,1.0,3789.4994949488782,1.0,0.0,0.0,0.0001336155147189475,0.0,0.0017501247768604497,1.1938803886730625e-32,0.00025843373524415367,1.5554313613594368e-18,,,,
5 special,,,,,,,,,,,,,,,,,,,,,,,,,
5 stairsteps,,,,,,,,,,,,,,,,,,,,,,,,,
50 cent,20544.0,0.01,0.0062063615205585725,0.006773647286509153,0.003912562728587225,0.13754135306374116,0.10696423022563073,0.21681790710114052,0.19000925404487848,639.7015151515175,514.774400599397,3045.172402597432,2506.49785492284,0.05838497754428147,0.011622037998930126,0.01623057546909712,0.004856935702647618,0.017455007324602877,0.026443349651454465,0.014913117446522794,0.0035351311183009194,1550.5,787.5,3020.0,1371.5
50 cent feat. mobb deep,,,,,,,,,,,,,,,,,,,,,,,,,
5000 volts,35957.0,,,,,,,,,,,,,,,,,,,,,,,,
504 boyz,10110.0,,0.0027198549410698096,,0.0008851298190401259,,0.07818996313495603,,0.1561554116266389,,309.0134643134621,,1758.4104478855047,,0.0042168560353039045,,0.0002368488124027044,,0.0003230978315505789,,0.0002358865572261468,,198.0,,198.0
54th platoon,197512.0,,,,,,,,,,,,,,,,,,,,,,,,
5th ward boyz,49624.0,,,,,,,,,,,,,,,,,,,,,,,,
69 boyz,35324.0,,,0.00017943656917279743,0.00017943656917279743,,,0.00017943656917279743,0.00017943656917279743,,,1.0,1.0,,,0.0,0.0,,,8.009186438530383e-45,8.009186438530383e-45,,,,
6ix9ine,1603703.0,0.0032967032967032967,0.000482780817508851,0.0010953902327704244,0.0001389210465385506,0.12725847081864658,0.09614040368552851,0.20227691974707268,0.1533275353240608,939.8365749446725,657.0458496568773,4840.035966810625,3466.4723665219512,0.004123209328636145,0.0014304571055498891,0.00047447794672959945,0.0018337424086591768,0.1156798579032911,6.090721609446481e-05,0.026388861475968015,0.00014419060768694142,1166.0,83.5,1265.0,83.5
6lack,1206587.0,0.0018479408658922912,0.000965561635017702,0.0031860662701784196,0.0006019912016670526,0.12607219625496757,0.11659120953329331,0.22380969707883797,0.19166251539429335,1053.2717171717245,819.3114718614793,5768.359523808873,4438.507070706684,0.004241680214314281,0.001608247070588757,0.0017688900564122327,0.0019935250625707085,6.189948990060766e-07,0.0011998699906958395,0.0605318640371015,0.005379582258975171,294.0,199.5,2555.5,299.5
7 aurelius,382674.0,,0.000501378791677112,,0.00015408320493066256,,0.10723525992324273,,0.16930761825359494,,460.45804473304474,,2351.662842712868,,9.932278661001804e-06,,1.7764447361163172e-06,,0.005006250472274944,,0.0004882374991170143,,199.0,,199.0
7 mile,1532438.0,,,,,,,,,,,,,,,,,,,,,,,,
7 seconds,,,,,,,,,,,,,,,,,,,,,,,,,
702,479.0,0.0012310217480508822,,0.000518604952677298,0.0001410238330277817,0.055371580033049046,,0.1303957817215367,0.08183334953831325,163.98860167610118,,1077.9988927738864,596.9892718392649,0.0009371660087067666,,0.00017561426926343473,0.0,4.6903306232396104e-07,,0.0005268643697464372,1.97069394033836e-09,95.0,,95.0,
707,2361609.0,,,,,,,,,,,,,,,,,,,,,,,,
88rising,1692158.0,,,,,,,,,,,,,,,,,,,,,,,,
8ball,2128364.0,,,,,,,,,,,,,,,,,,,,,,,,
9.9,129342.0,,,,,,,,,,,,,,,,,,,,,,,,
95 south,62451.0,,,,,,,,,,,,,,,,,,,,,,,,
98 degrees,,,,,,,,,,,,,,,,,,,,,,,,,
99 percent,1216907.0,,,,0.0001389210465385506,,,,0.1786619472133645,,,,4098.2183261178425,,,,3.3482610458234795e-07,,,,0.0017359959310298749,,,,100.0
999,1951020.0,,,,,,,,,,,,,,,,,,,,,,,,
9lokknine,1884238.0,,0.0010572421084428334,,0.0005417607223476298,,0.11413189892001742,,0.1892859698346898,,853.8907876437418,,4544.934654234235,,0.00025964133193019076,,0.00016636902854554988,,0.02719213248590882,,0.01003383785846352,,392.0,,584.0
9th wonder,143371.0,,,,,,,,,,,,,,,,,,,,,,,,
? (question mark),,,,,,,,,,,,,,,,,,,,,,,,,
a boogie wit da hoodie,1404376.0,,0.0005097706032285471,,0.00014025901164149796,,0.11172812869425948,,0.18098214366740245,,704.6176157176149,,4113.886976911493,,0.00012097620986774123,,4.1326996517005006e-05,,3.3118107744332916e-05,,0.0021724024633133143,,181.0,,181.0
a boogie wit da hoodie & london on da track,,,,,,,,,,,,,,,,,,,,,,,,,
a change of pace,218083.0,,,,,,,,,,,,,,,,,,,,,,,,
a day to remember,253121.0,,0.00015103458692040478,,9.029345372460496e-05,,0.10027642853856863,,0.1724425588258601,,726.4195162422698,,4037.7380092123876,,0.0,,1.5700807469766697e-06,,0.0018324747472315162,,0.0006507612579788048,,99.0,,99.0
a few good men,264749.0,,,,,,,,,,,,,,,,,,,,,,,,
a fine frenzy,454358.0,,,,,,,,,,,,,,,,,,,,,,,,
a firm handshake,1009276.0,,,,,,,,,,,,,,,,,,,,,,,,
a flock of seagulls,2860.0,,,,,,,,,,,,,,,,,,,,,,,,
a great big world,996953.0,0.00016747613465081226,0.00016747613465081226,4.961055712655653e-05,4.961055712655653e-05,0.10263462279461247,0.10263462279461247,0.174468561883413,0.174468561883413,663.8550227550185,663.8550227550185,3693.4479437224177,3693.4479437224177,0.0,0.0,0.0,0.0,1.4343220522427824e-05,1.4343220522427824e-05,0.00031483737523228925,0.00031483737523228925,100.0,100.0,100.0,100.0
a lot like birds,741271.0,,,,,,,,,,,,,,,,,,,,,,,,
a new beginning,260874.0,,,,,,,,,,,,,,,,,,,,,,,,
a perfect circle,909.0,,,,,,,,,,,,,,,,,,,,,,,,
a prayer fife,,,,,,,,,,,,,,,,,,,,,,,,,
a r i z o n a,1393752.0,,,,,,,,,,,,,,,,,,,,,,,,
a r rahman,36611.0,,0.00038819875776397513,,0.002927120669056153,,0.1071076446377596,,0.17961516270942052,,597.1568683767204,,3231.0135281383155,,0.00012388348580930433,,0.006640550869807694,,0.0010908497487861536,,0.001570803117848446,,92.0,,288.0
a ragamuffin band,233296.0,,,,,,,,,,,,,,,,,,,,,,,,
a rocket to the moon,520952.0,,0.00017895490336435218,,5.650994575045208e-05,,0.00017895490336435218,,5.650994575045208e-05,,1.0,,1.0,,0.0,,0.0,,8.792692245654649e-61,,5.686024664237269e-17,,,,
a skylit drive,435233.0,,,,,,,,,,,,,,,,,,,,,,,,
a static lullaby,80616.0,,,,,,,,,,,,,,,,,,,,,,,,
a taste of honey,34126.0,,,,,,,,,,,,,,,,,,,,,,,,
a thousand horses,796389.0,,,,,,,,,,,,,,,,,,,,,,,,
a tribe called quest,92744.0,,0.0013550135501355014,,0.0014194464158978,,0.0013550135501355014,,0.12602203026998332,,2.0,,576.2072510822557,,0.0,,0.0005041419553898826,,2.0681330635827055e-14,,0.0014215532005870263,,,,93.0
a$ap ferg,838293.0,,0.0033495226930162453,,0.0010914322567842436,,0.14679224310959724,,0.2151770943602198,,1021.3802891553065,,4747.129365079065,,0.004219991240797844,,0.00022525613671599542,,0.0017975046506983321,,0.022672189811838998,,735.0,,835.0
a$ap mob,921434.0,,,,,,,,,,,,,,,,,,,,,,,,
a$ap rocky,838288.0,0.003971537315902697,0.003971537315902697,0.0019621004801982753,0.0019621004801982753,0.149357702157104,0.149357702157104,0.22170148100009998,0.22170148100009998,1048.8949772449928,1048.8949772449928,4730.819047618857,4730.819047618857,0.02032288686523582,0.02032288686523582,0.0013240727880050602,0.0013240727880050602,0.0003079410482693154,0.0003079410482693154,0.04111283045029959,0.04111283045029959,1663.5,1663.5,1786.0,1786.0
"a$ap rocky & tyler, the creator",,,,,,,,,,,,,,,,,,,,,,,,,
a$ap twelvyy,902690.0,,,,,,,,,,,,,,,,,,,,,,,,
a'me lorain,183873.0,,,,,,,,,,,,,,,,,,,,,,,,
a*teens,,,,,,,,,,,,,,,,,,,,,,,,,
a+,1735125.0,,,,,,,,,,,,,,,,,,,,,,,,
a-ha,823.0,,,,,,,,,,,,,,,,,,,,,,,,
a-trak + milo & otis,,,,,,,,,,,,,,,,,,,,,,,,,
a.b. quintanilla,,,,,,,,,,,,,,,,,,,,,,,,,
a.b. quintanilla iii,924464.0,,,,,,,,,,,,,,,,,,,,,,,,
a.b. quintanilla iii presents kumbia all starz,,,,,,,,,,,,,,,,,,,,,,,,,
a.b. quintanilla iii presents kumbia kings,,,,,,,,,,,,,,,,,,,,,,,,,
a.b. quintanilla iii y los kumbia kings,,,,,,,,,,,,,,,,,,,,,,,,,
a.b. skhy,324656.0,,,,,,,,,,,,,,,,,,,,,,,,
a.l.t. and the lost civilization,,,,,,,,,,,,,,,,,,,,,,,,,
a7s,1933121.0,,0.00013902405116085083,,8.901152699274556e-05,,0.12447354676515032,,0.18232797152299055,,976.2177849927851,,4374.734668109194,,0.0,,0.0,,1.2911093617972337e-06,,0.0038799532705171597,,99.5,,99.5
aaliyah,358.0,,,,,,,,,,,,,,,,,,,,,,,,
aaron carter,589080.0,,,,,,,,,,,,,,,,,,,,,,,,
aaron gillespie,371427.0,,,,,,,,,,,,,,,,,,,,,,,,
aaron hall,2427549.0,,,,,,,,,,,,,,,,,,,,,,,,
aaron lewis,1704226.0,,,,,,,,,,,,,,,,,,,,,,,,
aaron lewis of staind,,,,,,,,,,,,,,,,,,,,,,,,,
aaron lines,73256.0,,,,,,,,,,,,,,,,,,,,,,,,
aaron neville,2821.0,,,,,,,,,,,,,,,,,,,,,,,,
aaron shust,356900.0,,,,,,,,,,,,,,,,,,,,,,,,
aaron tippin,9296.0,,,,0.0002316423442205235,,,,0.0002316423442205235,,,,2.0,,,,0.0,,,,2.789402397702678e-92,,,,
aaron watson,234654.0,,,,,,,,,,,,,,,,,,,,,,,,
aaron west and the roaring twenties,1241104.0,,,,,,,,,,,,,,,,,,,,,,,,
ab logic,83979.0,,0.008130081300813007,,0.0028388928317956,,0.016262905544035196,,0.10456510431074713,,31.666666666666647,,489.90904928405604,,3.9472024920557366e-07,,0.0,,6.12612153118001e-05,,4.180908280860495e-06,,684.0,,684.0
ab quintanilla presenta kumbia all starz,,,,,,,,,,,,,,,,,,,,,,,,,
ab-soul,,,,,,,,,,,,,,,,,,,,,,,,,
abaco dream,184470.0,,,,,,,,,,,,,,,,,,,,,,,,
abandon all ships,628148.0,,,,,,,,,,,,,,,,,,,,,,,,
abba,910.0,,,,,,,,,,,,,,,,,,,,,,,,
abc,2653.0,,0.020044543429844096,0.004856988667026444,0.005600497822028625,,0.020786933927245732,0.057705338701903475,0.005493208591721563,,11.166666666666666,129.49955036793304,11.666666666666666,,3.181673560292714e-05,3.3855553833081377e-06,4.818272486266109e-06,,0.00022596518116719004,0.0024111391004089143,8.078460276657675e-10,,288.0,288.5,288.0
abigail washburn,356300.0,,,,,,,,,,,,,,,,,,,,,,,,
abk,1208345.0,,,,,,,,,,,,,,,,,,,,,,,,
abn,132900.0,,,,,,,,,,,,,,,,,,,,,,,,
above & beyond,58438.0,,,,,,,,,,,,,,,,,,,,,,,,
above the law,47661.0,,,,,,,,,,,,,,,,,,,,,,,,
abra moore,43227.0,,,,,,,,,,,,,,,,,,,,,,,,
abstrac',279893.0,,0.0011627906976744186,,0.0003506311360448808,,0.0011627906976744186,,0.0003506311360448808,,1.0,,1.0,,0.0,,0.0,,1.6815495373126606e-16,,2.4733808115928208e-39,,,,
ac newman,,,,,,,,,,,,,,,,,,,,,,,,,
ac/dc,1352.0,,,,0.0007127583749109052,,,,0.0007127583749109052,,,,1.0,,,,0.0,,,,1.907823441537722e-75,,,,
accept,36125.0,,,,,,,,,,,,,,,,,,,,,,,,
acceptance,3188116.0,,,,,,,,,,,,,,,,,,,,,,,,
ace,37467.0,,,,,,,,,,,,,,,,,,,,,,,,
ace cannon,82643.0,,,,,,,,,,,,,,,,,,,,,,,,
ace frehley,112760.0,,,,,,,,,,,,,,,,,,,,,,,,
ace hood,530018.0,,0.00514248982215556,,0.0015182186234817814,,0.13138540273422053,,0.20362258765367644,,733.1424186924264,,3542.1420634920055,,0.0037308699633830465,,0.00020051353571068372,,0.13337808854053188,,0.03909313777857659,,1278.0,,1278.0
ace of base,11214.0,,,,,,,,,,,,,,,,,,,,,,,,
ace spectrum,231212.0,,,,,,,,,,,,,,,,,,,,,,,,
ace young,362350.0,,,,,,,,,,,,,,,,,,,,,,,,
acraze,1960686.0,,,,0.00017027073046143367,,,,0.17620561229915763,,,,4365.089610388894,,,,7.90317067976957e-05,,,,0.0012770762838775504,,,,195.5
action bronson,801962.0,,0.0007751937984496124,,0.005401596993893847,,0.11231752094071967,,0.23192754004874522,,793.696137196136,,5516.134920634347,,0.00023787804785391993,,0.008331165217336046,,0.0018812873978321994,,0.048153976547977075,,98.5,,2406.5
action item,1037153.0,,,,,,,,,,,,,,,,,,,,,,,,
adam and the ants,22216.0,,,,,,,,,,,,,,,,,,,,,,,,
adam ant,39926.0,,0.017817371937639197,,0.004978220286247666,,0.019249125039770918,,0.007266190215785735,,9.5,,16.21666666666667,,1.4203899822735328e-06,,0.0,,0.2879801508143441,,0.0028765670362140114,,193.0,,193.0
adam calhoun,1896723.0,,,,,,,,,,,,,,,,,,,,,,,,
