performer_normalized,performer,first_song_year,last_song_year,first_album_year,last_album_year,years_active_on_charts,#_of_unique_years_active,total_charting_songs,total_charting_albums,#1_hit_song_count,#1_hit_album_count,top_10_song_count,top_10_album_count,top_20_song_count,top_20_album_count,top_50_song_count,top_50_album_count,highest_charting_song_name,highest_charting_song_position,first_charting_song_name,first_charting_song_position,first_charting_song_duration,total_charting_songs_duration_weeks,highest_charting_album_name,highest_charting_album_position,first_charting_album_name,first_charting_album_position,first_charting_album_duration,total_charting_albums_duration_weeks,tags,genre_tags_musicbrainz,first_year_on_chart_songs,first_year_top_20_songs,first_year_top_10_songs,first_year_num1_songs,first_year_on_chart_albums,first_year_top_20_albums,first_year_top_10_albums,first_year_num1_albums,aggregate_labels,first_top_10_hit_song_genre_tags,first_top_10_hit_album_genre_tags,genre_tags_through_first_top_10_hit,top_10_hit_song_in_first_year_on_charts,top_10_hit_album_in_first_year_on_charts,top_10_hit_album_or_song_in_first_year_on_charts,years_before_first_top_10_hit_song,years_before_first_top_10_hit_album,years_before_first_top_10_hit_song_or_album,top_10_1hit_wonder_song,top_10_1hit_wonder_album,top_10_hitmaker_songs,top_10_hitmaker_albums,musicbrainz_artist_id,degree_centrality_top10_yearly,degree_centrality_firstsong_yearly,degree_centrality_top10_rolling10,degree_centrality_firstsong_rolling10,degree_centrality_top10_cumulative,degree_centrality_firstsong_cumulative,closeness_centrality_top10_yearly,closeness_centrality_firstsong_yearly,closeness_centrality_top10_rolling10,closeness_centrality_firstsong_rolling10,closeness_centrality_top10_cumulative,closeness_centrality_firstsong_cumulative,harmonic_closeness_centrality_top10_yearly,harmonic_closeness_centrality_firstsong_yearly,harmonic_closeness_centrality_top10_rolling10,harmonic_closeness_centrality_firstsong_rolling10,harmonic_closeness_centrality_top10_cumulative,harmonic_closeness_centrality_firstsong_cumulative,betweenness_centrality_top10_yearly,betweenness_centrality_firstsong_yearly,betweenness_centrality_top10_rolling10,betweenness_centrality_firstsong_rolling10,betweenness_centrality_top10_cumulative,betweenness_centrality_firstsong_cumulative,eigenvector_centrality_top10_yearly,eigenvector_centrality_firstsong_yearly,eigenvector_centrality_top10_rolling10,eigenvector_centrality_firstsong_rolling10,eigenvector_centrality_top10_cumulative,eigenvector_centrality_firstsong_cumulative
tones,Tones And I,2019.0,2025.0,2019.0,2021.0,2019-2025,3,2,2,0,0,1,0,1,0,1,1,Dance Monkey,4,Dance Monkey,4,36,46,The Kids Are Coming (EP),30,The Kids Are Coming (EP),30,48,50,"dance-pop, electropop, indie pop, english, pop soul","dance-pop, electropop, indie pop, pop soul",2019.0,2019.0,2019.0,,2019.0,,,,"Bad Batch Records, Elektra, Riotville Records",,,,True,False,True,0.0,,0.0,True,False,False,False,1708323.0,,,9.910802775024777e-05,9.910802775024777e-05,5.163422316311251e-05,5.163422316311251e-05,,,9.910802775024777e-05,9.910802775024777e-05,5.163422316311251e-05,5.163422316311251e-05,,,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,,,3.8105856962003877e-41,3.8105856962003877e-41,1.475014472275239e-76,1.475014472275239e-76
toni basil,Toni Basil,1982.0,1984.0,1982.0,1982.0,1982-1984,3,3,1,1,0,1,0,1,0,1,1,Mickey,1,Mickey,1,27,37,Word Of Mouth,22,Word Of Mouth,22,30,30,"rock, pop, dance, 80s, alternative, rock and indie","rock, pop, dance",1982.0,1982.0,1982.0,1982.0,1982.0,,,,"Chrysalis, Hallmark Records, Radialchoice",,,,True,False,True,0.0,,0.0,True,False,False,False,14823.0,0.0029498525073746,0.0029498525073746,0.0005675368898978,0.0005675368898978,0.0002855511136493,0.0002855511136493,0.0029498525073746,0.0029498525073746,0.0005675368898978,0.0005675368898978,0.0002855511136493,0.0002855511136493,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.6469777099612547e-32,2.6469777099612547e-32,3.730576646079297e-43,3.730576646079297e-43
toni braxton,Toni Braxton,1992.0,2002.0,1993.0,2020.0,1992-2020,14,12,11,2,1,6,6,7,7,10,8,Un-Break My Heart,1,"Love Shoulda Brought You Home (From ""Boomerang"")",33,20,310,Toni Braxton,1,Toni Braxton,1,96,303,"r&b, contemporary r&b, soul, pop, hip hop rnb and dance hall, quiet storm, dance","r&b, contemporary r&b, soul, pop, quiet storm, dance",1992.0,1993.0,1993.0,1996.0,1993.0,1993.0,1993.0,1993.0,"Arista, Camden, LaFace Records, BMG, BMG Eurodisc, Columbia House",,"pop, hip hop, funk, soul, ballad, swing, r&b, contemporary r&b","pop, hip hop, funk, soul, ballad, swing, r&b, contemporary r&b",False,True,False,1.0,0.0,1.0,False,False,True,True,214.0,,0.0013037809647979,0.0003052503052503,0.0003262642740619,0.0001706484641638,0.0001784758165268,,0.0013037809647979,0.0003052503052503,0.0003262642740619,0.0001706484641638,0.0001784758165268,,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,8.887598050853172e-28,3.556459525797567e-52,5.497848006825644e-51,8.33513833741998e-57,8.305050748808477e-55
tony camillo's bazuka,Tony Camillo's Bazuka,1975.0,1975.0,,,1975-1975,1,1,0,0,0,1,0,1,0,1,0,Dynomite-Part I,10,Dynomite-Part I,10,20,20,,0,,0,0,0,,,1975.0,1975.0,1975.0,,,,,,,,,,True,False,True,0.0,,0.0,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tony defranco,Tony DeFranco,1973.0,1974.0,,,1973-1974,2,2,0,0,0,1,0,2,0,2,0,Heartbeat - It's A Lovebeat,3,Heartbeat - It's A Lovebeat,3,17,30,,0,,0,0,0,,,1973.0,1973.0,1973.0,,,,,,,,,,True,False,True,0.0,,0.0,True,False,False,False,231106.0,0.0034129692832764,0.0034129692832764,0.0007490636704119,0.0007490636704119,0.0004198152812762,0.0004198152812762,0.0034129692832764,0.0034129692832764,0.0007490636704119,0.0007490636704119,0.0004198152812762,0.0004198152812762,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2830439278539078e-15,1.2830439278539078e-15,1.5132453230398975e-34,1.5132453230398975e-34,2.594913229589046e-40,2.594913229589046e-40
tony joe white,Tony Joe White,1969.0,1980.0,1969.0,1971.0,1969-1980,4,4,3,0,0,1,0,1,0,2,0,Polk Salad Annie,8,Polk Salad Annie,8,12,26,Black And White,51,Black And White,51,16,23,"rock, singer-songwriter, country, blues rock, swamp rock, bare necessities","rock, singer-songwriter, country, blues rock, swamp rock",1969.0,1969.0,1969.0,,1969.0,,,,"Movieplay Gold, Warner Archives, Warner Bros. Records",,,,True,False,True,0.0,,0.0,True,False,False,False,12078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tony orlando,Tony Orlando,1961.0,1979.0,1971.0,1976.0,1961-1979,9,20,10,2,0,4,0,7,3,13,5,Tie A Yellow Ribbon Round The Ole Oak Tree,1,Bless You,15,12,183,Prime Time,16,Dawn Featuring Tony Orlando,178,2,181,pop,pop,1961.0,1961.0,,,,,,,,,,,False,False,False,,,,False,False,True,False,70008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tony toni tone,Tony Toni Tone,1988.0,1997.0,1988.0,1996.0,1988-1997,7,10,4,0,0,3,0,3,0,9,3,If I Had No Loot,7,Little Walter,47,10,152,Sons Of Soul,24,Who?,69,46,184,,,1988.0,1990.0,1990.0,,1988.0,,,,,,,,False,False,False,2.0,,2.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tony! toni! tone!,Tony! Toni! Tone!,2004.0,2004.0,,,2004-2004,1,1,0,0,0,1,0,1,0,1,0,Diary,8,Diary,8,28,28,,0,,0,0,0,,,2004.0,2004.0,2004.0,,,,,,,,,,True,False,True,0.0,,0.0,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toosii,Toosii,2023.0,2023.0,2020.0,2024.0,2020-2024,4,1,5,0,0,1,0,1,2,1,4,Favorite Song,5,Favorite Song,5,27,27,Poetic Pain,17,Poetic Pain,17,10,30,"hip hop, pop rap, trap","hip hop, pop rap, trap",2023.0,2023.0,2023.0,,2020.0,2020.0,,,"Capitol Records, South Coast Music Group",,,,True,False,False,0.0,,3.0,True,False,False,False,1955653.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tory lanez,Tory Lanez,2015.0,2023.0,2016.0,2025.0,2015-2025,9,16,10,0,0,1,7,2,7,8,9,Whats Poppin,2,Say It,23,24,151,Chixtape 5,2,I Told You,4,23,163,"r&b, hip hop, alternative hip hop, contemporary r&b, dancehall, canadian hip hop, alternative r&b","r&b, hip hop, alternative hip hop, contemporary r&b, dancehall, alternative r&b",2015.0,2016.0,,,2016.0,2016.0,2016.0,,"Interscope Records, Mad Love Records",,,,False,True,False,,0.0,1.0,True,False,False,True,898962.0,,,,0.0003852080123266,,0.0001931745009658,,,,0.1091479522625784,,0.1238666192269703,,,,927.6510683760448,,2048.1471100366057,,,,0.0,,0.0,,,,5.0321005150904695e-05,,1.1906488058406109e-07
total,Total,1995.0,1999.0,1996.0,1998.0,1995-1999,5,8,2,0,0,2,0,5,0,8,2,What You Want,6,"Can't You See (From ""New Jersey Drive"")",13,20,161,Total,23,Total,23,27,57,"drum and bass, punk, punk, post-punk, liquid funk, psytrance, d-beat, jungle, goa trance, depressive black metal","drum and bass, punk, punk, post-punk, liquid funk, psytrance, d-beat, jungle, goa trance, depressive black metal",1995.0,1995.0,1998.0,,1996.0,,,,"Arista, Bad Boy Entertainment, Bad Boy Records, BMG, Puff Daddy Records, LaFace Records",,,,False,False,False,3.0,,3.0,False,False,True,False,2567925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toto,Toto,1978.0,1988.0,1978.0,2018.0,1978-2018,12,14,10,1,0,4,2,5,2,12,6,Africa,1,Hold The Line,5,21,210,Toto IV,4,Toto,9,48,250,"rock, pop rock, brutal death metal, technical death metal, death metal, post-rock, math rock, yacht rock, hard rock, aor","rock, pop rock, brutal death metal, technical death metal, death metal, post-rock, math rock, yacht rock, hard rock, aor",1978.0,1978.0,1978.0,1982.0,1978.0,1978.0,1978.0,,"CBS, Columbia, Hallmark Records, Arcade, Ariola Express, BMG",,,,True,True,True,0.0,0.0,0.0,False,False,True,True,3030164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tove lo,Tove Lo,2014.0,2016.0,2014.0,2022.0,2014-2022,6,6,5,0,0,1,0,3,2,4,2,Habits (Stay High),3,Habits (Stay High),3,39,118,Lady Wood,11,Queen Of The Clouds,14,65,71,"electropop, dance-pop, pop, alternative pop, contemporary r&b, indie pop, female vocals","electropop, dance-pop, pop, alternative pop, contemporary r&b, indie pop",2014.0,2014.0,2014.0,,2014.0,2014.0,,,"Pretty Swede Records, Universal","contemporary r&b, synth-pop, electropop, eurodance, ballad, europop, dance",,"contemporary r&b, synth-pop, electropop, eurodance, ballad, europop, dance",True,False,True,0.0,,0.0,True,False,False,False,934240.0,0.0006357279084551,0.0006357279084551,0.0001356300013563,0.0001356300013563,6.760411032990806e-05,6.760411032990806e-05,0.0006357279084551,0.0006357279084551,0.0851526188745914,0.0851526188745914,0.1141826524129138,0.1141826524129138,1.0,1.0,680.3881757131558,680.3881757131558,1753.7179370465908,1753.7179370465908,0.0,0.0,0.0,0.0,0.0,0.0,9.278085578357086e-28,9.278085578357086e-28,1.67642225645749e-07,1.67642225645749e-07,2.055862874663692e-08,2.055862874663692e-08
tracey ullman,Tracey Ullman,1984.0,1984.0,1984.0,1984.0,1984-1984,1,2,1,0,0,1,0,1,0,1,1,They Don't Know,8,They Don't Know,8,17,21,You Broke My Heart In 17 Places,34,You Broke My Heart In 17 Places,34,20,20,"pop, rock, synth-pop, doo-wop","pop, rock, synth-pop, doo-wop",1984.0,1984.0,1984.0,,1984.0,,,,Stiff Records,,,,True,False,True,0.0,,0.0,True,False,False,False,2838.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tracie spencer,Tracie Spencer,1988.0,2000.0,1988.0,1999.0,1988-2000,7,8,3,0,0,1,0,2,0,5,0,This House,3,Symptoms Of True Love,38,16,101,Make The Difference,107,Tracie Spencer,146,21,39,"contemporary r&b, soul, dance-pop, quiet storm, new jack swing","contemporary r&b, soul, dance-pop, quiet storm, new jack swing",1988.0,1990.0,1990.0,,1988.0,,,,"Capitol Records, EMI Electrola","soul, pop, dance, dance-pop, r&b, contemporary r&b",,"soul, pop, dance, dance-pop, r&b, contemporary r&b",False,False,False,2.0,,2.0,True,False,False,False,63489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tracy chapman,Tracy Chapman,1988.0,1996.0,1988.0,2015.0,1988-2015,10,5,9,0,1,2,3,2,3,3,6,Give Me One Reason,3,Fast Car,6,22,81,Tracy Chapman,1,Tracy Chapman,1,64,238,"contemporary folk, folk rock, blues rock, american, singer-songwriter, folk pop, rock, androgynous vocals, pop, folk","contemporary folk, folk rock, blues rock, singer-songwriter, folk pop, rock, pop, folk",1988.0,1988.0,1988.0,,1988.0,1988.0,1988.0,1988.0,"Elektra, AMIGA, BMG Direct Marketing, Inc.",,blues rock,blues rock,True,True,True,0.0,0.0,0.0,False,False,True,True,1477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train,Train,1999.0,2016.0,1999.0,2018.0,1999-2018,15,14,13,0,0,3,6,6,7,9,8,"Hey, Soul Sister",3,Meet Virginia,20,27,316,California 37,4,Train,76,32,365,"progressive rock, pop, alternative rock, pop rock, deathcore, doo-wop, pop, rock, punk rock, music for soccer moms","progressive rock, pop, alternative rock, pop rock, deathcore, doo-wop, pop, rock, punk rock",1999.0,1999.0,2001.0,,1999.0,2001.0,2001.0,,"Columbia, Sony Music, A&M Records, Attack 9, Audiophile Sound, Aware Records, BMG Direct Marketing, Inc.",,"rock, alternative rock, pop rock","rock, alternative rock, pop rock",False,False,False,2.0,2.0,2.0,False,False,True,True,2458459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travie mccoy,Travie McCoy,2010.0,2013.0,2010.0,2010.0,2010-2013,3,4,1,0,0,1,0,1,0,3,1,Billionaire,4,Billionaire,4,27,61,Lazarus,25,Lazarus,25,5,5,"pop, hip hop, pop rap","pop, hip hop, pop rap",2010.0,2010.0,2010.0,,2010.0,,,,"Decaydance, Fueled by Ramen",,,,True,False,True,0.0,,0.0,True,False,False,False,697597.0,0.0008787346221441,0.0008787346221441,0.0003395585738539,0.0003395585738539,0.0001642980366384,0.0001642980366384,0.0008787346221441,0.0008787346221441,0.0869263398280105,0.0869263398280105,0.1175034427569742,0.1175034427569742,1.0,1.0,567.28700327451,567.28700327451,1502.5917804417825,1502.5917804417825,0.0,0.0,9.816575520934687e-05,9.816575520934687e-05,6.227918739368106e-05,6.227918739368106e-05,5.493852559560456e-32,5.493852559560456e-32,3.916770922497048e-08,3.916770922497048e-08,5.2372163419014536e-08,5.2372163419014536e-08
travis & bob,Travis & Bob,1959.0,1959.0,,,1959-1959,1,1,0,0,0,1,0,1,0,1,0,Tell Him No,8,Tell Him No,8,13,13,,0,,0,0,0,,,1959.0,1959.0,1959.0,,,,,,,,,,True,False,True,0.0,,0.0,True,False,False,False,177351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travis scott,Travis Scott,2015.0,2026.0,2015.0,2025.0,2015-2026,12,125,6,4,5,17,6,30,6,77,6,Sicko Mode,1,Antidote,16,26,776,Birds In The Trap Sing McKnight,1,Rodeo,3,59,874,"hip hop, trap, southern hip hop, rap, pop rap, english, experimental hip hop","hip hop, trap, southern hip hop, pop rap, experimental hip hop",2015.0,2015.0,2018.0,2018.0,2015.0,2015.0,2015.0,2016.0,"Grand Hustle, Cactus Jack, Epic, ByStorm Entertainment, RCA, Top Dawg Entertainment, 10K Projects",trap,,"hip hop, trap, southern hip hop",False,True,True,3.0,0.0,0.0,False,False,True,True,894303.0,0.0026785714285714,0.0047253396337861,0.0035211267605633,0.0017976373908577,0.0018050541516245,0.0009014810045074,0.0756397431918166,0.076419402705545,0.1663636619260876,0.1320020997918298,0.1755939171421274,0.1511331490754476,192.4010683760674,154.317929292929,1807.1891525141891,1180.215895215872,3564.196957617304,2565.202431310557,0.0041532944541794,0.0529515733928044,0.0027451463137679,0.000422639109596,0.0008158216224492,0.0002789768793756,0.000647991565852,0.0024186238464017,0.0839036671575342,0.0011886627984231,4.261670451674414e-05,8.038947717238044e-06
trey songz,Trey Songz,2005.0,2017.0,2005.0,2020.0,2005-2020,14,36,12,0,2,2,5,5,8,15,9,Bottoms Up,6,Girl Tonite,14,20,528,Chapter V,1,I Gotta Make It,20,26,270,"r&b, contemporary r&b, hip hop, electropop, pop rap, soul","r&b, contemporary r&b, hip hop, electropop, pop rap, soul",2005.0,2005.0,2009.0,,2005.0,2005.0,2009.0,2012.0,"Atlantic, Songbook Productions",,"hip hop, r&b, contemporary r&b","soul, r&b, hip hop, contemporary r&b",False,False,False,4.0,4.0,4.0,False,False,True,True,217006.0,0.0029469548133595,,0.0008770391159445,,0.0004289268250836,,0.0346370273351281,,0.0939901599310786,,0.1211419643522375,,41.94087301587304,,598.8187812187864,,1493.6506493506536,,0.0002910591490181,,0.0001143473995242,,1.9714738721584383e-05,,4.8206449281276324e-29,,2.804265677785507e-07,,1.3123990625542517e-07,
trick daddy,Trick Daddy,1999.0,2008.0,1999.0,2009.0,1999-2009,10,12,7,0,0,1,3,4,3,7,7,Let's Go,7,Nann,62,20,221,Thug Matrimony: Married To The Streets,2,www.thug.com,30,37,174,"hip hop, east coast hip hop","hip hop, east coast hip hop",1999.0,2001.0,2004.0,,1999.0,2001.0,2001.0,,"Slip‐N‐Slide Records, Atlantic, Amaru Entertainment, Interscope Records, Tha Row Records",,,,False,False,False,5.0,2.0,2.0,True,False,False,True,9502.0,0.0062814070351758,0.0011428571428571,0.0017935432443204,0.0008791208791208,0.0009448818897637,0.0005099439061703,0.018461874590343,0.0011428571428571,0.0847091294125956,0.0008791208791208,0.1069924656303247,0.0005099439061703,19.653571428571425,1.0,480.22325729826434,4.0,1084.3140026639471,4.0,0.0017027653993236,0.0,0.0003509997216051,1.3192610862428404e-06,0.000531706421668,0.0,5.05346072945845e-08,1.2742596858223449e-15,9.610937220354184e-07,1.8827489812761875e-92,1.1537419023608208e-08,3.649538686724846e-51
trina & tamara,Trina & Tamara,1997.0,1999.0,,,1997-1999,2,2,0,0,0,1,0,1,0,1,0,My Love Is The Shhh!,4,My Love Is The Shhh!,4,26,38,,0,,0,0,0,,,1997.0,1997.0,1997.0,,,,,,Warner Bros. Records,,,,True,False,True,0.0,,0.0,True,False,False,False,273671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trini lopez,Trini Lopez,1963.0,1968.0,1967.0,1967.0,1963-1968,6,13,1,0,0,1,0,2,0,6,0,If I Had A Hammer,3,If I Had A Hammer,3,14,84,Trini Lopez - Now!,162,Trini Lopez - Now!,162,7,7,death by covid-19,,1963.0,1963.0,1963.0,,1967.0,,,,"Eagle Music, Euro Trend, Red Onion Records",,,,True,False,True,0.0,,0.0,True,False,False,False,4234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
troy shondell,Troy Shondell,1961.0,1962.0,,,1961-1962,2,3,0,0,0,1,0,1,0,1,0,This Time,6,This Time,6,13,20,,0,,0,0,0,,,1961.0,1961.0,1961.0,,,,,,"Jasmine Records, Liberty",,,,True,False,True,0.0,,0.0,True,False,False,False,50262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
truth hurts,Truth Hurts,2002.0,2002.0,2002.0,2004.0,2002-2004,2,1,2,0,0,1,1,1,1,1,1,Addictive,9,Addictive,9,20,20,Truthfully Speaking,5,Truthfully Speaking,5,14,15,"hip hop, dance hall, r&b","hip hop, r&b",2002.0,2002.0,2002.0,,2002.0,2002.0,2002.0,,"Aftermath Entertainment, Interscope Records, Aftermath Records","r&b, soul, hip hop, contemporary r&b, dance","hip hop, r&b","r&b, soul, hip hop, contemporary r&b, dance",True,True,True,0.0,0.0,0.0,True,True,False,False,47789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tweet,Ginuwine & Tweet,2001.0,2002.0,2002.0,2016.0,2001-2016,5,3,4,0,0,1,1,1,2,3,3,Oops (Oh My),7,Take Away,45,20,59,Southern Hummingbird,3,Southern Hummingbird,3,21,31,,,2001.0,,,,,,,,,,,,False,False,False,,,,True,True,False,False,41282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
twenty one pilots,twenty one pilots,2015.0,2025.0,2013.0,2025.0,2013-2025,9,14,10,0,3,3,6,3,6,5,7,Stressed Out,2,Stressed Out,2,52,162,Blurryface,1,Vessel,21,169,973,"alternative rock, indie pop, alternative rap, alternative hip hop, rap, electropop, pop rap, indie, indietronica, hip hop","alternative rock, indie pop, alternative hip hop, electropop, pop rap, indietronica, hip hop",2015.0,2015.0,2015.0,,2013.0,2015.0,2015.0,2015.0,"Atlantic, Fueled by Ramen, [no label], Warner Music Japan",,,,True,False,False,0.0,2.0,2.0,False,False,True,True,839065.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
twista,Twista,1997.0,2010.0,1997.0,2014.0,1997-2014,11,15,8,1,1,3,4,4,4,8,7,Slow Jamz,1,Get It Wet,96,2,179,Kamikaze,1,Adrenaline Rush,77,17,100,"hip hop, gangsta rap, hardcore hip hop, hip hop","hip hop, gangsta rap, hardcore hip hop, hip hop",1997.0,2003.0,2003.0,2003.0,1997.0,2004.0,2004.0,2004.0,"Atlantic, Big Beat, Rhino Atlantic","hip hop, gangsta rap, r&b, soul",hip hop,"hip hop, gangsta rap, r&b, soul",False,False,False,6.0,7.0,6.0,False,False,True,True,2241631.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ty dolla $ign,Ty Dolla $ign,2014.0,2026.0,2014.0,2024.0,2014-2026,11,55,11,3,2,5,5,7,7,24,8,Psycho,1,Paranoid,29,20,394,Vultures 1,1,Beach House (EP),51,1,103,"hip hop, rap, pop rap, english, r&b, contemporary r&b","hip hop, pop rap, r&b, contemporary r&b",2014.0,2016.0,2016.0,2018.0,2014.0,2015.0,2020.0,2024.0,"Atlantic, Epic, Syco Music, Def Jam Recordings",,,hip hop,False,False,False,2.0,6.0,2.0,False,False,True,True,1258878.0,0.0103711790393013,0.0057215511760966,0.0043721156181685,0.0016275600162756,0.0021982047994138,0.0008112493239588,0.1047082089994807,0.0666765292684508,0.152546264054204,0.1253659646196053,0.1611655716055037,0.1437063508078521,225.94325396825352,125.40714285714294,1486.2579087579018,1066.6275974025784,2966.955604526108,2338.8992723780366,0.0350955662763498,0.0225535105533067,0.0101900454693154,0.0009639856257673,0.003577099315351,0.0003053103654728,0.0225095762914857,1.4380625539956256e-05,0.1006957548440776,0.0001632472529933,1.6915534220053736e-05,3.720433893740379e-06
tyga,Tyga,2008.0,2022.0,2008.0,2023.0,2008-2023,13,31,7,0,0,2,3,2,4,7,4,Rack City,7,Coconut Juice,94,1,299,Careless World: Rise Of The Last King,4,No Introduction,112,1,86,"hip hop, pop rap, west coast hip hop, trap, ratchet music","hip hop, pop rap, west coast hip hop, trap, ratchet music",2008.0,2011.0,2011.0,,2008.0,2012.0,2012.0,,"Young Money, [no label], DCD2, Cash Money Records, Motown, Universal Republic Records",,,,False,False,False,3.0,4.0,3.0,False,False,True,True,531656.0,0.0024330900243309,,0.0009767214715936,,0.0004717351993081,,0.041368123724026,,0.1066058916389221,,0.1307673078287896,,58.54642857142871,,742.0666500166515,,1780.4523088024512,,0.0,,0.0002093209598213,,0.0001304877386675,,0.0250213855251636,,2.2448390008022483e-06,,7.728323786883665e-07,
tyla,Tyla,2023.0,2025.0,2024.0,2024.0,2023-2025,3,3,1,0,0,1,0,1,0,2,1,Water,7,Water,7,29,44,Tyla,24,Tyla,24,15,15,"amapiano, pop, afrobeats, r&b, contemporary r&b, gen z, 2020s, spike, hip-hop, uk","amapiano, pop, afrobeats, r&b, contemporary r&b",2023.0,2023.0,2023.0,,2024.0,,,,"Epic, FAX Records, SO Empire",,,,True,False,True,0.0,,0.0,True,False,False,False,164856.0,,,,,4.179204279505182e-05,4.179204279505182e-05,,,,,4.179204279505182e-05,4.179204279505182e-05,,,,,1.0,1.0,,,,,0.0,0.0,,,,,1.0920762047872947e-75,1.0920762047872947e-75
tyler collins,Tyler Collins,1990.0,1995.0,1990.0,1990.0,1990-1995,3,4,1,0,0,1,0,1,0,2,0,Girls Nite Out,6,Girls Nite Out,6,21,35,Girls Nite Out,85,Girls Nite Out,85,22,22,"ballad, quiet storm, new jack swing, pop soul, contemporary r&b","ballad, quiet storm, new jack swing, pop soul, contemporary r&b",1990.0,1990.0,1990.0,,1990.0,,,,RCA,,,,True,False,True,0.0,,0.0,True,False,False,False,50852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"tyler, the creator","Tyler, The Creator",2017.0,2025.0,2011.0,2025.0,2011-2025,11,55,12,0,6,3,12,7,12,25,12,St. Chroma,7,Who Dat Boy,87,1,234,IGOR,1,Goblin,5,14,1451,"hip hop, hardcore hip hop, horrorcore, west coast hip hop","hip hop, hardcore hip hop, horrorcore, west coast hip hop",2017.0,2019.0,2024.0,,2011.0,2011.0,2011.0,2019.0,"Columbia, Lost Kids, [no label], High Note Records, XL Recordings",,,,False,True,True,7.0,0.0,0.0,False,False,True,True,767971.0,,,0.0009859689040576,0.0011427265455376,0.0007643722090356,0.0005785028346638,,,0.1768624393903298,0.1354339682144427,0.1843297143532611,0.1530882732077688,,,2534.0704378954824,1321.4924575424743,4947.35741937716,2837.2073000528503,,,0.0029589538466881,0.0005263875457275,0.0017528883893991,0.0002615371726513,,,0.0029740334069009,0.0101772699792124,2.162300571034807e-05,3.28836724740998e-06
tyrese,Tyrese,1998.0,2006.0,1998.0,2015.0,1998-2015,8,10,5,0,1,2,3,3,5,6,5,How You Gonna Act Like That,7,Nobody Else,36,15,181,Black Rose,1,Tyrese,17,36,142,"rnb, contemporary r&b",contemporary r&b,1998.0,1999.0,2003.0,,1998.0,1998.0,2001.0,2015.0,"BMG, RCA, J Records, Headquarter Records",soul,,"pop, funk, soul, contemporary r&b, r&b, hip hop, east coast hip hop",False,False,False,5.0,3.0,3.0,False,False,True,True,20620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyrone davis,Tyrone Davis,1968.0,1982.0,1969.0,1983.0,1968-1983,11,15,7,0,0,2,0,2,0,5,0,Turn Back The Hands Of Time,3,Can I Change My Mind,5,13,122,Love And Touch,89,Can I Change My Mind,146,6,56,"soul, chicago soul, smooth soul, r&b","soul, chicago soul, smooth soul, r&b",1968.0,1968.0,1968.0,,1969.0,,,,"Brunswick, Dakar Records",,,,True,False,True,0.0,,0.0,False,False,True,False,38354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u.s. bonds,U.S. Bonds,1960.0,1961.0,,,1960-1961,2,2,0,1,0,2,0,2,0,2,0,Quarter To Three,1,New Orleans,6,14,29,,0,,0,0,0,,,1960.0,1960.0,1960.0,1961.0,,,,,,,,,True,False,True,0.0,,0.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
