performer_normalized,performer,first_song_year,last_song_year,first_album_year,last_album_year,years_active_on_charts,#_of_unique_years_active,total_charting_songs,total_charting_albums,#1_hit_song_count,#1_hit_album_count,top_10_song_count,top_10_album_count,top_20_song_count,top_20_album_count,top_50_song_count,top_50_album_count,highest_charting_song_name,highest_charting_song_position,first_charting_song_name,first_charting_song_position,first_charting_song_duration,total_charting_songs_duration_weeks,highest_charting_album_name,highest_charting_album_position,first_charting_album_name,first_charting_album_position,first_charting_album_duration,total_charting_albums_duration_weeks,tags,genre_tags_musicbrainz,first_year_on_chart_songs,first_year_top_20_songs,first_year_top_10_songs,first_year_num1_songs,first_year_on_chart_albums,first_year_top_20_albums,first_year_top_10_albums,first_year_num1_albums,aggregate_labels,first_top_10_hit_song_genre_tags,first_top_10_hit_album_genre_tags,genre_tags_through_first_top_10_hit,top_10_hit_song_in_first_year_on_charts,top_10_hit_album_in_first_year_on_charts,top_10_hit_album_or_song_in_first_year_on_charts,years_before_first_top_10_hit_song,years_before_first_top_10_hit_album,years_before_first_top_10_hit_song_or_album,top_10_1hit_wonder_song,top_10_1hit_wonder_album,top_10_hitmaker_songs,top_10_hitmaker_albums
the nelson riddle orchestra,The Nelson Riddle Orchestra,1983.0,1983.0,1983.0,1983.0,1983-1983,1,1,1,0,0,0,1,0,1,0,1,What's New,53,What's New,53,14,14,What's New,3,What's New,3,80,80,,,1983.0,,,,1983.0,1983.0,1983.0,,,,,,False,True,True,,0,0,False,True,False,False
the new power generation,The New Power Generation,1992.0,1993.0,1991.0,1998.0,1991-1998,4,3,3,0,0,1,2,1,2,3,3,7,7,7,7,23,45,Diamonds And Pearls,3,Diamonds And Pearls,3,47,90,"funk, pop rock, new jack swing, p-funk, pop soul, contemporary r&b","funk, pop rock, new jack swing, p-funk, pop soul, contemporary r&b",1992.0,1992.0,1992.0,,1991.0,1991.0,1991.0,,"Paisley Park, Sabotage, Warner Bros. Records, BMG Direct, Legacy, NPG Records",,,,True,True,True,0,0,0,True,False,False,True
the new vaudeville band,The New Vaudeville Band,1966.0,1967.0,1967.0,1967.0,1966-1967,2,2,1,1,0,1,1,1,1,1,1,Winchester Cathedral,1,Winchester Cathedral,1,15,19,Winchester Cathedral,5,Winchester Cathedral,5,31,31,"pop, music hall","pop, music hall",1966.0,1966.0,1966.0,1966.0,1967.0,1967.0,1967.0,,"C5 Records, Collectables, Fontana",,,,True,True,True,0,0,0,True,True,False,False
the notorious b.i.g.,The Notorious B.I.G.,1994.0,2005.0,1994.0,2017.0,1994-2017,10,12,6,2,3,4,4,8,5,11,5,Hypnotize,1,Juicy/Unbelievable,27,20,243,Life After Death,1,Ready To Die,15,97,624,"hip hop, gangsta rap, east coast hip hop, hardcore hip hop, boom bap, death by murder","hip hop, gangsta rap, east coast hip hop, hardcore hip hop, boom bap",1994.0,1995.0,1995.0,1997.0,1994.0,1994.0,1997.0,1997.0,"Bad Boy Entertainment, Bad Boy Records, Puff Daddy Records, Atlantic, BMG Crescendo, BMG Direct Marketing, Inc.",,,,False,False,False,1,3,1,False,False,True,True
the o'jays,The O'Jays,1963.0,1997.0,1972.0,2004.0,1963-2004,26,29,22,1,0,6,3,7,8,13,11,Love Train,1,Lonely Drifter,93,3,252,So Full Of Love,6,Backstabbers,10,44,416,,,1963.0,1972.0,1972.0,1973.0,1972.0,1972.0,1972.0,,,,,,False,True,False,9,0,9,False,False,True,True
the offspring,The Offspring,1998.0,2008.0,1994.0,2022.0,1994-2022,12,6,10,0,0,0,7,0,8,0,10,Pretty Fly (For A White Guy),53,Pretty Fly (For A White Guy),53,16,84,Americana,2,Smash,4,101,325,"punk rock, pop punk, punk, skate punk, rock, comedy rock, alternative rock, american, ska punk, melodic hardcore","punk rock, pop punk, punk, skate punk, rock, comedy rock, alternative rock, ska punk, melodic hardcore",1998.0,,,,1994.0,1994.0,1994.0,,"Epitaph, Hoddle Records",,,,False,True,True,,0,0,False,False,False,True
the osmonds,The Osmonds,1971.0,1976.0,1971.0,2008.0,1971-2008,8,12,13,1,0,4,1,7,4,11,6,One Bad Apple,1,One Bad Apple,1,15,133,Phase-III,10,Osmonds,14,43,225,"pop, country, pop rock, hard rock, bubblegum pop, bubblegum, vocal group","pop, country, pop rock, hard rock, bubblegum pop",1971.0,1971.0,1971.0,1971.0,1971.0,1971.0,1972.0,,"MGM Records, 7T’s, Curb Records","pop rock, rock",,"pop rock, rock",True,False,True,0,1,0,False,True,True,False
the outfield,The Outfield,1986.0,1992.0,1985.0,1990.0,1985-1992,6,8,4,0,0,1,1,2,2,6,2,Your Love,6,Your Love,6,22,112,Play Deep,9,Play Deep,9,66,126,2008 universal fire victim,,1986.0,1986.0,1986.0,,1985.0,1985.0,1985.0,,"Columbia, Nettwerk, CBS, CBS/Sony",,power pop,power pop,True,True,True,0,0,0,True,True,False,False
the partridge family,The Partridge Family,,,1970.0,1973.0,1970-1973,4,0,7,0,0,0,3,0,4,0,6,,0,,0,0,0,Up To Date,3,The Partridge Family Album,4,68,217,,,,,,,1970.0,1970.0,1970.0,,"Arista, Bell Records, Buddha Records",,,,False,True,True,,0,0,False,False,False,True
the pointer sisters,The Pointer Sisters,1973.0,1987.0,1973.0,1988.0,1973-1988,16,26,16,0,0,7,1,13,4,18,8,Fire,2,Yes We Can Can,11,16,387,Break Out,8,The Pointer Sisters,13,37,373,"soul, contemporary r&b, disco, dance-pop, 2008 universal fire victim, funk, pop soul, pop","soul, contemporary r&b, disco, dance-pop, funk, pop soul, pop",1973.0,1973.0,1978.0,,1973.0,1973.0,1983.0,,"Hip‐O Records, Unidisc, Blue Thumb Records, Planet, RCA, Ariola, BMG, BMG Heritage, Hip‐O Select, MCA Records, BMG UK & Ireland, Camden, ABC Records, Big Break Records, Legacy, Broadside Records, Ariola Power World","pop, soul, disco, ballad, r&b",,"pop, soul, disco, ballad, r&b",False,False,False,5,10,5,False,True,True,False
the police,The Police,1979.0,1997.0,1979.0,2007.0,1979-2007,12,13,11,1,1,6,4,8,5,11,8,Every Breath You Take,1,Roxanne,32,13,189,Synchronicity,1,Outlandos D'amour,23,63,574,"new wave, rock, pop rock, post-punk, punk, indie rock, reggae rock, punk rock, portland, alternative rock","new wave, rock, pop rock, post-punk, punk, indie rock, reggae rock, punk rock, alternative rock",1979.0,1980.0,1980.0,1983.0,1979.0,1980.0,1980.0,1983.0,"A&M Records, Mena Music, Banana, Polydor, Universal",,,,False,False,False,1,1,1,False,False,True,True
the power station,The Power Station,1985.0,1985.0,1985.0,1985.0,1985-1985,1,3,1,0,0,2,1,2,1,3,1,Some Like It Hot,6,Some Like It Hot,6,18,43,The Power Station,6,The Power Station,6,44,44,"rock, pop rock","rock, pop rock",1985.0,1985.0,1985.0,,1985.0,1985.0,1985.0,,"Capitol Records, Parlophone, BMG Direct Marketing, Inc., EMI","rock, classic rock, pop, new wave",,"rock, classic rock, pop, new wave",True,True,True,0,0,0,False,True,True,False
the presidents of the united states of america,The Presidents Of The United States Of America,1996.0,1996.0,1995.0,1996.0,1995-1996,2,1,2,0,0,0,1,0,1,1,2,Peaches,29,Peaches,29,14,14,The Presidents Of The United States Of America,6,The Presidents Of The United States Of America,6,55,68,"alternative rock, pop punk, indie rock, power pop, post-grunge","alternative rock, pop punk, indie rock, power pop, post-grunge",1996.0,,,,1995.0,1995.0,1995.0,,"Columbia, PUSA Music, Popllama",,,,False,True,True,,0,0,False,True,False,False
the pretty reckless,The Pretty Reckless,,,2011.0,2021.0,2011-2021,4,0,4,0,0,0,1,0,2,0,3,,0,,0,0,0,Going To Hell,5,Light Me Up,65,1,33,"hard rock, alternative rock, female fronted, post-grunge, rock, pop rock, alternative metal","hard rock, alternative rock, post-grunge, rock, pop rock, alternative metal",,,,,2011.0,2014.0,2014.0,,"DAS Label, Interscope Records, Polydor, Cooking Vinyl, Fearless Records",,,,False,False,False,,3,3,False,True,False,False
the prodigy,The Prodigy,1997.0,1997.0,1997.0,2015.0,1997-2015,4,2,5,0,1,0,1,0,1,1,1,Firestarter,30,Firestarter,30,20,27,The Fat Of The Land,1,The Fat Of The Land,1,57,66,"big beat, electronic, breakbeat, breakbeat hardcore, dance, rave, british, hardcore breaks, uk, techno","big beat, electronic, breakbeat, breakbeat hardcore, dance, rave, hardcore breaks, techno",1997.0,,,,1997.0,1997.0,1997.0,1997.0,"Beat Records, Delabel, Everlasting Records",,"electronic, downtempo, big beat, breakbeat, new age","electronic, downtempo, big beat, breakbeat, new age",False,True,True,,0,0,False,True,False,False
the pussycat dolls,The Pussycat Dolls,2005.0,2009.0,2005.0,2008.0,2005-2009,5,11,2,0,0,4,2,7,2,8,2,Don't Cha,2,Don't Cha,2,40,197,Doll Domination,4,PCD,5,99,131,"dance-pop, pop, electropop, r&b, contemporary r&b, female vocals, english","dance-pop, pop, electropop, r&b, contemporary r&b",2005.0,2005.0,2005.0,,2005.0,2005.0,2005.0,,"A&M Records, Graveyard Child Escape, Polydor Associated Labels, Pussycat Dolls JV, [no label], BMG Direct Marketing, Inc., East Records",,,,True,True,True,0,0,0,False,False,True,True
the raconteurs,The Raconteurs,2006.0,2006.0,2006.0,2019.0,2006-2019,3,1,3,0,1,0,3,0,3,0,3,"Steady, As She Goes",54,"Steady, As She Goes",54,20,20,Help Us Stranger,1,Broken Boy Soldiers,7,27,50,"indie rock, alternative rock, blues rock, rock, garage rock revival","indie rock, alternative rock, blues rock, rock, garage rock revival",2006.0,,,,2006.0,2006.0,2006.0,2019.0,"Just Music, Third Man Records, V2",,,,False,True,True,,0,0,False,False,False,True
the rascals,The Rascals,1968.0,1971.0,1967.0,1972.0,1967-1972,6,9,10,1,1,2,3,2,6,6,7,People Got To Be Free,1,People Got To Be Free,1,14,74,Time Peace/The Rascals' Greatest Hits,1,Groovin',5,59,353,"pop rock, blue-eyed soul, sunshine pop, psychedelic pop, rock and indie","pop rock, blue-eyed soul, sunshine pop, psychedelic pop",1968.0,1968.0,1968.0,1968.0,1967.0,1967.0,1967.0,1968.0,"Atlantic, Mobile Fidelity Sound Lab",,,,True,True,True,0,0,0,False,False,True,True
the robertsons,The Robertsons,,,2013.0,2013.0,2013-2013,1,0,1,0,0,0,1,0,1,0,1,,0,,0,0,0,Duck The Halls: A Robertson Family Christmas,3,Duck The Halls: A Robertson Family Christmas,3,18,18,,,,,,,2013.0,2013.0,2013.0,,"Capitol Records Nashville, EMI Records Nashville",,,,False,True,True,,0,0,False,True,False,False
the rolling stones,The Rolling Stones,1964.0,2003.0,1967.0,2023.0,1964-2023,43,57,54,8,8,23,33,30,38,49,44,(I Can't Get No) Satisfaction,1,Time Is On My Side,6,13,585,Sticky Fingers,1,Aftermath,2,50,1832,"rock, blues rock, british, classic rock, psychedelic rock, british rhythm & blues, pop rock, rock and roll, blues, rock & roll","rock, blues rock, classic rock, psychedelic rock, british rhythm & blues, pop rock, rock and roll, blues",1964.0,1964.0,1964.0,1965.0,1967.0,1967.0,1967.0,1971.0,"Decca Records, London Records, Rolling Stones Records, ABKCO, CD‐Maximum, Decca",,,,True,True,True,0,0,0,False,False,True,True
the roots,The Roots,1997.0,2010.0,1995.0,2014.0,1995-2014,14,4,16,0,0,0,6,0,9,2,12,What They Do,34,What They Do,34,15,31,Things Fall Apart,4,Do You Want More?!!!??!,104,10,161,"hip hop, jazz, soul, reggae, garage rock, dub, genres, rap, alternative rap, alternative hip hop","hip hop, jazz, soul, reggae, garage rock, dub, alternative hip hop",1997.0,,,,1995.0,1999.0,1999.0,,"DGC Records, Geffen Records, MCA Records, Okayplayer Records",,,"hip hop, conscious hip hop",False,False,False,,4,4,False,False,False,True
the script,The Script,2009.0,2014.0,2009.0,2017.0,2009-2017,6,6,5,0,0,0,2,1,3,4,3,Breakeven,12,Breakeven,12,43,132,Science & Faith,3,The Script,64,49,101,"soft rock, pop rock, breakeven","soft rock, pop rock",2009.0,2009.0,,,2009.0,2011.0,2011.0,,"Epic, Phonogenic, RCA",,,,False,False,False,,2,2,False,False,False,True
the seekers,The Seekers,1965.0,1967.0,1967.0,1967.0,1965-1967,3,4,2,0,0,2,1,3,1,4,1,Georgy Girl,2,I'll Never Find Another You,4,13,46,Georgy Girl,10,Georgy Girl,10,28,38,"folk pop, folk","folk pop, folk",1965.0,1965.0,1965.0,,1967.0,1967.0,1967.0,,"Columbia Records, Capitol Records, Oldays Records, SOFA - AV Catalog PS",,,,True,True,True,0,0,0,False,True,True,False
the shins,The Shins,2007.0,2007.0,2003.0,2021.0,2003-2021,5,1,5,0,0,0,2,0,3,0,3,Phantom Limb,86,Phantom Limb,86,1,1,Wincing The Night Away,2,Chutes Too Narrow,86,6,49,"indie rock, indie pop, rock, psychedelic pop, indie folk, folk pop","indie rock, indie pop, rock, psychedelic pop, indie folk, folk pop",2007.0,,,,2003.0,2007.0,2007.0,,"Canyon International, Octave, P‐VINE RECORDS, Sub Pop Records, Transgressive Records",,"indie rock, folk, rock, indie pop","indie rock, folk, rock, indie pop",False,False,False,,4,4,False,False,False,True
the simpsons,The Simpsons,1991.0,1991.0,1990.0,1990.0,1990-1991,2,1,1,0,0,0,1,0,1,0,1,"Deep, Deep Trouble",69,"Deep, Deep Trouble",69,6,6,The Simpsons Sing The Blues,3,The Simpsons Sing The Blues,3,39,39,"fictional, fictitious artist, series title as artist, tv, 2008 universal fire victim",,1991.0,,,,1990.0,1990.0,1990.0,,"Geffen Goldline, Geffen Records",,,,False,True,True,,0,0,False,True,False,False
the smashing pumpkins,The Smashing Pumpkins,1995.0,2007.0,1991.0,2024.0,1991-2024,14,8,16,0,1,0,7,1,7,5,12,1979,12,Bullet With Butterfly Wings,22,20,111,Mellon Collie And The Infinite Sadness,1,Gish,146,2,322,"alternative rock, neo-psychedelia, dream pop, shoegaze, grunge, spacegrunge, rock, progressive rock, symphonic rock, synth-pop","alternative rock, neo-psychedelia, dream pop, shoegaze, grunge, rock, progressive rock, symphonic rock, synth-pop",1995.0,1996.0,,,1991.0,1993.0,1993.0,1995.0,"Caroline Records, EMI Music Publishing Korea, Hut Recordings, BMG Direct Marketing, Inc., Capitol Records",,,,False,False,False,,2,2,False,False,False,True
the spinners,The Spinners,1961.0,1995.0,1973.0,1983.0,1961-1995,17,29,13,0,0,6,1,11,3,19,6,The Rubberband Man,2,That's What Girls Are Made For,27,8,298,Pick Of The Litter,8,Spinners,14,28,231,"soul, smooth soul, funk, r&b, philly soul, pop soul, disco, folk music of england","soul, smooth soul, funk, r&b, philly soul, pop soul, disco",1961.0,1970.0,1972.0,,1973.0,1973.0,1975.0,,"Tri-Phi Records, V.I.P., Atlantic, Flashback Records, Big Break Records, Collectables, Motown, Rhino, Rhino Atlantic",,,,False,False,False,11,2,11,False,True,True,False
the steve miller band,The Steve Miller Band,1968.0,1993.0,1968.0,2011.0,1968-2011,19,15,20,2,0,3,4,4,5,7,12,The Joker,1,Living In The U.s.a.,49,9,169,The Joker,2,Sailor,24,17,495,,,1968.0,1973.0,1973.0,1973.0,1968.0,1973.0,1973.0,,,,,,False,False,False,5,5,5,False,False,True,True
the strokes,The Strokes,2005.0,2005.0,2001.0,2020.0,2001-2020,7,1,6,0,0,0,5,0,5,0,6,Juicebox,98,Juicebox,98,1,1,Room On Fire,4,Is This It,33,58,100,"indie rock, garage rock revival, post-punk revival, new wave, rock, synth-pop, alternative rock music, garage rock, rock music, garage rock music","indie rock, garage rock revival, post-punk revival, new wave, rock, synth-pop, garage rock",2005.0,,,,2001.0,2003.0,2003.0,,"BMG, BMG Japan, Legacy, BMG Australia, BMG Canada",,,,False,False,False,,2,2,False,False,False,True
the sunshine band,KC And The Sunshine Band,1975.0,1979.0,1975.0,1980.0,1975-1980,6,15,6,5,0,6,1,6,2,11,4,Get Down Tonight,1,Get Down Tonight,1,15,190,K C And The Sunshine Band,4,K C And The Sunshine Band,4,47,193,"pop, funk, disco, dance-pop, pop soul","pop, funk, disco, dance-pop, pop soul",1975.0,1975.0,1975.0,1975.0,1975.0,1975.0,1975.0,,"Jay Boy, Rhino, T.K. Records, ARC Records, Music Options, Sunnyview Records","pop, disco",,"pop, disco",True,True,True,0,0,0,False,True,True,False
the supremes,The Supremes,1962.0,1976.0,1967.0,2013.0,1962-2013,18,43,31,12,3,20,6,24,9,32,17,Baby Love,1,Let Me Go The Right Way,90,6,404,Diana Ross And The Supremes Greatest Hits,1,Diana Ross And The Supremes Greatest Hits,1,89,673,"soul, disco, girl group, motown, pop soul, psychedelic soul, r&b, pop, aln-sh","soul, disco, motown, pop soul, psychedelic soul, r&b, pop",1962.0,1964.0,1964.0,1964.0,1967.0,1967.0,1967.0,1967.0,"Motown, Elap Music Ltd., Music for Pleasure, SOFA - AV Catalog PS, Hip‐O Select, Culture Factory, Universal Motown, Slam Music","soul, disco, motown, r&b",,"soul, r&b, disco, motown",False,True,False,2,0,2,False,False,True,True
the temptations,The Temptations,1960.0,1986.0,1967.0,2012.0,1960-2012,31,51,45,4,1,15,9,24,16,41,24,My Girl,1,Barbara,29,10,499,TCB,1,The Temptations Greatest Hits,5,120,1164,"soul, funk, contemporary r&b, motown, pop soul, psychedelic soul, rhythm & blues, smooth soul, r&b, pop","soul, funk, contemporary r&b, motown, pop soul, psychedelic soul, smooth soul, r&b, pop",1960.0,1964.0,1965.0,1965.0,1967.0,1967.0,1967.0,1968.0,"Goldisc, Roulette, Top Rank International, Gordy, SOFA - AV Catalog PS, BMG Direct, Duchesse, Excellent, Motown, Musicbank, Overseas Records",,,,False,True,False,5,0,5,False,False,True,True
the turtles,The Turtles,1965.0,1970.0,1967.0,1974.0,1965-1974,7,17,6,1,0,5,1,8,1,10,2,Happy Together,1,It Ain't Me Babe,8,11,137,The Turtles! Golden Hits,7,The Turtles! Golden Hits,7,39,98,"folk rock, psychedelic pop, pop rock, sunshine pop, musical parody, visual kei","folk rock, psychedelic pop, pop rock, sunshine pop, visual kei",1965.0,1965.0,1965.0,1967.0,1967.0,1967.0,1967.0,,"Axis, Edsel Records, FloEdCo",,,,True,True,True,0,0,0,False,True,True,False
the used,The Used,2005.0,2005.0,2002.0,2020.0,2002-2020,12,1,12,0,0,0,4,0,5,1,7,Under Pressure,41,Under Pressure,41,3,3,Lies For The Liars,5,The Used,63,34,108,"emo, emo pop, screamo, post-hardcore, alternative hardcore, rock, emocore, alternative rock, pop punk","emo, emo pop, screamo, post-hardcore, rock, emocore, alternative rock, pop punk",2005.0,,,,2002.0,2004.0,2004.0,,"Reprise Records, EMI MusicResources, Warner Music",,,post-hardcore,False,False,False,,2,2,False,False,False,True
the vamps,The Vamps,,,2014.0,2015.0,2014-2015,2,0,3,0,0,0,1,0,1,0,2,,0,,0,0,0,Somebody To You EP,10,Somebody To You EP,10,2,6,pop,pop,,,,,2014.0,2014.0,2014.0,,,,,,False,True,True,,0,0,False,True,False,False
the vanguard,The Vanguard,,,2015.0,2015.0,2015-2015,1,0,1,0,0,0,1,0,1,0,1,,0,,0,0,0,Black Messiah,5,Black Messiah,5,15,15,"pop, drum and bass, jungle, dance, electronica, liquid funk","pop, drum and bass, jungle, dance, electronica, liquid funk",,,,,2015.0,2015.0,2015.0,,RCA,,,,False,True,True,,0,0,False,True,False,False
the wailers,The Wailers,1959.0,2008.0,1975.0,2023.0,1959-2023,20,4,22,0,0,0,3,0,5,2,7,Tall Cool One,36,Tall Cool One,36,23,54,Legend: The Best Of...,5,Natty Dread,92,28,1984,"reggae, roots reggae, ska, ska, reggae, rocksteady, roots reggae, jamaican ska, rock and roll, garage rock","reggae, roots reggae, ska, ska, reggae, rocksteady, roots reggae, jamaican ska, rock and roll, garage rock",1959.0,,,,,,,,,,,,False,False,False,,,,False,False,False,True
the wallflowers,The Wallflowers,2000.0,2000.0,1996.0,2021.0,1996-2021,7,1,7,0,0,0,1,0,2,0,5,Sleepwalker,73,Sleepwalker,73,6,6,Bringing Down The Horse,4,Bringing Down The Horse,4,98,125,"american, folk rock, roots rock, americana, pop rock, adult alternative, adult alternative pop/rock, rock, 2008 universal fire victim, alternative rock","folk rock, roots rock, americana, pop rock, rock, alternative rock",2000.0,,,,1996.0,1996.0,1996.0,,"BMG Direct Marketing, Inc., Interscope Records",,,,False,True,True,,0,0,False,True,False,False
the wanted,The Wanted,2012.0,2013.0,2012.0,2013.0,2012-2013,2,4,2,0,0,1,1,1,2,2,2,Glad You Came,3,Glad You Came,3,37,55,The Wanted,7,The Wanted,7,20,22,"synthpop, pop, electropop, dance-pop, boy band, garage rock","pop, electropop, dance-pop, garage rock",2012.0,2012.0,2012.0,,2012.0,2012.0,2012.0,,"Global Talent Records, Island, Mercury Records, Geffen Records, Island Records Group","electronic, pop, drum and bass, europop","zydeco, blues, bluegrass, rockabilly, americana, rock and roll, folk","electronic, pop, drum and bass, europop, zydeco, blues, bluegrass, rockabilly, americana, rock and roll, folk",True,True,True,0,0,0,True,True,False,False
the war on drugs,The War On Drugs,,,2014.0,2021.0,2014-2021,3,0,3,0,0,0,1,0,1,0,3,,0,,0,0,0,A Deeper Understanding,10,Lost In The Dream,26,18,24,"indie rock, neo-psychedelia, dream pop, heartland rock","indie rock, neo-psychedelia, dream pop, heartland rock",,,,,2014.0,2017.0,2017.0,,"Secretly Canadian, Atlantic",,,,False,False,False,,3,3,False,True,False,False
the weeknd,The Weeknd,2012.0,2025.0,2012.0,2025.0,2012-2025,14,120,11,7,5,22,9,34,9,69,9,Can't Feel My Face,1,Wicked Games,53,20,1231,Beauty Behind The Madness,1,Trilogy,4,197,1674,"r&b, contemporary r&b, alternative r&b, synth-pop, dance-pop, 2020s, 2010s, pop, hypnagogic pop","r&b, contemporary r&b, alternative r&b, synth-pop, dance-pop, pop, hypnagogic pop",2012.0,2014.0,2014.0,2015.0,2012.0,2012.0,2012.0,2015.0,"CP Records, Atlantic, Rostrum Records, [no label], Young Money, Republic Records, Universal Music, Universal Records, Universal Republic Records",,,,False,True,True,2,0,0,False,False,True,True
the whispers,The Whispers,1970.0,1990.0,1972.0,2009.0,1970-2009,18,12,16,0,0,1,1,2,1,5,5,Rock Steady,7,Seems Like I Gotta Do Wrong,50,9,112,The Whispers,6,The Whispers' Love Story,186,2,281,"soul, disco, boogie, smooth soul, r&b, contemporary r&b, synth funk","soul, disco, boogie, smooth soul, r&b, contemporary r&b, synth funk",1970.0,1980.0,1987.0,,1972.0,1980.0,1980.0,,"B & a Entertainment, RCA Victor, Sequel Records, Castle Pie, RCA, MCA Records, Solar, Sony Music Special Products, Janus Records, Robinsongs, Soul Train, Unidisc, The Right Stuff, Castle Communications, Leedon",,"soul, disco","soul, disco",False,False,False,17,8,10,True,True,False,False
the white stripes,The White Stripes,2003.0,2007.0,2002.0,2020.0,2002-2020,6,3,6,0,0,0,3,0,4,2,5,Icky Thump,26,Seven Nation Army,76,20,44,Icky Thump,2,White Blood Cells,61,53,184,"alternative rock, indie rock, blues rock, garage rock revival, garage rock, american, 2000's, garage punk, detroit","alternative rock, indie rock, blues rock, garage rock revival, garage rock, garage punk",2003.0,,,,2002.0,2003.0,2003.0,,"Legacy, Playground Music Scandinavia, Remote Control, Analogue Productions",,"alternative rock, blues rock, garage rock revival","alternative rock, blues rock, garage rock revival",False,False,False,,1,1,False,False,False,True
