iter	BrierScore	Logloss
92	0.1606810084	0.4988525141
93	0.1602377126	0.497872292
94	0.1600061814	0.4972979612
95	0.159489157	0.4960125144
96	0.1592577663	0.4955147423
97	0.1587307006	0.494330064
98	0.1583999186	0.4934321695
99	0.1579126185	0.4922222411
100	0.1579098071	0.4922112138
101	0.1576774071	0.4916315403
102	0.1572878768	0.4906458644
103	0.1571883534	0.4903906847
104	0.1571313398	0.4902587301
105	0.1568450168	0.4895683248
106	0.1565349957	0.4888106116
107	0.1561063663	0.4878789224
108	0.1555321122	0.486486931
109	0.155375919	0.4860968122
110	0.1551086775	0.4855070646
111	0.1544784295	0.4840418682
112	0.1544465725	0.4839060916
113	0.1540344206	0.4829439863
114	0.1532201374	0.4810372999
115	0.1530616759	0.4806278773
116	0.1529707599	0.4803611657
117	0.1525818411	0.4794906537
118	0.1523101604	0.4788431699
119	0.1520363911	0.478081712
120	0.1516063364	0.4770414088
121	0.1513803416	0.4765135117
122	0.1511313014	0.4759320898
123	0.1507923361	0.4751153203
124	0.1505833626	0.4746088986
125	0.1502686328	0.4738886429
126	0.1500992727	0.4734507234
127	0.1497711178	0.4726445872
128	0.1496179229	0.4722470059
129	0.1492228573	0.4712621664
130	0.1490362746	0.4707707302
131	0.1490062199	0.4706775597
132	0.1487098604	0.4699884476
133	0.1483696799	0.4691745637
134	0.1480410044	0.4682996828
135	0.1479070429	0.4679343834
136	0.147662694	0.4673263725
137	0.1473039621	0.466370841
138	0.1472801566	0.466283022
139	0.1471235347	0.4657978525
140	0.1469867817	0.4654482275
141	0.1468584254	0.4651369259
142	0.14684957	0.4650637252
143	0.1462382512	0.4634814775
144	0.1458462078	0.4625688079
145	0.1457785981	0.4623622681
146	0.1457146163	0.4621688144
147	0.1451646585	0.460839749
148	0.1449865281	0.4604112611
149	0.1447477266	0.4598540619
150	0.1444661928	0.4591382792
151	0.1443537213	0.4588623456
152	0.1442733491	0.4585497354
153	0.1441764831	0.458260215
154	0.1439414003	0.4576123231
155	0.1438667496	0.4573939531
156	0.1437320335	0.4570789616
157	0.1429925582	0.4552859884
158	0.1425055779	0.4540892458
159	0.1423328191	0.4536345561
160	0.1422505314	0.4534696255
161	0.1420561488	0.4529925948
162	0.1419305076	0.4527298091
163	0.1417692663	0.4523783768
164	0.141492673	0.4516802159
165	0.1412000912	0.4509987167
166	0.1408702573	0.4501943356
167	0.1406458666	0.4496104077
168	0.1403937744	0.4489306564
169	0.1401422723	0.448256957
170	0.1400506474	0.4480432177
171	0.1398792595	0.4474740327
172	0.1397652706	0.4471807763
173	0.1394543143	0.4463822489
174	0.1392421615	0.4458540826
175	0.1390165356	0.4452474058
176	0.1386524263	0.4442887386
177	0.1385721163	0.4440658269
178	0.138105519	0.4427713748
179	0.1379938954	0.4424590366
180	0.1376496818	0.4416300808
181	0.1373440024	0.4409133647
182	0.1365966506	0.4390575771
183	0.1362787625	0.4383542427
184	0.1360654139	0.4378509179
185	0.1357406907	0.4370293463
186	0.1356076933	0.4366409591
187	0.1348594738	0.4348448827
188	0.1347402052	0.4345175871
189	0.134391858	0.4336376521
190	0.1340750687	0.432820773
191	0.1338308602	0.4322097264
192	0.133597277	0.4315197013
193	0.1334619282	0.4311205066
194	0.1332820612	0.4305944516
195	0.1331176377	0.4302118997
196	0.1328803009	0.4296322106
197	0.1324905223	0.4287389689
198	0.1322226634	0.428098276
199	0.131893671	0.427355144
200	0.1316140303	0.4266740086
201	0.1311818136	0.4256830101
202	0.1307466377	0.424672787
203	0.1303663077	0.4237034061
204	0.1301944575	0.4233116704
205	0.1299043085	0.4226163254
206	0.129692296	0.4221124369
207	0.1292203944	0.4209432477
208	0.1292097634	0.4209145926
209	0.1288883363	0.420094538
210	0.12869687	0.4195256502
211	0.1284899835	0.4189923083
212	0.1284002842	0.4187566734
213	0.1279523296	0.4176643722
214	0.1278087025	0.4172696213
215	0.1275158156	0.4165856776
216	0.1273936277	0.4162812897
217	0.1271105217	0.4155296511
218	0.1268184611	0.4147440385
219	0.1266258466	0.4142850862
220	0.1263798062	0.4136426783
221	0.1261161534	0.4129993983
222	0.1259076226	0.4124431795
223	0.1257699087	0.4121059215
224	0.1253396211	0.4111145716
225	0.1249129004	0.4100329194
226	0.124605487	0.4092473429
227	0.12435668	0.4086307813
228	0.1238184058	0.4073972585
229	0.1236775747	0.4070234592
230	0.123665123	0.4069568347
231	0.1232836985	0.4059513495
232	0.1230826639	0.405492015
233	0.1227180027	0.4046217049
234	0.1224036549	0.4038754967
235	0.122176283	0.4033258561
236	0.1218345311	0.4024691883
237	0.1214415307	0.401497888
238	0.1209056883	0.400029931
239	0.1201880366	0.3982808412
240	0.1199873323	0.3977848084
241	0.1195803598	0.3967878251
242	0.119421907	0.396398864
243	0.119410834	0.3963473335
244	0.1190758229	0.3954597304
245	0.1187734896	0.3946631368
246	0.1186380811	0.3943063401
247	0.1182093806	0.3932602721
248	0.1181264615	0.3930435913
249	0.1173964473	0.3911794402
250	0.1171091034	0.3904794143
251	0.1167631045	0.3895502093
252	0.1164399205	0.3886865127
253	0.1161608138	0.3879897368
254	0.1160239795	0.3876122682
255	0.1155542966	0.3863985152
256	0.1152356285	0.3856056876
257	0.1149945833	0.3850085296
258	0.1147387866	0.3844243702
259	0.1142322242	0.3831541582
260	0.113717888	0.3818971823
261	0.1133808061	0.3810843472
262	0.113213773	0.3806713401
263	0.1125106313	0.3789758768
264	0.1120128328	0.3778260649
265	0.1117256533	0.3771333559
266	0.1110346531	0.3754088289
267	0.1102650727	0.3735337666
268	0.1098929245	0.3725911282
269	0.1091349172	0.3707052151
270	0.108760243	0.3696239124
271	0.1084369988	0.3688263278
272	0.1081899931	0.368194629
273	0.1079229892	0.3674872441
274	0.1076456647	0.3667416922
275	0.1073421621	0.3658983613
276	0.1073338402	0.3658841329
277	0.1068373534	0.3646704987
278	0.1066033173	0.3640340806
279	0.1060758424	0.3628401159
280	0.1058452859	0.362219004
281	0.1055557648	0.3614574914
282	0.1054212759	0.3611109409
283	0.1049546206	0.3598015897
284	0.1048038314	0.3593805292
285	0.1045382539	0.3586412101
286	0.1041622369	0.3576612289
287	0.1036870655	0.3564643859
288	0.1033997633	0.3557244803
289	0.1032331319	0.3552936448
290	0.1030677159	0.3548827666
291	0.1028892943	0.354384632
292	0.1025590445	0.3536120008
293	0.1024210256	0.353259926
294	0.1021870466	0.3525977518
295	0.1018308498	0.3517229638
296	0.1015217552	0.3509318714
297	0.1010155909	0.3496066004
298	0.1008750461	0.3492704996
299	0.1006741169	0.3487138846
300	0.1005790008	0.3483980005
301	0.1004375562	0.3480521955
302	0.1002358199	0.3475422981
303	0.100132913	0.3472540812
304	0.09992701014	0.3467808307
305	0.09974154972	0.346320231
306	0.09925999777	0.3450965924
307	0.09876111513	0.3438469208
308	0.09828294117	0.3427287429
309	0.0980332151	0.342116328
310	0.09781481209	0.3415651336
311	0.09758824787	0.3409665101
312	0.09730628863	0.340288113
313	0.09681912452	0.3390489821
314	0.09616680838	0.3373462026
315	0.09614049703	0.3372891773
316	0.09610612955	0.3371908763
317	0.09559042718	0.3358648057
318	0.09550859078	0.3356780878
319	0.0954013001	0.3354258774
320	0.09509751957	0.3346349894
321	0.09474986811	0.3337087562
322	0.09457204286	0.3332488999
323	0.09431388888	0.3325938008
324	0.09392561674	0.3316266864
325	0.09390586589	0.3315636368
326	0.09370973887	0.3309866583
327	0.09339623111	0.3302739349
328	0.09292748939	0.3290852691
329	0.09276013573	0.3287019026
330	0.09255255222	0.3280918845
331	0.09219626782	0.3272126245
332	0.09185020698	0.3263257026
333	0.09143835563	0.3252616458
334	0.09104686948	0.3242430015
335	0.09079965592	0.3235724269
336	0.09078143939	0.3235399386
337	0.09051832807	0.3228109792
338	0.08999485848	0.3214215362
339	0.08958614261	0.3204947536
340	0.08953968238	0.3203940026
341	0.08942299643	0.3200824195
342	0.08901127312	0.3190851969
343	0.08893120493	0.3188923332
344	0.08891421651	0.3188363338
345	0.08887204397	0.3187206703
346	0.08881643979	0.3185676608
347	0.08839898846	0.3174678605
348	0.08835375382	0.3173351619
349	0.08800748893	0.3164070829
350	0.08790571243	0.3161510543
351	0.08754348289	0.3152347701
352	0.08745484664	0.3149562811
353	0.08730534237	0.3145764817
354	0.08727464832	0.3145048276
355	0.0868280601	0.3133590123
356	0.08681326814	0.3133156443
357	0.08679549865	0.3132776007
358	0.08639084765	0.3123084638
359	0.08612538844	0.3116404657
360	0.08575916317	0.3106737817
361	0.08530564658	0.3095653984
362	0.08495261746	0.3085387733
363	0.08459822513	0.3076265236
364	0.08452502201	0.307416875
365	0.08411564527	0.3064748071
366	0.08387623926	0.3058204816
367	0.08379458022	0.3055864486
368	0.08346286453	0.3047043579
369	0.08342340107	0.3045972945
370	0.08306106336	0.3037148505
371	0.08276621662	0.3030171181
372	0.08253387556	0.3024233117
373	0.08224093614	0.3016771087
374	0.08215298477	0.3014151887
375	0.08198533279	0.3009887512
376	0.08163124575	0.3000986599
377	0.08148523167	0.2997499908
378	0.08125190714	0.2990641129
379	0.08093513772	0.2982089555
380	0.08068846726	0.2975609662
381	0.08051770551	0.2970851849
382	0.08031530521	0.2965206843
383	0.0800388708	0.2957858641
384	0.07984978981	0.2952174472
385	0.07971874037	0.2948625153
386	0.07937249607	0.2939512364
387	0.07921743478	0.2935146321
388	0.07896517045	0.2928603575
389	0.07881904752	0.2924624758
390	0.07848788083	0.2915559997
391	0.07820703613	0.2908673905
392	0.07819602774	0.2908375386
393	0.07774405718	0.2896712279
394	0.07760137907	0.2893340281
395	0.07742697973	0.2888816409
396	0.07730422992	0.2885557587
397	0.07698940206	0.287723369
398	0.07670605322	0.2870100654
399	0.07662164667	0.2867712795
400	0.07660454766	0.2867254796
401	0.07633960878	0.2859881057
402	0.07613098502	0.2854208888
403	0.07598051733	0.2850341718
404	0.07582578269	0.284602486
405	0.07550627951	0.2837413469
406	0.07527725869	0.2831614092
407	0.07526589105	0.2831215476
408	0.07515149577	0.2827883289
409	0.07498979147	0.2823500356
410	0.07488275377	0.282067169
411	0.07477424521	0.2817867522
412	0.07408740938	0.2800199038
413	0.07406796371	0.2799640048
414	0.07405513102	0.2799339137
415	0.07388383752	0.2794564004
416	0.07358092323	0.2786231387
417	0.07350683101	0.2784099172
418	0.0734318665	0.2781243029
419	0.07323268809	0.2774332535
420	0.07321604169	0.2773780637
421	0.07310156629	0.2770681789
422	0.07283469595	0.2764082747
423	0.0726274589	0.2758597307
424	0.07248580609	0.2754968297
425	0.0723392694	0.2750749612
426	0.07216401026	0.2745810693
427	0.0719845458	0.2740853656
428	0.07182715992	0.2736692915
429	0.07167722461	0.2732970016
430	0.07143186253	0.2726792304
431	0.07100314338	0.2715501081
432	0.07083547677	0.2711452825
433	0.07047022637	0.2700896508
434	0.07039660264	0.2698174058
435	0.07016418076	0.2691621608
436	0.07003609634	0.2687704718
437	0.06982260498	0.2681717146
438	0.06974446933	0.2679355509
439	0.0695147424	0.2673671574
440	0.06949626408	0.2673277143
441	0.06928888801	0.2668015383
442	0.0689981069	0.2660080543
443	0.06882528199	0.2655001545
444	0.0688097209	0.2654561405
445	0.06867816959	0.2650591355
446	0.06855838474	0.2647152151
447	0.06836134705	0.2640997588
448	0.06812786819	0.263436347
449	0.06800341665	0.263077162
450	0.06799471111	0.2630580965
451	0.06766793285	0.2622232425
452	0.06750950923	0.2617789445
453	0.06712920133	0.2607483999
454	0.06693464259	0.2602550025
455	0.0667349187	0.2596999521
456	0.06652180119	0.2590921232
457	0.06636362621	0.2585917729
458	0.06612066109	0.2579393753
459	0.06607840696	0.2578267893
460	0.06576436039	0.2568442957
461	0.06553826546	0.2562470718
462	0.06530747818	0.2556406534
463	0.06526855431	0.2555324796
464	0.0651150907	0.2551101351
465	0.06510706374	0.2550859993
466	0.06508950949	0.2550177894
467	0.06490630813	0.2545276192
468	0.06475694418	0.2540613154
469	0.06456872474	0.2536110605
470	0.06441628754	0.2531745334
471	0.06423677727	0.2527101037
472	0.06415235449	0.2524527332
473	0.06404218637	0.2521267167
474	0.06396092058	0.2518890026
475	0.06390515991	0.2517527188
476	0.06369747147	0.2511953612
477	0.06351041273	0.2506673038
478	0.06343454532	0.250482132
479	0.06327679884	0.2499805322
480	0.06301754539	0.2492145056
481	0.06278889466	0.2485590118
482	0.06268275019	0.2482042441
483	0.06267240587	0.2481774163
484	0.06238058708	0.2473868081
485	0.06221222158	0.2469407115
486	0.06209587129	0.2466455466
487	0.06200180314	0.2463346404
488	0.06150758683	0.2450340031
489	0.06141252648	0.244744425
490	0.0613035357	0.2443964199
491	0.06082977761	0.2431292274
492	0.06065206157	0.2426552696
493	0.06064282559	0.2426298484
494	0.06051069398	0.2422237291
495	0.06030812148	0.2415619033
496	0.06004624208	0.2408915302
497	0.05986539238	0.2403572321
498	0.05984959369	0.2402910882
499	0.05977471433	0.2401040222
500	0.05962014078	0.2396690158
501	0.05946014514	0.2392854673
502	0.05937212823	0.238991534
503	0.05917042523	0.2383408146
504	0.05916103184	0.2382983192
505	0.05896865521	0.2377727604
506	0.05878155738	0.2372918168
507	0.05875352614	0.2371933298
508	0.05871540697	0.2370853608
509	0.05848158846	0.2364772776
510	0.05847393068	0.2364582317
511	0.05826552812	0.235821427
512	0.05818255151	0.2355733996
513	0.05816997492	0.2355337852
514	0.05794597532	0.2349472159
515	0.05793947921	0.2349318389
516	0.05778167193	0.2344373565
517	0.05777563475	0.2344189842
518	0.05769173427	0.2341586815
519	0.05759638889	0.2339046642
520	0.05744185756	0.2334321577
521	0.05742560634	0.2333907755
522	0.05724318681	0.2329132059
523	0.057148486	0.2326008544
524	0.05699182198	0.2321262842
525	0.05692783345	0.2319184991
526	0.05680245472	0.2315503635
527	0.0566804661	0.2311770222
528	0.05658206041	0.2308442305
529	0.05643052868	0.2304133332
530	0.05622263726	0.229804872
531	0.05611331747	0.2294733781
532	0.05607618548	0.2293653342
533	0.05592541455	0.2288938169
534	0.0558453115	0.2286344054
535	0.05576463059	0.2283150936
536	0.05573826033	0.2282449816
537	0.05565920164	0.2279906084
538	0.05564883812	0.2279499251
539	0.05541165309	0.2272501261
540	0.05539774927	0.2271662841
541	0.0553350448	0.2269458569
542	0.05519028692	0.2264391364
543	0.05517824592	0.2263441717
544	0.05516201181	0.2262910795
545	0.05497737936	0.2257840966
546	0.05497248392	0.2257686826
547	0.05466916128	0.2248438015
548	0.05418918994	0.223552066
549	0.05412157462	0.2233315069
550	0.05404694308	0.223092106
551	0.05385879848	0.2225747872
552	0.05376440584	0.2222676606
553	0.05363253041	0.2218650419
554	0.05348936931	0.2214968042
555	0.05327803669	0.2209500388
556	0.05325529403	0.2208631102
557	0.05324294883	0.2208041336
558	0.05323955354	0.2207901067
559	0.05322328418	0.2207481222
560	0.05304564625	0.2202374888
561	0.05285066328	0.2196537388
562	0.05284538397	0.2196382552
563	0.05265931209	0.2191237429
564	0.05264395534	0.2190700131
565	0.05263968299	0.2190558826
566	0.05257898262	0.2188689354
567	0.05245992274	0.2184945473
568	0.05235164505	0.2181977047
569	0.05217713963	0.2176226557
570	0.05208263651	0.2173674469
571	0.05202018852	0.2171897417
572	0.05201606425	0.2171685243
573	0.05189654482	0.216822689
574	0.05180951139	0.2164956484
575	0.05168374615	0.2161013859
576	0.05144607904	0.215447623
577	0.05132287835	0.2150761849
578	0.05127744119	0.2149482734
579	0.05109989419	0.2143813392
580	0.05109193288	0.2143479865
581	0.05107347049	0.2142750963
582	0.05103416914	0.2141249731
583	0.05089926225	0.2137460942
584	0.05067320117	0.212998134
585	0.05052062774	0.2125009059
586	0.05037770609	0.2120813599
587	0.04998461882	0.211051252
588	0.04983251765	0.2105578127
589	0.04980555366	0.210476666
590	0.04969730139	0.2101837254
591	0.04950322847	0.2096497905
592	0.04949553487	0.2096214672
593	0.04939944371	0.2092778159
594	0.04939423023	0.209263817
595	0.04927153338	0.208902695
596	0.04923863228	0.2087527437
597	0.04907793819	0.2082774993
598	0.04907408812	0.2082614755
599	0.04895652428	0.2078666861
600	0.0489533103	0.2078497893
601	0.04894989461	0.207837907
602	0.04888634648	0.2076304815
603	0.04873720964	0.20718658
604	0.04853677254	0.2065874157
605	0.04837944267	0.2061033644
606	0.04826995601	0.2057932897
607	0.04812839291	0.2053237157
608	0.04810493541	0.2052552242
609	0.04799988486	0.2049554507
610	0.04791979511	0.2046354399
611	0.04785781843	0.2043752618
612	0.04779826396	0.2041488435
613	0.04777394026	0.2040529003
614	0.04763893928	0.2036320679
615	0.0476219572	0.2035600195
616	0.04755860364	0.2033437435
617	0.04747568777	0.2031103034
618	0.04736787513	0.2028381353
619	0.0472904999	0.202580466
620	0.04719242521	0.2022879355
621	0.04718875055	0.2022702899
622	0.0471303357	0.2020747738
623	0.04693460203	0.2015188444
624	0.04678672464	0.2010868966
625	0.04664294736	0.2006157606
626	0.04644479121	0.2000320928
627	0.04633202697	0.1997074975
628	0.04625508476	0.1994904246
629	0.04619504273	0.1993034016
630	0.04618949191	0.1992746613
631	0.04618621286	0.1992634937
632	0.0460313889	0.198832622
633	0.04590387775	0.1984551473
634	0.04581906222	0.1982265807
635	0.04571675954	0.1978978253
636	0.04570851719	0.1978601577
637	0.04567130847	0.1976984798
638	0.04564989342	0.1975996385
639	0.04547793381	0.1971553832
640	0.04515279906	0.1962829569
641	0.04505478853	0.1959710584
642	0.04505067579	0.1959534742
643	0.04503639119	0.1959032822
644	0.04503410065	0.1958934613
645	0.04502928132	0.1958779621
646	0.04479625466	0.1951529858
647	0.04475158042	0.1950226133
648	0.04473769365	0.1949633315
649	0.04451220789	0.1943174656
650	0.04430909482	0.1937344545
651	0.04410575266	0.193107036
652	0.04401378717	0.1927860851
653	0.04401162009	0.1927782052
654	0.04394390427	0.1925770303
655	0.04391951808	0.1924845341
656	0.04387407529	0.1923158399
657	0.04383327279	0.1922086933
658	0.0437900142	0.192062192
659	0.04364085384	0.1916126653
660	0.0436091705	0.1915113458
661	0.04355533182	0.191342628
662	0.04354458128	0.1913088428
663	0.04354096796	0.1912939994
664	0.04339334154	0.1908133807
665	0.04328857814	0.1905109638
666	0.04318068813	0.1901522848
667	0.04314857683	0.189983399
668	0.04301484484	0.1895942434
669	0.04282372415	0.1890315264
670	0.04275323404	0.1887623611
671	0.04261895538	0.1882735834
672	0.0424909383	0.1879188154
673	0.04241498414	0.1876754152
674	0.04226021708	0.1872105545
675	0.04210892018	0.1867832175
676	0.04202799576	0.1865194729
677	0.04201155263	0.1864152021
678	0.04197596942	0.1862417543
679	0.04184601115	0.1857712166
680	0.04178750408	0.185585502
681	0.04175031572	0.1854389894
682	0.04172033218	0.1852898217
683	0.04171255776	0.1852430995
684	0.04167639377	0.1851327608
685	0.04144713255	0.1844833407
686	0.04131284868	0.1841030081
687	0.04121933249	0.1838199575
688	0.04121068399	0.1837819427
689	0.04115692235	0.1836149603
690	0.04108627673	0.1833245824
691	0.04105405941	0.1831479302
692	0.04097011168	0.182869132
693	0.04076068255	0.1822801704
694	0.04059890107	0.1817974501
695	0.0404903492	0.1814123007
696	0.04044866362	0.1812833041
697	0.04033771565	0.1809249217
698	0.0403104284	0.1808360315
699	0.04029748598	0.180783821
700	0.04014649723	0.1802552449
701	0.04005835591	0.179948963
702	0.0400295228	0.1798587218
703	0.03987917689	0.1794101018
704	0.03987514714	0.1793936322
705	0.03983527617	0.1792494662
706	0.03964046698	0.1786959851
707	0.03955716199	0.1784471434
708	0.0394708808	0.1780902676
709	0.03943164476	0.1779722517
710	0.03936005801	0.1776801257
711	0.03933620438	0.1775991071
712	0.03931749201	0.1775312508
713	0.03929484578	0.1774254539
714	0.03929185865	0.1774144723
715	0.03925766487	0.1772423508
716	0.03922401364	0.1771332793
717	0.0392203652	0.1771133701
718	0.03921708429	0.1770904844
719	0.03899559099	0.1764109685
720	0.03883728105	0.1759572743
721	0.03876482947	0.1757477179
722	0.03866686771	0.1753676779
723	0.03853299705	0.1749810115
724	0.03838892891	0.1745329543
725	0.0382567603	0.1740594458
726	0.03817869576	0.1738386218
727	0.03811870017	0.1735578086
728	0.03800404852	0.1732217273
729	0.03776710899	0.1725646951
730	0.03776541114	0.172557712
731	0.03767634763	0.1722951963
732	0.03751447427	0.1717841146
733	0.03751134009	0.1717726977
734	0.03736200409	0.1712423905
735	0.03735942022	0.1712322047
736	0.03734277097	0.1711558015
737	0.03734185233	0.171146988
738	0.03728391394	0.1709680221
739	0.03717760414	0.1705982839
740	0.03704236571	0.1701681174
741	0.03697926873	0.1699467865
742	0.03697670772	0.1699363465
743	0.03692322535	0.1697550683
744	0.03692042426	0.1697419634
745	0.03684603049	0.1695019949
746	0.03674785117	0.1691890023
747	0.03669140176	0.1690156648
748	0.03668156345	0.168975204
749	0.0366050465	0.1686775038
750	0.03657010055	0.1685233013
751	0.03648334363	0.1682443466
752	0.03647919788	0.1682199563
753	0.03643081989	0.1680388909
754	0.03631133613	0.1676626833
755	0.03628867595	0.1675646166
756	0.03627187868	0.1674780072
757	0.03626929453	0.1674683709
758	0.03626441907	0.1674376327
759	0.03623704357	0.1673489492
760	0.03606858608	0.1667630502
761	0.03606766702	0.1667557865
762	0.03599309923	0.1664755056
763	0.03597432439	0.1663948072
764	0.03593480541	0.1662640208
765	0.03591099504	0.1661606763
766	0.03589694481	0.1660960619
767	0.03579135221	0.1657355613
768	0.03576456388	0.1656334615
769	0.03576221451	0.1656228817
770	0.03566210907	0.1652562733
771	0.03563725212	0.165171189
772	0.03554947265	0.1648791162
773	0.03546329955	0.1645844803
774	0.03542874547	0.1644751366
775	0.03535873137	0.164218886
776	0.03524649384	0.1638606388
777	0.03518047283	0.1636174655
778	0.03516645642	0.1635378816
779	0.03513032092	0.1634144788
780	0.0350468592	0.1630725323
781	0.03502393179	0.1629642039
782	0.03493086656	0.1626406471
783	0.03491500546	0.1625704835
784	0.03484064849	0.1623175063
785	0.03478037976	0.1621257741
786	0.03454452464	0.1614337943
787	0.03446192458	0.1611645487
788	0.03436590447	0.1608546409
789	0.03431987051	0.1606452471
790	0.03431602716	0.1606247596
791	0.03426165286	0.1604433623
792	0.0342584215	0.16041698
793	0.03420223589	0.1601721028
794	0.03420010882	0.1601598751
795	0.03413895164	0.1599599283
796	0.03403055413	0.1596035035
797	0.03401633138	0.1595448499
798	0.03401521661	0.1595363733
799	0.03400374338	0.1594784282
800	0.03398132264	0.1593874355
801	0.03397832975	0.1593751886
802	0.03394543189	0.1592286629
803	0.0338936324	0.1589663275
804	0.03387596809	0.158884484
805	0.03386972556	0.1588528458
806	0.03386436465	0.1588282881
807	0.03385832274	0.1588044478
808	0.0338555668	0.1587827533
809	0.03381901234	0.1586336179
810	0.03381744599	0.1586265957
811	0.03378513493	0.1584681487
812	0.03372167941	0.1582418845
813	0.03367285068	0.158077379
814	0.03359244472	0.1577734043
815	0.03344961716	0.1572488825
816	0.03343746303	0.157196694
817	0.03343632966	0.157188484
818	0.03341811132	0.1571194125
819	0.03334153837	0.1568584155
820	0.03328248988	0.1566635851
821	0.03323302032	0.1564469515
822	0.03321179455	0.1563727864
823	0.03315263426	0.1561532829
824	0.03312169891	0.1560291432
825	0.03310091037	0.1559354157
826	0.03306844983	0.155848995
827	0.03296871428	0.15549609
828	0.03286747484	0.1550699306
829	0.03286486969	0.1550584816
830	0.03280104235	0.154811959
831	0.0327590549	0.1546021981
832	0.03266468579	0.1542747336
833	0.0325778418	0.153962909
834	0.03255044266	0.1538396051
835	0.03250670429	0.1536922793
836	0.03247435088	0.1535626584
837	0.03246772549	0.1535045493
838	0.03237943871	0.15323648
839	0.03219026785	0.1526858531
840	0.03203937733	0.1521324555
841	0.03199885913	0.1519631258
842	0.03190980344	0.1516831646
843	0.03184854025	0.1514607218
844	0.0318029719	0.1512367206
845	0.03163072636	0.150725523
846	0.03150353241	0.150342509
847	0.03144932788	0.1501542361
848	0.03142149814	0.1500265379
849	0.03141658503	0.1499980122
850	0.03141493709	0.1499905122
851	0.03140185636	0.1499379317
852	0.03136180587	0.1497910711
853	0.03131772191	0.1495688212
854	0.03122854152	0.1492278621
855	0.03116308292	0.1489557367
856	0.03115023455	0.1489040269
857	0.03108189723	0.1486519184
858	0.03099054319	0.1483652673
859	0.03098303423	0.1483249806
860	0.03095034799	0.148206683
861	0.0308521353	0.1479245128
862	0.03072509484	0.1475132221
863	0.03069207658	0.1473959622
864	0.03069054522	0.1473854985
865	0.03066339642	0.147295426
866	0.03063016968	0.1471365072
867	0.03061562368	0.147062597
868	0.03058446996	0.1469110549
869	0.03048375819	0.1465362015
870	0.03042253234	0.1463128196
871	0.03037400702	0.1461483535
872	0.03033596692	0.1459567015
873	0.03030347894	0.1458161209
874	0.03025085821	0.1456291172
875	0.03022840202	0.1455103286
876	0.03015601498	0.1452834291
877	0.03013423795	0.1451995343
878	0.03011672457	0.145079733
879	0.03006755402	0.1449164576
