artist_a,artist_b
110033,195176
52544,1170139
910,12651
910,42221
910,56063
33347,51209
24587,35398
24587,41242
24587,42226
24587,48504
24587,45874
24587,31049
35957,779643
21318,431123
1051,237524
21356,46447
15945,31429
33972,46407
1051,306450
52544,131918
413870,1053049
413870,859282
987264,1657432
987264,1654867
18,31429
1352,158321
910,991
130489,368250
413870,1599839
249425,631827
249425,1188645
249425,366769
249425,650193
249425,276195
249425,1134194
249425,442632
249425,444825
249425,262096
22492,59001
1165,2909
249425,928866
249425,275137
249425,561820
249425,1553467
487,3074
249425,271226
3416,21791
3416,3417
104616,136839
991,104808
991,49611
991,33930
991,42221
991,46192
991,2266070
249425,521724
249425,732764
249425,1218395
10032,2054065
6768,130626
6768,448165
991,12686
991,11540
991,2173
991,14259
15074,622444
1460,3739
249425,735726
249425,454047
249425,740375
34074,36743
40720,53135
40720,135047
40720,352934
40720,239292
111881,165060
249425,740173
9262,32942
249425,1213207
1165,6081
1460,816294
3424,1124787
249425,446005
104634,121558
249425,442892
249425,490925
249425,949014
249425,1445198
249425,1151848
10032,1802541
1165,63599
17,15937
107705,244660
107705,587144
40217,426595
422310,492996
813,1240195
2292,21001
99,24540
9213,360490
32156,362541
117972,3194113
73294,96694
36312,612087
40217,792436
4188,2377970
4188,2377972
17,464800
17,129378
17,138718
99,2422589
99,104809
99,519
73294,2211940
32156,471892
21240,90656
2292,3452
46317,121251
813,938
12679,35398
23552,216618
222837,224428
257986,1057667
17,813
73294,1060038
23552,205912
813,6453
813,12651
99,1948629
30515,219919
9213,34594
813,129376
73294,114997
4769,64218
813,21356
813,46447
813,1912
117972,440038
99,101
21240,195974
21240,91556
99,956
3081,61711
9213,24350
56981,59979
56981,59978
56981,140132
56981,87566
56981,87565
56981,220465
30563,74920
30563,74917
30563,115004
24110,33938
73294,214207
105082,112028
21240,73177
21240,240153
40217,1676448
105082,470851
21240,22062
2292,102416
2292,5372
2292,87144
2292,52904
2292,587144
40217,868868
40217,109745
35676,2137399
4769,50097
4769,306113
11046,363722
73294,102963
73294,98895
73294,187559
17,387
34452,147350
9346,38188
1860,51922
2230,38520
1860,21982
311,400608
12230,381048
12230,424352
12230,30692
12230,183807
12230,354504
2230,3250
2230,6458
24162,208706
24246,333697
312,73294
312,35917
312,96694
320014,1506556
1515,2065557
2230,5503
20291,21817
1515,107951
1515,53979
1515,39814
1515,48245
1515,268289
1515,46682
5269,5437
311,3528
311,2726
24246,1806834
39197,530274
5269,175674
312,33949
3722,67710
16218,130459
16406,16411
1515,3822
1515,66046
24246,234954
24246,2597712
24246,2117436
24246,562439
16406,21791
16406,327066
16406,48922
2230,38905
2230,61068
2230,125089
16218,37354
16218,36144
2230,40862
2230,368250
1515,134992
1515,420867
12697,877902
2230,21840
2230,746161
16406,539797
16406,2212936
16406,2212937
16406,2212939
16406,2212940
16406,2212941
20291,112777
172585,721449
151772,250016
312,77989
16159,23945
312,46039
2784,688575
2784,14538
16218,371206
2230,99563
2230,117921
59979,140132
59979,87566
59979,87565
59979,220465
1860,41828
16218,32799
16218,30323
16218,281564
16218,1842814
312,33964
312,918388
12230,39933
132740,2573721
5269,130459
98895,102963
98895,187559
1515,286088
1515,55045
125,77427
5498,22065
4508,31535
3455,238569
1918,48872
9842,175379
956,11697
956,60490
956,243527
123,10689
4508,81539
123,51541
123,318050
123,118096
123,113710
123,11078
4508,50097
4508,33371
4508,277970
4508,896124
3557,124661
4508,850747
1918,582856
58632,109905
33955,277970
33955,860300
33955,284526
47864,62899
3455,527835
