artist_a,artist_b
33972,44285
31103,83515
130489,375885
136,1677
10356,32146
18,1672
110033,195176
18,38286
1352,61755
1051,51655
39926,41532
160588,286239
40831,1565624
40831,818329
1051,42495
1051,242417
1051,4389
1051,2461
1051,9414
1051,242448
1051,224030
1051,226759
1051,21609
1051,591284
1051,448370
18,40185
10474,267531
10474,47942
10474,81792
36125,163651
18,9971
18,14293
18,14549
1352,1440
21356,109273
24587,45874
2925,3322
2925,43737
556663,1118962
556663,556664
556663,675228
556663,742888
33972,82643
12689,45245
1051,48141
1051,213787
1051,521033
1051,599489
1051,125870
1051,638250
10474,21982
41436,41994
21165,804397
10356,63862
1051,411033
1051,71102
1051,271226
1352,1436
9373,15102
1352,52034
1352,777117
1051,23678
1051,9010
481,1440
1051,21671
1051,163983
1352,12077
46894,63884
1051,239178
1051,78333
1051,4343
1051,4344
987264,1405247
20,334675
1939,263558
3416,33371
1939,2797
65937,105903
1460,1629
1460,38374
779,7854
10032,16172
10032,277079
9756,131230
9756,115946
1165,2626
42,1723811
10032,179806
20,1818
487,5196
1939,2639
10144,39431
10032,46549
23955,293579
23955,455065
10032,23163
22492,59001
3416,154917
39085,49408
39085,47773
10032,134494
5884,409581
10032,190183
105325,242861
105325,122188
105325,241094
10032,32799
20834,1291755
37415,2735384
4818,84982
1787,267129
249425,636380
1460,12783
1460,9491
2675,30874
487,21153
249425,650193
42,260497
6768,479803
6768,439353
6768,296573
6768,1081932
1787,23951
487,45726
1788,11800
39085,47763
34074,36648
85045,2199410
85045,677480
126677,369133
20,9152
3416,4622
6768,366519
6768,1825673
1788,136064
1788,6344
22492,23489
22492,42495
10032,30906
17,196
2292,21001
17,1528
813,1240195
34452,147350
24110,74964
813,1094885
9213,39926
21240,195974
21240,91556
21240,294522
2292,3752
21240,23039
105082,359347
23552,33716
275580,2301300
275580,889929
310,10519
17,47632
9213,31429
105082,112028
1419,1605
4769,41651
985,277374
73294,133213
56981,111869
17,825
74761,232732
16162,409581
17,2863
813,4541
137349,1926370
105082,686290
105082,480475
105082,802688
1638,1655
4769,22415
23552,115011
813,1090208
99,1743
105082,2120747
105082,1589956
105082,305169
6595,16162
99,131921
99,24540
9213,11649
9213,53703
23951,34990
813,95320
9596,118505
99352,125527
105082,318956
105082,318955
813,33014
21240,90656
9213,9385
2292,10138
23935,105082
1419,11636
17,11050
322217,371765
32156,77874
813,114959
388782,2833956
137349,151892
1419,1587
1419,30824
1419,1659
23231,38594
23231,42565
23231,42228
17,15937
1419,1660
748014,1116487
9213,147894
156,1616
813,9158
813,2824
4769,5371
23935,159642
21240,56573
10937,30568
23231,69494
2109,23231
2109,69494
2109,21817
21817,23231
21817,69494
99,4626
99,140345
107705,587144
107705,660593
24110,42565
99,340
138,813
9213,42320
146046,2053551
146046,467840
146046,1447708
23935,327820
23935,242047
23935,254085
23935,208858
33359,794431
12679,36521
1419,3527
813,1638
813,1086
2109,4350
9213,11549
9213,72104
12753,14751
17,843743
99,101
99,14410
17,24274
69494,118579
69494,1619138
813,9213
39320,1797045
6595,53334
422310,1069210
99,4508
3534,16189
3534,14875
1710,16189
1710,3534
1710,14875
37079,287810
37079,406254
2230,449592
24273,34106
24273,512701
24273,275342
24273,490863
24273,887044
24273,490860
24273,353645
24273,557239
12230,365470
9746,537706
16406,21791
16406,255389
30871,38752
24273,736897
24273,238363
24273,442491
5269,5427
9346,38188
2230,11285
2230,20139
2230,132084
2230,245294
22610,24089
24273,906569
24273,387825
12230,52339
2230,23156
2230,31296
2230,30049
2230,52792
1710,23955
1710,3331
1710,1803
1710,3533
1710,293579
1710,455065
12230,935946
12230,612409
1515,5417
1515,130267
385,97637
1515,107951
385,1697167
172585,721449
2230,9414
2230,430763
24273,239739
24273,391691
24273,425376
24273,444369
24273,412868
24273,64981
24273,247118
42849,42850
42849,517288
16218,113902
2230,61068
2230,34470
50962,56878
151772,250016
5206,36610
5206,666588
312,11300
42849,2934621
24273,286600
24273,859744
24273,601858
24273,292766
24273,179537
24273,275333
24273,45524
24273,488578
24273,337880
24273,245294
2230,1209828
2230,32798
2230,130626
2230,31747
2103,5622
2103,7239
385,214951
1515,3822
12230,93524
9346,31747
67190,105325
67190,242861
67190,122188
67190,241094
12230,42651
172585,3156460
1515,53979
2784,37999
65274,381120
20639,49841
20639,65277
12230,1377551
5269,340828
5269,99571
2784,41436
2784,41994
12230,184476
12230,158346
39197,297739
24273,596605
1515,66046
2230,1216956
12230,246031
9746,108609
9746,968313
9746,2375533
30502,104923
69664,94937
385,680390
2230,11991
2230,35021
2230,30313
2230,23163
227,1218
227,2970
24273,421907
24273,391024
24273,442094
24273,39799
24273,260278
24273,346369
24273,344788
632,39754
632,276929
632,175809
632,2010593
20639,49849
33634,419866
311,327
16218,726665
16218,49878
151772,1161553
1710,3418
39197,66947
12230,197880
385,33357
12230,32527
2230,114772
20639,30095
20639,92365
31802,226427
31802,44403
31802,75473
11991,35021
4508,36761
123,924
4508,73936
956,1616
36785,122788
50713,93787
123,236
314,23039
314,21240
9908,392066
9908,392065
956,9302
4508,33371
4508,402523
4508,366896
4508,261245
204,326
31802,65752
2110,36371
123,728327
5509,33945
105832,2422397
4508,15666
1144,12753
956,2173
9842,34187
3455,238569
956,15290
11991,47387
59769,729965
123,415502
123,194554
123,51541
14869,23538
1117,2046
123,1163965
123,2008523
123,49470
123,135006
123,71102
11991,30313
5509,11991
5509,35021
5509,30313
123,146
49841,65277
956,1614
123,10689
11558,97734
11558,81496
49584,87183
47864,79495
34589,408413
4508,5374
1642,966631
1642,82280
1642,966632
39719,143902
123,9010
9908,766516
11991,23163
2532,121979
2532,306266
4508,850747
11368,60090
956,2603
22592,61539
231,825
956,9693
314,14961
35448,76076
9911,44859
46,768
2461,16528
1799,44862
114425,2546112
9774,52599
1607,1645
1607,1644
1607,2644
976,14410
359343,816203
1799,33012
9017,386184
2461,16406
2461,21791
48113,113121
5411,203407
73301,326592
1607,103770
1607,34598
2461,9414
2461,190235
2461,408928
114425,144873
114425,840182
1607,120683
1607,345139
1607,302550
114425,310459
20966,23163
20966,38813
20966,317657
1607,6081
1607,6083
1607,39987
2461,4389
2461,242448
2461,224030
2461,226759
2461,21609
2461,42495
2461,591284
2461,448370
24511,75740
317,33539
38102,85782
976,148804
35051,661817
35051,1371116
46415,190235
46415,189169
1587,38093
2461,14410
2461,4542
2461,107140
2461,151946
2461,750471
2461,1366902
10440,40217
317,407
317,12734
317,2653
43364,104800
9017,104587
9386,20422
1146,35378
43394,43396
30313,35021
130085,1531088
233,938
1587,30824
1587,1659
42333,376260
317,2144
16172,76704
216280,257370
16171,104605
16171,48107
43394,45650
46415,1561163
9152,34013
46415,129815
22077,32891
2461,21361
2461,22292
2461,546003
38102,833808
38102,1894441
1146,1975
5411,948445
2461,33800
164,46340
16172,54974
16172,242942
16172,104800
1607,16190
150100,213707
253,1605
9386,46894
1607,34635
1607,39150
2461,81539
1786,10565
102630,149790
36884,42510
12100,21318
1786,4510
12783,137578
1644,1645
1517,657676
70949,90068
15251,24074
236,1460
1539,35917
3418,3533
3418,6454
36596,289669
36596,49464
36596,107153
73292,123033
318,12734
318,351
323769,444369
323769,422293
323769,631826
323769,438926
323769,346366
323769,848224
323769,346369
323769,639873
236,139032
23375,35448
1786,35679
172285,211572
1539,23955
1539,3331
1539,1803
1539,1710
1539,3533
1539,293579
1539,455065
235,6453
5301,38661
1786,261245
938,98695
1005,30958
938,2863
3369,63323
323769,1116444
3418,137543
46318,591857
86882,117972
86882,109745
3456,23951
5301,534967
12100,61509
236,46194
938,34187
938,9842
12100,151481
199660,287809
1436,1587
3418,8578
23375,52910
23375,862238
1517,529390
1517,531879
938,32564
236,35152
24039,1023531
99600,213970
5301,7367
5301,1096738
7367,1096738
235,38767
938,16332
20506,34596
1786,4622
1786,16411
1005,133671
236,1587
117614,130626
117614,933835
117614,603802
117614,462066
117614,147586
147586,933835
147586,603802
147586,462066
1786,43523
1786,118968
1786,124826
1786,58044
1786,3466
1786,247354
5301,5402
5301,5395
5301,318955
938,5033
938,5032
86882,122043
323769,521623
323769,1225349
323769,640338
323769,756364
323769,510688
323769,511731
323769,511732
23375,175732
938,11300
2116,9213
2116,2632
938,6453
938,30460
236,2726
1786,42450
236,825
1786,2461
63884,222148
3418,51441
3418,183593
3695,104471
141,1460
2101,357183
1802,411745
143,24159
39116,48221
4021,190235
4021,189169
1801,128351
287810,406254
3574,9295
39116,52035
31904,1450654
101,31805
38658,68367
1528,33867
41073,1550337
41073,277621
11062,214682
30049,31296
30049,52792
101,16411
11062,22077
2798,64845
16175,42221
2101,12299
2101,404710
287810,2375376
14712,46634
39116,70123
101,42450
1801,9213
1528,30515
1528,15937
1528,21683
30049,45451
101,770735
7455,335314
30049,59694
2798,46896
30049,50097
4021,31065
4514,14907
2101,342367
39116,274443
1801,436375
1801,88033
1801,417441
1801,64209
1801,2633
1801,69475
1801,274845
1801,86821
1801,1975
1801,479884
1801,202810
1801,1447901
1801,995969
24340,48581
24340,46743
24340,101068
4021,287497
11623,23156
11062,261245
119,122356
30049,351081
30049,177834
177834,351081
101,43169
5039,112889
37914,104237
143,30084
24583,33515
2101,234527
30049,2724806
30049,86247
39116,84734
10859,195737
3574,5039
16180,34990
101,39619
101,53180
30116,48210
5039,14411
5039,35398
5039,31429
30049,70420
30049,561352
30049,426000
245404,707515
101,14410
41073,87576
41073,221900
30049,2718543
1997,2391
1641,35448
1641,76076
11782,24452
11782,1589975
3648,33363
2773,1160007
1641,3812
1648,389313
3648,31442
73841,99555
33363,169078
33363,279429
33363,279428
33945,388627
33945,232171
1536,31044
130626,2241926
130626,185881
130626,1009549
130626,1134937
14645,395047
14645,160094
3648,1487461
33363,46261
33363,567441
33363,247114
3002,136762
32763,773396
1648,30096
1648,50027
70,2810
49550,49774
2171,628869
2171,193931
193931,628869
33363,38633
33363,42495
33363,256215
45764,58526
45764,239048
1641,2270208
33363,376305
33363,1458483
33363,471226
33363,429114
42229,172735
33363,224924
33363,249359
33363,249358
209415,751533
45764,87179
396732,1783653
130626,1209828
15263,59041
1641,192835
1641,3222
1086,114959
32763,97925
14645,868930
32763,620336
33363,318043
33363,426757
2171,35051
4531,133958
2171,3680
70415,1661971
70,2784
70,106334
3531,35461
130626,933835
130626,603802
130626,462066
130626,147586
30958,176635
3884,378812
3884,243033
3884,250691
3884,133575
3884,48484
3884,129761
3884,245674
3648,1197951
31613,35224
31613,199107
14645,120140
5040,241759
14645,366385
45764,80851
16489,30944
1086,1638
31613,249639
32763,125796
3648,485131
400608,2616687
33363,259963
33363,149826
8686,102416
12712,21840
1803,3533
1803,1812
387,3533
387,1803
387,1812
114474,275814
114474,303190
114474,398332
114474,238335
114474,1017157
114474,445944
114474,422294
114474,422299
114474,238351
1766,42126
1766,1954
387,372708
15889,21240
815,89738
21264,816964
2628,992371
2628,8850
114474,247118
114474,436252
114474,938015
114474,346369
114474,260278
1803,73292
1803,123033
1803,61688
43902,677719
11523,364411
37938,75074
8686,21318
8686,10410
387,31448
2637,30801
1655,318799
11523,20688
1803,115509
1803,38594
1803,356668
1803,23955
1803,3331
1803,293579
1803,455065
35680,332188
1121,94020
967,7491
184,115011
184,12313
184,23552
387,2396262
387,6083
387,72678
387,6080
72678,2396262
1766,113902
114474,242340
114474,530943
114474,450883
114474,520317
114474,271261
114474,1105934
121686,1126134
121686,371188
121686,761408
121686,1126135
60537,444449
16409,388467
114474,449146
114474,260374
114474,490925
114474,275137
114474,442893
114474,402919
114474,402950
1655,31492
11523,23004
1766,16218
387,6081
114474,226476
387,1745
387,8852
387,33453
3143,38092
59041,187653
11649,53703
2257,8807
1803,34596
114474,238337
114474,503064
114474,450607
114474,963254
114474,353215
2628,21721
38896,139032
49774,55146
49774,104459
387,3641
1563,4689
1563,200687
287809,369133
114474,456719
114474,236802
114474,258318
114474,275338
114474,337319
114474,246154
4022,185863
1655,169160
114474,503066
20072,23951
114474,247114
2628,342067
184,1435
1766,23375
184,3800
184,41828
