title,performer,peak_pos,wks_on_chart,first_charting_year,original_performer,performer_normalized,original_performer_normalized,label,first_year_top_10_songs,first_top_10_hit,precedes_first_top_10_hit,tags,genre_tags_musicbrainz,top_10_1hit_wonder_song,top_10_hitmaker_song,musicbrainz_artist_id
Glory Of Love,Otis Redding,60,4,1967,,otis redding,,,1968,False,True,"soul, christmas, r&b","soul, r&b",True,False,1748
"O-O, I Love You",The Dells,61,10,1967,,the dells,,,1968,False,True,soul,soul,False,True,33897
For What It's Worth,The Staple Singers,66,4,1967,,the staple singers,,"Epic, SoulMusic Records",1972,False,True,,,False,True,73990
I'll Be Sweeter Tomorrow (Than I Was Today),The O'Jays,66,9,1967,,the o'jays,,,1972,False,True,,,False,True,
Baby I'm Lonely,The Intruders,70,5,1967,,the intruders,,,1968,False,True,,,True,False,3197825
Nine Pound Steel,Joe Simon,70,9,1967,,joe simon,,Sunset Blvd Records,1975,False,True,,,True,False,38498
Up-Up And Away,Hugh Masekela,71,8,1967,,hugh masekela,,,1968,False,True,,,True,False,3002
I Love You More Than Words Can Say,Otis Redding,78,3,1967,,otis redding,,,1968,False,True,,,True,False,1748
A Love That's Real,The Intruders,82,3,1967,,the intruders,,,1968,False,True,,,True,False,3197825
Night And Day,Sergio Mendes & Brasil '66,82,5,1967,,sergio mendes & brasil '66,,,1968,False,True,,,False,True,
My Special Prayer,Joe Simon,87,5,1967,,joe simon,,,1975,False,True,,,True,False,38498
Stop! And Think It Over,Perry Como,92,4,1967,,perry como,,,1970,False,True,vocal,,True,False,10792
Trouble Down Here Below,Lou Rawls,92,3,1967,,lou rawls,,,1976,False,True,,,True,False,30323
Got To Have You Back,The Isley Brothers,93,2,1967,,the isley brothers,,,1969,False,True,,,False,True,23898
I Can't Help It (If I'm Still In Love With You),B.J. Thomas,94,1,1967,,b.j. thomas,,,1968,False,True,,,False,True,5884
Everybody Loves A Winner,William Bell,95,2,1967,,william bell,,,1977,False,True,,,True,False,48658
Somebody's Sleeping In My Bed,Johnnie Taylor,95,2,1967,,johnnie taylor,,,1968,False,True,,,False,True,3718
Why? (Am I Treated So Bad),The Staple Singers,95,1,1967,,the staple singers,,Epic,1972,False,True,,,False,True,73990
I Call It Love,The Manhattans,96,3,1967,,the manhattans,,,1976,False,True,,,False,True,53224
Hard Lovin' Loser,Judy Collins,97,2,1967,,judy collins,,,1968,False,True,,,True,False,36961
For Me,Sergio Mendes & Brasil '66,98,2,1967,,sergio mendes & brasil '66,,,1968,False,True,,,False,True,
Thread The Needle,Clarence Carter,98,1,1967,,clarence carter,,FAME,1968,False,True,soul,soul,False,True,3722
Think,James Brown,100,1,1967,Vicki Anderson & James Brown,james brown,,"Federal, Hoodoo Records, King Records",1968,False,True,,,False,True,1564558
(Sittin' On) The Dock Of The Bay,Otis Redding,1,16,1968,,otis redding,,"Rhino Atlantic, Volt",1968,True,False,latin,latin,True,False,1748
Everyday People,Sly & The Family Stone,1,19,1968,,sly & the family stone,,Epic,1968,True,False,,,False,True,16186
Grazing In The Grass,Hugh Masekela,1,12,1968,,hugh masekela,,"Columbia, UNI Records",1968,True,False,,,True,False,3002
Harper Valley P.T.A.,Jeannie C. Riley,1,13,1968,,jeannie c. riley,,"Charly Records, Direct Source Special Products Inc., Gusto Records",1968,True,False,,,True,False,35680
Love Is Blue (L'amour Est Bleu),Paul Mauriat And His Orchestra,1,18,1968,,paul mauriat,paul mauriat and his orchestra,,1968,True,False,,,True,False,24502
Love Is Blue (L'amour Est Bleu),Paul Mauriat And His Orchestra,1,18,1968,,his orchestra,paul mauriat and his orchestra,,1968,True,False,,,True,False,2915183
People Got To Be Free,The Rascals,1,14,1968,,the rascals,,Atlantic,1968,True,False,,,False,True,24057
This Guy's In Love With You,Herb Alpert,1,14,1968,,herb alpert,,"A&M Records, Music for Pleasure Limited",1968,True,False,,,False,True,210445
Tighten Up,Archie Bell & The Drells,1,15,1968,,archie bell & the drells,,"Atlantic, Collectables Records Corp., DBK Works",1968,True,False,,,False,True,32888
Born To Be Wild,Steppenwolf,2,13,1968,,steppenwolf,,"Acadia, Ariola Express, Bellaphon",1968,True,False,,,False,True,1699
Classical Gas,Mason Williams,2,14,1968,,mason williams,,"American Gramaphone, Warner Bros. Records",1968,True,False,,,True,False,12069
Fire,The Crazy World Of Arthur Brown,2,13,1968,,the crazy world of arthur brown,,"Atlantic, Track Record",1968,True,False,,,True,False,24111
Little Green Apples,O.C. Smith,2,17,1968,,o.c. smith,,Columbia,1968,True,False,,,True,False,75440
MacArthur Park,Richard Harris,2,13,1968,,richard harris,,"ABC Records, Dunhill ABC, Half Moon",1968,True,False,,,True,False,919877
"The Good, The Bad And The Ugly","Hugo Montenegro, His Orchestra And Chorus",2,22,1968,,"hugo montenegro, his orchestra and chorus",,,1968,True,False,,,True,False,
The Horse,Cliff Nobles & Co.,2,14,1968,,cliff nobles & co.,,Phil L.A. of Soul,1968,True,False,,,True,False,104625
Those Were The Days,Mary Hopkin,2,14,1968,,mary hopkin,,"7A Records, Apple Records, BR Music",1968,True,False,,,True,False,124850
A Beautiful Morning,The Rascals,3,13,1968,,the rascals,,Atlantic,1968,True,False,,,False,True,24057
Light My Fire,Jose Feliciano,3,12,1968,,jose feliciano,,,1968,True,False,,,False,True,
Magic Carpet Ride,Steppenwolf,3,16,1968,,steppenwolf,,"ABC Records, Dunhill Records, Esoteric Recordings",1968,True,False,,,False,True,1699
Soulful Strut,Young-Holt Unlimited,3,13,1968,,young-holt unlimited,,,1968,True,False,,,True,False,
Wichita Lineman,Glen Campbell,3,15,1968,,glen campbell,,"Beat Goes On Records, Capitol Records, Capitol Records Nashville",1968,True,False,,,False,True,1436821
Worst That Could Happen,Brooklyn Bridge,3,12,1968,,brooklyn bridge,,Buddah Records,1968,True,False,,,True,False,
Hush,Deep Purple,4,10,1968,,deep purple,,"Ariola Express, Capitol Records, Disky Communications B.V.",1968,True,False,,,False,True,1587
La - La - Means I Love You,The Delfonics,4,15,1968,,the delfonics,,,1968,True,False,,,False,True,32928
Simon Says,1910 Fruitgum Co.,4,14,1968,,1910 fruitgum co.,,"Buddah Records, Buddha Records, Pye International",1968,True,False,,,False,True,24587
The Look Of Love,Sergio Mendes & Brasil '66,4,14,1968,,sergio mendes & brasil '66,,,1968,True,False,,,False,True,
Yummy Yummy Yummy,Ohio Express,4,14,1968,,ohio express,,,1968,True,False,,,True,False,45874
"1, 2, 3, Red Light",1910 Fruitgum Co.,5,13,1968,,1910 fruitgum co.,,,1968,True,False,,,False,True,24587
Can I Change My Mind,Tyrone Davis,5,13,1968,,tyrone davis,,"Brunswick, Dakar Records",1968,True,False,,,False,True,38354
Girl Watcher,The O'Kaysions,5,14,1968,,the o'kaysions,,,1968,True,False,,,True,False,
Hold Me Tight,Johnny Nash,5,15,1968,,johnny nash,,"CBS, JAD, Saga OPP",1968,True,False,"reggae, soul, pop, roots reggae, general mainstream rock, r&b, classic rock","reggae, soul, pop, roots reggae, r&b, classic rock",False,True,14916
Hooked On A Feeling,B.J. Thomas,5,16,1968,,b.j. thomas,,"American Legends / IODA, Eric Records, Scepter",1968,True,False,,,False,True,5884
Just Dropped In (To See What Condition My Condition Was In),The First Edition,5,10,1968,,the first edition,,"American Pie, Reprise Records",1968,True,False,,,False,True,
Stormy,Dennis Yost,5,15,1968,Classics IV Featuring Dennis Yost,dennis yost,,Rebound,1968,True,False,pop,pop,False,True,123663
Sunshine Of Your Love,Cream,5,26,1968,,cream,,"ATCO Records, Manifesto, On Stage",1968,True,False,classic rock,classic rock,False,True,2703499
Who's Making Love,Johnnie Taylor,5,14,1968,,johnnie taylor,,Stax,1968,True,False,,,False,True,3718
Cowboys To Girls,The Intruders,6,14,1968,,the intruders,,"Epic Associated, Gamble, Legacy",1968,True,False,,,True,False,3197825
I Started A Joke,Bee Gees,6,11,1968,,bee gees,,"RSO, Rhino",1968,True,False,,,False,True,991
Slip Away,Clarence Carter,6,16,1968,,clarence carter,,"Atlantic, Flashback Records, Ichiban",1968,True,False,,,False,True,3722
The Fool On The Hill,Sergio Mendes & Brasil '66,6,12,1968,,sergio mendes & brasil '66,,,1968,True,False,,,False,True,
White Room,Cream,6,11,1968,,cream,,"Phono Music Zounds, Polydor, Zounds",1968,True,False,,,False,True,2703499
Angel Of The Morning,Merrilee Rush & The Turnabouts,7,16,1968,,merrilee rush & the turnabouts,,,1968,True,False,,,True,False,
The Ballad Of Bonnie And Clyde,Georgie Fame,7,14,1968,,georgie fame,,"CBS, Epic",1968,True,False,,,True,False,41073
The Unicorn,The Irish Rovers,7,12,1968,,the irish rovers,,"Decca Records, Geffen Records, K‐tel",1968,True,False,,,True,False,14197
Both Sides Now,Judy Collins,8,11,1968,,judy collins,,"Elektra, Intersound, Wildflower Records",1968,True,False,,,True,False,36961
Dance To The Music,Sly & The Family Stone,8,15,1968,,sly & the family stone,,"Epic, Legacy, Magnum Music Group",1968,True,False,,,False,True,16186
Here Comes The Judge,Shorty Long,8,11,1968,,shorty long,,,1968,True,False,,,True,False,584368
I've Gotta Get A Message To You,Bee Gees,8,13,1968,,bee gees,,,1968,True,False,,,False,True,991
I Can't Stop Dancing,Archie Bell & The Drells,9,10,1968,,archie bell & the drells,,"Atlantic, Rhino",1968,True,False,,,False,True,32888
Reach Out Of The Darkness,Friend And Lover,10,14,1968,,friend and lover,,,1968,True,False,,,True,False,
Say It Loud - I'm Black And I'm Proud (Part 1),James Brown,10,11,1968,,james brown,,,1968,True,False,,,False,True,1564558
Stay In My Corner,The Dells,10,13,1968,,the dells,,,1968,True,False,,,False,True,33897
Suzie Q. (Part One),Creedence Clearwater Revival,11,12,1968,,creedence clearwater revival,,,1969,False,True,,,False,True,1918
How'd We Ever Get This Way,Andy Kim,21,12,1968,,andy kim,,Steed Records,1969,False,True,,,False,True,15945
Bang-Shang-A-Lang,The Archies,22,13,1968,,the archies,,,1969,False,True,,,False,True,30517
(You Keep Me) Hangin' On,Joe Simon,25,15,1968,,joe simon,,,1975,False,True,,,True,False,38498
The Snake,Al Wilson,27,10,1968,,al wilson,,Soul City,1973,False,True,,,True,False,2551298
"Shoot'em Up, Baby",Andy Kim,31,10,1968,,andy kim,,,1969,False,True,,,False,True,15945
Folsom Prison Blues,Johnny Cash,32,12,1968,,johnny cash,,"Bud Music, Collectables, Columbia",1969,False,True,,,True,False,387
Girls Can't Do What The Guys Do,Betty Wright,33,8,1968,,betty wright,,,1971,False,True,,,False,True,84186
Daddy Sang Bass,Johnny Cash,42,10,1968,,johnny cash,,Columbia,1969,False,True,,,True,False,387
Brown Eyed Woman,Bill Medley,43,11,1968,,bill medley,,,1987,False,True,pop,pop,True,False,63353
California Dreamin',Bobby Womack,43,9,1968,,bobby womack,,Stateside,1974,False,True,,,True,False,23552
Peace Brother Peace,Bill Medley,48,7,1968,,bill medley,,,1987,False,True,"soul, blue-eyed soul, am pop, r&b, pop/rock, brill building pop","soul, blue-eyed soul, r&b",True,False,63353
If You Don't Want My Love,Robert John,49,12,1968,,robert john,,,1972,False,True,,,False,True,36017
Living In The U.s.a.,The Steve Miller Band,49,9,1968,,the steve miller band,,,1973,False,True,,,False,True,
No Sad Songs,Joe Simon,49,7,1968,,joe simon,,Sound Stage 7,1975,False,True,,,True,False,38498
Rainbow Ride,Andy Kim,49,7,1968,,andy kim,,Steed Records,1969,False,True,,,False,True,15945
Fly Me To The Moon,Bobby Womack,52,13,1968,,bobby womack,,"Jimco Records, Minit, Stateside",1974,False,True,"soul, r&b, gospel","soul, r&b, gospel",True,False,23552
Feelin' So Good (S.k.o.o.b.y-D.o.o),The Archies,53,8,1968,,the archies,,,1969,False,True,,,False,True,30517
Not On The Outside,The Moments,57,7,1968,,the moments,,Stang Records,1970,False,True,"soul, r&b","soul, r&b",True,False,38499
I Put A Spell On You,Creedence Clearwater Revival,58,9,1968,,creedence clearwater revival,,"Fantasy, Green Ray",1969,False,True,,,False,True,1918
Back On My Feet Again,The Foundations,59,6,1968,,the foundations,,,1969,False,True,,,True,False,9892
Dreams Of The Everyday Housewife,Wayne Newton,60,7,1968,,wayne newton,,MGM Records,1972,False,True,lounge,lounge,True,False,38266
With A Little Help From My Friends,Joe Cocker,68,6,1968,,joe cocker,,"A&M Records, Audio Fidelity, BR Music",1970,False,True,,,False,True,2173
Down Here On The Ground,Lou Rawls,69,5,1968,,lou rawls,,,1976,False,True,,,True,False,30323
Looking Back,Joe Simon,70,6,1968,,joe simon,,,1975,False,True,,,True,False,38498
Message From Maria,Joe Simon,75,4,1968,,joe simon,,,1975,False,True,,,True,False,38498
Private Number,William Bell,75,6,1968,Judy Clay & William Bell,william bell,,Stax,1977,False,True,,,True,False,48658
A Tribute To A King,William Bell,86,6,1968,,william bell,,Stax,1977,False,True,"soul, r&b, 255, classic soul","soul, r&b",True,False,48658
Look Over Your Shoulder,The O'Jays,89,5,1968,,the o'jays,,,1972,False,True,,,False,True,
Rosanna's Going Wild,Johnny Cash,91,2,1968,,johnny cash,,,1969,False,True,,,True,False,387
The Father Of Girls,Perry Como,92,2,1968,,perry como,,,1970,False,True,,,True,False,10792
The Choice,The O'Jays,94,3,1968,,the o'jays,,,1972,False,True,,,False,True,
I Can't Make It Alone,Bill Medley,95,2,1968,,bill medley,,,1987,False,True,"soul, r&b, soft rock, pop, pop/rock, rock, brill building pop, vocal, blue-eyed soul, am pop","soul, r&b, soft rock, pop, rock, blue-eyed soul",True,False,63353
I Worry About You,Joe Simon,98,1,1968,,joe simon,,,1975,False,True,,,True,False,38498
Congratulations,Cliff Richard,99,3,1968,,cliff richard,,"Columbia, Columbia Records, Monogram",1976,False,True,,,False,True,123
Get Back,Billy Preston,1,12,1969,The Beatles With Billy Preston,billy preston,,"Apple Records, Capitol Records",1969,True,False,,,False,True,74761
I Want You Back,Jackson 5,1,19,1969,,jackson 5,,,1969,True,False,,,False,True,
In The Year 2525,Zager & Evans,1,13,1969,,zager & evans,,"Oxford Records, RCA, RCA Victor",1969,True,False,,,True,False,38892
Na Na Hey Hey Kiss Him Goodbye,Steam,1,16,1969,,steam,,"Fontana, Stardust",1969,True,False,,,True,False,2272506
"Sugar, Sugar",The Archies,1,22,1969,,the archies,,"Bianco, Calendar, Cleopatra Records",1969,True,False,,,False,True,30517
Venus,The Shocking Blue,1,14,1969,,the shocking blue,,,1969,True,False,,,True,False,
A Boy Named Sue,Johnny Cash,2,12,1969,,johnny cash,,"Black Box, Columbia, Embassy",1969,True,False,,,True,False,387
And When I Die,"Blood, Sweat & Tears",2,13,1969,,"blood, sweat & tears",,Columbia,1969,True,False,"pop, jazz-rock, rock, classic rock, blues rock, soft rock, jazz fusion, blue-eyed soul, funky, cool","pop, rock, classic rock, blues rock, soft rock, jazz fusion, blue-eyed soul",False,True,30515
Bad Moon Rising,Creedence Clearwater Revival,2,14,1969,,creedence clearwater revival,,"Collectables, Epic, Fantasy",1969,True,False,,,False,True,1918
Green River,Creedence Clearwater Revival,2,13,1969,,creedence clearwater revival,,"Analogue Productions, BMG Direct Marketing, Inc., Carrère",1969,True,False,,,False,True,1918
Hey There Lonely Girl,Eddie Holman,2,14,1969,,eddie holman,,Black Tulip,1969,True,False,r&b,r&b,True,False,37984
It's Your Thing,The Isley Brothers,2,14,1969,,the isley brothers,,"Legacy, Sony Music Custom Marketing Group",1969,True,False,,,False,True,23898
Jean,Oliver,2,14,1969,,oliver,,WOA International,1969,True,False,,,False,True,514132
Love (Can Make You Happy),Mercy,2,13,1969,,mercy,,,1969,True,False,,,True,False,1951430
Proud Mary,Creedence Clearwater Revival,2,14,1969,,creedence clearwater revival,,"Fantasy, On Stage, Phono Music Zounds",1969,True,False,,,False,True,1918
Spinning Wheel,"Blood, Sweat & Tears",2,13,1969,,"blood, sweat & tears",,"Charly Records, Columbia, Zounds",1969,True,False,,,False,True,30515
Take A Letter Maria,R.B. Greaves,2,15,1969,,r.b. greaves,,"ATCO Records, Atlantic",1969,True,False,,,True,False,104932
You've Made Me So Very Happy,"Blood, Sweat & Tears",2,13,1969,,"blood, sweat & tears",,Columbia,1969,True,False,,,False,True,30515
Build Me Up Buttercup,The Foundations,3,15,1969,,the foundations,,"Castle Communications, Pye Records, Retro Music",1969,True,False,,,True,False,9892
Down On The Corner/Fortunate Son,Creedence Clearwater Revival,3,15,1969,,creedence clearwater revival,,,1969,True,False,,,False,True,1918
Good Morning Starshine,Oliver,3,13,1969,,oliver,,"Crewe Records, EMI Music Special Markets, Jubilee",1969,True,False,,,False,True,514132
Grazing In The Grass,The Friends Of Distinction,3,16,1969,,the friends of distinction,,RCA Victor,1969,True,False,,,False,True,73539
Little Woman,Bobby Sherman,3,13,1969,,bobby sherman,,Metromedia Records,1969,True,False,,,False,True,76097
Easy To Be Hard,Three Dog Night,4,13,1969,,three dog night,,,1969,True,False,,,False,True,10794
Oh Happy Day,The Edwin Hawkins' Singers,4,10,1969,The Edwin Hawkins' Singers Featuring Dorothy Combs Morrison,the edwin hawkins' singers,,,1969,True,False,,,True,False,
Oh Happy Day,Dorothy Combs Morrison,4,10,1969,The Edwin Hawkins' Singers Featuring Dorothy Combs Morrison,dorothy combs morrison,,,1969,True,False,,,True,False,
Whole Lotta Love,Led Zeppelin,4,15,1969,,led zeppelin,,"Atlantic, EastWest Japan, Spirit Recordings",1969,True,False,,,True,False,388
Baby It's You,Smith,5,15,1969,,smith,,"ABC Records, Dunhill Records",1969,True,False,,,True,False,749614
No Time,The Guess Who,5,14,1969,,the guess who,,RCA Victor,1969,True,False,,,False,True,3060343
One,Three Dog Night,5,16,1969,,three dog night,,Geffen Records,1969,True,False,"rock, classic rock, album rock, pop, am pop, trip-hop, contemporary pop/rock, soft rock, pop rock, arena rock","rock, classic rock, pop, soft rock, pop rock, arena rock",False,True,10794
Smile A Little Smile For Me,The Flying Machine,5,14,1969,,the flying machine,,,1969,True,False,,,True,False,76526
Everybody's Talkin',Nilsson,6,12,1969,,nilsson,,"Camden, Castle Communications, RCA Victor",1969,True,False,,,False,True,2092865
"Ruby, Don't Take Your Love To Town",Kenny Rogers & The First Edition,6,13,1969,,kenny rogers,kenny rogers & the first edition,Reprise Records,1969,True,False,,,False,True,1119
"Ruby, Don't Take Your Love To Town",Kenny Rogers & The First Edition,6,13,1969,,the first edition,kenny rogers & the first edition,Reprise Records,1969,True,False,,,False,True,
These Eyes,The Guess Who,6,14,1969,,the guess who,,"BMG Direct Marketing, Inc., RCA, Sony BMG Music Entertainment Custom Marketing Group",1969,True,False,,,False,True,3060343
Twenty-Five Miles,Edwin Starr,6,14,1969,,edwin starr,,,1969,True,False,,,False,True,35977
Color Him Father,The Winstons,7,13,1969,,the winstons,,"Fuel 2000 Records, Fuel Records, Metromedia Records",1969,True,False,,,True,False,1152618
Polk Salad Annie,Tony Joe White,8,12,1969,,tony joe white,,"Movieplay Gold, Warner Archives, Warner Bros. Records",1969,True,False,,,True,False,12078
"Baby, I Love You",Andy Kim,9,16,1969,,andy kim,,Steed Records,1969,True,False,,,False,True,15945
Israelites,Desmond Dekker And The Aces,9,10,1969,,desmond dekker and the aces,,,1969,True,False,,,True,False,
La La La (If I Had You),Bobby Sherman,9,11,1969,,bobby sherman,,Metromedia Records,1969,True,False,,,False,True,76097
My Whole World Ended (The Moment You Left Me),David Ruffin,9,10,1969,,david ruffin,,Collectables,1969,True,False,,,False,True,42510
Tracy,The Cuff Links,9,12,1969,,the cuff links,,Decca Records,1969,True,False,,,True,False,264865
Backfield In Motion,Mel And Tim,10,14,1969,,mel and tim,,,1969,True,False,,,True,False,
Eli's Coming,Three Dog Night,10,14,1969,,three dog night,,,1969,True,False,,,False,True,10794
Jingle Jangle,The Archies,10,13,1969,,the archies,,RCA,1969,True,False,,,False,True,30517
Laughing,The Guess Who,10,11,1969,,the guess who,,,1969,True,False,,,False,True,3060343
Early In The Morning,Vanity Fare,12,13,1969,,vanity fare,,"Fontana, Page One",1970,False,True,"pop rock, pop, top 40","pop rock, pop",True,False,21663
The Chokin' Kind,Joe Simon,13,12,1969,,joe simon,,Sound Stage 7,1975,False,True,,,True,False,38498
Your Good Thing (Is About To End),Lou Rawls,18,14,1969,,lou rawls,,,1976,False,True,,,True,False,30323
Suite: Judy Blue Eyes,"Crosby, Stills & Nash",21,12,1969,,"crosby, stills & nash",,"Atlantic, Rhino Atlantic",1977,False,True,,,False,True,12103
Marrakesh Express,"Crosby, Stills & Nash",28,8,1969,,"crosby, stills & nash",,Atlantic,1977,False,True,,,False,True,12103
She Came In Through The Bathroom Window,Joe Cocker,30,12,1969,,joe cocker,,On Stage,1970,False,True,,,False,True,2173
Walk On By,Isaac Hayes,30,12,1969,,isaac hayes,,Enterprise Records,1971,False,True,,,True,False,2172
Feeling Alright,Joe Cocker,33,15,1969,,joe cocker,,"Phono Music Zounds, Rainbow, Vereinigte Motor‐Verlage GmbH & Co. KG",1970,False,True,,,False,True,2173
By The Time I Get To Phoenix,Isaac Hayes,37,8,1969,,isaac hayes,,Enterprise Records,1971,False,True,"soul, r&b, funk, disco","soul, r&b, funk, disco",True,False,2172
Seattle,Perry Como,38,10,1969,,perry como,,"Collectables, RCA, RCA Victor",1970,False,True,early pop,,True,False,10792
So I Can Love You,The Emotions,39,10,1969,,the emotions,,"Fantasy, Stax, Volt",1977,False,True,,,False,True,817885
Kozmic Blues,Janis Joplin,41,9,1969,,janis joplin,,"CBS, CBS/Sony, Columbia",1971,False,True,"rock, blues rock, classic rock, blues, album rock, country, blues-rock, rock & roll, pop/rock","rock, blues rock, classic rock, blues, country",True,False,3143
I Forgot To Be Your Lover,William Bell,45,9,1969,,william bell,,,1977,False,True,,,True,False,48658
On Campus,Dickie Goodman,45,8,1969,,dickie goodman,,,1975,False,True,,,True,False,114060
Abergavenny,Shannon,47,8,1969,,shannon,,,1983,False,True,,,True,False,2455186
Jingo,Santana,56,8,1969,,santana,,"Ariola Express, Bianco, Black Box",1970,False,True,,,False,True,3131496
Bold Soul Sister,Ike & Tina Turner,59,8,1969,,ike,ike & tina turner,"Blue Thumb Records, Hip‐O Records, Prism Leisure",1971,False,True,,,True,False,2817746
Bold Soul Sister,Ike & Tina Turner,59,8,1969,,ike,ike & tina turner,"Blue Thumb Records, Hip‐O Records, Prism Leisure",1971,False,True,,,False,True,2817746
Bold Soul Sister,Ike & Tina Turner,59,8,1969,,ike,ike & tina turner,"Blue Thumb Records, Hip‐O Records, Prism Leisure",1971,False,True,,,True,False,2817746
Bold Soul Sister,Ike & Tina Turner,59,8,1969,,ike,ike & tina turner,"Blue Thumb Records, Hip‐O Records, Prism Leisure",1971,False,True,,,False,True,2817746
Bold Soul Sister,Ike & Tina Turner,59,8,1969,,tina turner,ike & tina turner,"Blue Thumb Records, Hip‐O Records, Prism Leisure",1971,False,True,,,True,False,1616
Bold Soul Sister,Ike & Tina Turner,59,8,1969,,tina turner,ike & tina turner,"Blue Thumb Records, Hip‐O Records, Prism Leisure",1971,False,True,,,False,True,1616
Bold Soul Sister,Ike & Tina Turner,59,8,1969,,tina turner,ike & tina turner,"Blue Thumb Records, Hip‐O Records, Prism Leisure",1971,False,True,,,True,False,1616
Bold Soul Sister,Ike & Tina Turner,59,8,1969,,tina turner,ike & tina turner,"Blue Thumb Records, Hip‐O Records, Prism Leisure",1971,False,True,,,False,True,1616
Kool And The Gang,Kool & The Gang,59,12,1969,,kool & the gang,,"Blue Elephant, Chronicles, De‐Lite Records",1973,False,True,,,False,True,777
I Do,The Moments,62,6,1969,,the moments,,,1970,False,True,,,True,False,38499
While You're Out Looking For Sugar?,The Honey Cone,62,8,1969,,the honey cone,,,1971,False,True,,,True,False,
I Can't Make It Alone,Lou Rawls,63,7,1969,,lou rawls,,Stateside,1976,False,True,soul,soul,True,False,30323
Lodi,Al Wilson,67,7,1969,,al wilson,,,1973,False,True,soul,soul,True,False,2551298
Girls It Ain't Easy,The Honey Cone,68,6,1969,,the honey cone,,,1971,False,True,,,True,False,
I've Been Loving You Too Long,Ike & Tina Turner,68,7,1969,,ike,ike & tina turner,,1971,False,True,,,True,False,2817746
I've Been Loving You Too Long,Ike & Tina Turner,68,7,1969,,ike,ike & tina turner,,1971,False,True,,,False,True,2817746
I've Been Loving You Too Long,Ike & Tina Turner,68,7,1969,,ike,ike & tina turner,,1971,False,True,,,True,False,2817746
I've Been Loving You Too Long,Ike & Tina Turner,68,7,1969,,ike,ike & tina turner,,1971,False,True,,,False,True,2817746
I've Been Loving You Too Long,Ike & Tina Turner,68,7,1969,,tina turner,ike & tina turner,,1971,False,True,,,True,False,1616
I've Been Loving You Too Long,Ike & Tina Turner,68,7,1969,,tina turner,ike & tina turner,,1971,False,True,,,False,True,1616
I've Been Loving You Too Long,Ike & Tina Turner,68,7,1969,,tina turner,ike & tina turner,,1971,False,True,,,True,False,1616
I've Been Loving You Too Long,Ike & Tina Turner,68,7,1969,,tina turner,ike & tina turner,,1971,False,True,,,False,True,1616
One Night Affair,The O'Jays,68,6,1969,,the o'jays,,,1972,False,True,,,False,True,
Delta Lady,Joe Cocker,69,6,1969,,joe cocker,,Polydor,1970,False,True,,,False,True,2173
Questions 67 And 68,Chicago,71,3,1969,,chicago,,,1970,False,True,,,False,True,237226
"Baby, Don't Be Looking In My Mind",Joe Simon,72,5,1969,,joe simon,,,1975,False,True,,,True,False,38498
Armstrong,John Stewart,74,3,1969,,john stewart,,,1979,False,True,,,True,False,1034328
Poor Side Of Town,Al Wilson,75,4,1969,,al wilson,,,1973,False,True,,,True,False,2551298
San Francisco Is A Lonely Town,Joe Simon,79,3,1969,,joe simon,,,1975,False,True,,,True,False,38498
She's A Lady,John Sebastian,84,4,1969,,john sebastian,,Kama Sutra,1976,False,True,,,True,False,2923669
The Gangs Back Again,Kool & The Gang,85,5,1969,,kool & the gang,,,1973,False,True,,,False,True,777
Love Is Just A Four-Letter Word,Joan Baez,86,4,1969,,joan baez,,,1971,False,True,"folk, folk rock, contemporary folk, traditional folk","folk, folk rock, contemporary folk",True,False,14284
It's Hard To Get Along,Joe Simon,87,3,1969,,joe simon,,,1975,False,True,,,True,False,38498
Give It Away,The Chi-lites,88,6,1969,,the chi-lites,,,1971,False,True,,,False,True,
Sunday,The Moments,90,3,1969,,the moments,,,1970,False,True,"soul, r&b","soul, r&b",True,False,38499
How I Miss You Baby,Bobby Womack,93,2,1969,,bobby womack,,,1974,False,True,,,True,False,23552
The Hunter,Ike & Tina Turner,93,2,1969,,ike,ike & tina turner,"Blue Moon, Blue Thumb Records",1971,False,True,,,True,False,2817746
The Hunter,Ike & Tina Turner,93,2,1969,,ike,ike & tina turner,"Blue Moon, Blue Thumb Records",1971,False,True,,,False,True,2817746
The Hunter,Ike & Tina Turner,93,2,1969,,ike,ike & tina turner,"Blue Moon, Blue Thumb Records",1971,False,True,,,True,False,2817746
The Hunter,Ike & Tina Turner,93,2,1969,,ike,ike & tina turner,"Blue Moon, Blue Thumb Records",1971,False,True,,,False,True,2817746
The Hunter,Ike & Tina Turner,93,2,1969,,tina turner,ike & tina turner,"Blue Moon, Blue Thumb Records",1971,False,True,,,True,False,1616
The Hunter,Ike & Tina Turner,93,2,1969,,tina turner,ike & tina turner,"Blue Moon, Blue Thumb Records",1971,False,True,,,False,True,1616
The Hunter,Ike & Tina Turner,93,2,1969,,tina turner,ike & tina turner,"Blue Moon, Blue Thumb Records",1971,False,True,,,True,False,1616
The Hunter,Ike & Tina Turner,93,2,1969,,tina turner,ike & tina turner,"Blue Moon, Blue Thumb Records",1971,False,True,,,False,True,1616
Let Me Be The Man My Daddy Was,The Chi-lites,94,3,1969,,the chi-lites,,,1971,False,True,,,False,True,
Too Many Cooks (Spoil The Soup),100 Proof Aged in Soul,94,2,1969,,100 proof aged in soul,,,1970,False,True,,,True,False,
