artist_a,artist_b
122654,439738
5381,1501567
122654,938280
35917,115004
122654,1059261
122654,509927
35917,1438855
35917,1717466
2550,35221
1165,3444
5232,59749
82951,1106681
77990,287494
73294,265346
122654,1059764
21791,557727
122654,1105934
1710,11177
3444,621536
3444,2060181
73294,132100
1710,6595
1710,16288
73294,115004
99555,2038117
48232,604392
1710,2277170
35917,73294
35917,43393
122654,308708
43396,52672
312,910112
312,1438855
312,1717466
3444,739224
3455,149949
387,1758
5437,45843
38102,83628
38102,833808
38102,174797
32266,601844
78254,1871601
78254,400538
46,111852
32327,842285
38658,379530
33926,422310
33926,1186173
38102,85782
1,303
56981,2389050
3641,431125
32266,366768
1655,3422
32266,455679
34833,70880
101,68740
1655,2001289
35917,132100
98,663396
30554,42227
98,1308457
30049,435678
210826,2535046
210826,2535047
210826,2535048
30570,138137
30570,158414
1812,475798
33926,117885
34452,116353
3331,716225
37740,86495
99,135579
15666,739224
64218,261245
40217,426595
24246,211606
40825,1055015
4341,2060181
15689,720488
1812,73294
303,1064121
1812,265346
16288,2277170
10279,911476
10279,123559
3444,261245
16159,23945
4341,621536
6458,267384
303,74157
33964,1438855
962,21154
141609,2282088
43393,89032
17,14284
12157,148410
3444,123503
99,68740
3444,64218
33964,1717466
5263,49710
5512,21043
3444,70335
33964,910112
33953,2469659
12299,630936
5372,23489
5498,2246794
42744,43396
101,4508
3444,15666
3444,4341
39085,49408
1539,1122516
123,1752246
3698,6827
123,1752247
3698,47596
51446,1967785
67999,121614
15689,845098
15689,213858
66983,458005
21829,34112
21791,965690
4188,1674570
17,4538
12299,48825
1539,1122517
103696,1103315
21791,207859
123,1752245
3648,4350
54739,2685305
12299,21361
5263,23252
101,135579
4531,211573
4531,244656
303,4594
121071,1981172
98,228397
6458,44496
210790,314154
172583,720488
23252,49710
23252,60783
37740,501331
5232,41537
1,117906
15666,278148
12299,303190
